,orig_idx,input,expected_text,Problem type,expected_skills,valid,generated_text,generated_skills
54,990," •  <SoftSkill>Interesse am Detailhandel</SoftSkill> und der <SoftSkill_C>Mode</SoftSkill_C>
Wir wenden uns an junge, <SoftSkill>motivierte Persönlichkeiten</SoftSkill>, die <SoftSkill>gerne im Team arbeiten</SoftSkill> und <SoftSkill>verantwortungsbewusst
sind</SoftSkill>."," • <SoftSkill>Interesse am Detailhandel</SoftSkill> und <SoftSkill>Interesse an der Mode</SoftSkill>
Wir wenden uns an junge, <SoftSkill>motivierte Persönlichkeiten</SoftSkill>, die <SoftSkill>gerne im Team arbeiten</SoftSkill> und <SoftSkill>verantwortungsbewusst
sind</SoftSkill>.",MWA,"['Interesse am Detailhandel', 'Interesse an der Mode', 'motivierte Persönlichkeiten', 'gerne im Team arbeiten']",1,"• SoftSkill>Interesse am Detailhandel/SoftSkill> und SoftSkill>Interesse am Modehandel/SoftSkill> Wir wenden uns an junge, SoftSkill>motivierte Persönlichkeiten/SoftSkill>, die SoftSkill>gerne im Team arbeiten/SoftSkill> und SoftSkill>verantwortungsbewusst sind/SoftSkill>.","['Interesse am Detailhandel', 'Interesse am Modehandel', 'motivierte Persönlichkeiten', 'gerne im Team arbeiten', 'verantwortungsbewusst sind']"
55,1731," Sie zeichnen sich aus durch <SoftSkill_C>angenehme</SoftSkill_C>, <SoftSkill>teamorientierte Umgangsformen</SoftSkill>."," Sie zeichnen sich aus durch <SoftSkill>angenehme Umgangsformen</SoftSkill>, <SoftSkill>teamorientierte Umgangsformen</SoftSkill>.",OWA,"['angenehme Umgangsformen', 'teamorientierte Umgangsformen']",1,"Sie zeichnen sich aus durch SoftSkill>angenehme Umgangsformen/SoftSkill>, SoftSkill>teamorientierte Umgangsformen/SoftSkill>.","['angenehme Umgangsformen', 'teamorientierte Umgangsformen']"
56,534," Als <SoftSkill_C>kommunikative</SoftSkill_C>, <SoftSkill_C>kontaktfreudige</SoftSkill_C> und <SoftSkill>verhandlungsgeschickte Persönlichkeit</SoftSkill> sind auch mündliche Fremdsprachenkenntnisse von Vorteil."," Als <SoftSkill>kommunikative Persönlichkeit</SoftSkill>, <SoftSkill>kontaktfreudige Persönlichkeit</SoftSkill> und <SoftSkill>verhandlungsgeschickte Persönlichkeit</SoftSkill> sind auch mündliche Fremdsprachenkenntnisse von Vorteil.",MC,"['kommunikative Persönlichkeit', 'kontaktfreudige Persönlichkeit', 'verhandlungsgeschickte Persönlichkeit']",1,"Als SoftSkill>kommunikative Persönlichkeit/SoftSkill>, SoftSkill>kontaktfreudige Persönlichkeit/SoftSkill> und SoftSkill>verhandlungsgeschickte Persönlichkeit/SoftSkill> sind auch mündliche Fremdsprachenkenntnisse von Vorteil.","['kommunikative Persönlichkeit', 'kontaktfreudige Persönlichkeit', 'verhandlungsgeschickte Persönlichkeit']"
57,855,<SoftSkill_C>Vernetztes</SoftSkill_C> und <SoftSkill>wirtschaftliches Denken</SoftSkill> ?,<SoftSkill>Vernetztes Denken</SoftSkill> und <SoftSkill>wirtschaftliches Denken</SoftSkill> ?,OWA,"['Vernetztes Denken', 'wirtschaftliches Denken']",1,SoftSkill>Vernetztes Denken/SoftSkill> und SoftSkill>wirtschaftliches Denken/SoftSkill>?,"['Vernetztes Denken', 'wirtschaftliches Denken']"
58,543,Bezeichnen Sie sich als <SoftSkill_C>engagierte</SoftSkill_C> und <SoftSkill>vertrauenswürdige Persönlichkeit</SoftSkill> mit einer <SoftSkill_C>strukturierten</SoftSkill_C> und <SoftSkill>analytischen Denkweise</SoftSkill>?,Bezeichnen Sie sich als <SoftSkill>engagierte Persönlichkeit</SoftSkill> und <SoftSkill>vertrauenswürdige Persönlichkeit</SoftSkill> mit einer <SoftSkill>strukturierten Denkweise</SoftSkill> und <SoftSkill>analytischen Denkweise</SoftSkill>?,MDC,"['engagierte Persönlichkeit', 'vertrauenswürdige Persönlichkeit', 'strukturierten Denkweise', 'analytischen Denkweise']",1,Bezeichnen Sie sich als SoftSkill>engagierte Persönlichkeit/SoftSkill> und SoftSkill>vertrauenswürdige Persönlichkeit/SoftSkill> mit einer SoftSkill>strukturierten Denkweise/SoftSkill> und SoftSkill>analytischen Denkweise/SoftSkill>?,"['engagierte Persönlichkeit', 'vertrauenswürdige Persönlichkeit', 'strukturierten Denkweise', 'analytischen Denkweise']"
59,188,•  <SoftSkill_C>Analytisches</SoftSkill_C> und <SoftSkill>strategisches Denkvermögen</SoftSkill,<SoftSkill>Analytisches Denkvermögen</SoftSkill> und <SoftSkill>strategisches Denkvermögen</SoftSkill>,OWA,"['Analytisches Denkvermögen', 'strategisches Denkvermögen']",1,SoftSkill>Analytisches Denkvermögen/SoftSkill> und SoftSkill>strategisches Denkvermögen/SoftSkill>,"['Analytisches Denkvermögen', 'strategisches Denkvermögen']"
60,1370," Abgeschlossene Grundausbildung
Verkaufserfahrung von Vorteil
fliessende Deutschkenntnisse
Fremdsprachenkenntnisse von Vorteil
Sehr gute PC-Kenntnisse
<SoftSkill>Ausgeprägtes verkäuferisches Flair</SoftSkill>
<SoftSkill>Hohe Flexibilität</SoftSkill> und <SoftSkill>Einsatzbereitschaft</SoftSkill>
<SoftSkill_C>Angenehme</SoftSkill_C> und <SoftSkill>höfliche Umgangsformen</SoftSkill"," Abgeschlossene Grundausbildung
Verkaufserfahrung von Vorteil
fliessende Deutschkenntnisse
Fremdsprachenkenntnisse von Vorteil
Sehr gute PC-Kenntnisse
<SoftSkill>Ausgeprägtes verkäuferisches Flair</SoftSkill>
<SoftSkill>Hohe Flexibilität</SoftSkill> und <SoftSkill>Einsatzbereitschaft</SoftSkill>
<SoftSkill>Angenehme Umgangsformen</SoftSkill> und <SoftSkill>höfliche Umgangsformen</SoftSkill>",OWA,"['Ausgeprägtes verkäuferisches Flair', 'Hohe Flexibilität', 'Einsatzbereitschaft', 'Angenehme Umgangsformen', 'höfliche Umgangsformen']",1,Abgeschlossene Grundausbildung Verkaufserfahrung von Vorteil fliessende Deutschkenntnisse Fremdsprachenkenntnisse von Vorteil Sehr gute PC-Kenntnisse SoftSkill>Ausgeprägtes verkäuferisches Flair/SoftSkill> SoftSkill>Hohe Flexibilität/SoftSkill> und SoftSkill>Einsatzbereitschaft/SoftSkill> SoftSkill>Angenehme Umgangsformen/SoftSkill> und SoftSkill>höfliche Umgangsformen/SoftSkill>,"['Ausgeprägtes verkäuferisches Flair', 'Hohe Flexibilität', 'Einsatzbereitschaft', 'Angenehme Umgangsformen', 'höfliche Umgangsformen']"
61,1509,Sie <SoftSkill>begegnen ihnen freundlich</SoftSkill> und <SoftSkill_C>aufmerksam</SoftSkill_C>.,Sie <SoftSkill>begegnen ihnen freundlich</SoftSkill> und <SoftSkill>begegnen ihnen aufmerksam</SoftSkill>.,MWA,"['begegnen ihnen freundlich', 'begegnen ihnen aufmerksam']",1,Sie SoftSkill>begegnen ihnen freundlich/SoftSkill> und SoftSkill>begegnen ihnen aufmerksam/SoftSkill>.,"['begegnen ihnen freundlich', 'begegnen ihnen aufmerksam']"
62,507,Sie <SoftSkill_C>denken</SoftSkill_C> und <SoftSkill>handeln kunden-</SoftSkill> und <SoftSkill_C>qualitätsorientiert</SoftSkill_C>.,Sie <SoftSkill>denken kundenorientiert</SoftSkill> und <SoftSkill>handeln kundenorientiert</SoftSkill> und <SoftSkill>denken qualitätsorientiert</SoftSkill> und <SoftSkill>handeln qualitätsorientiert</SoftSkill>.,HMDC,"['denken kundenorientiert', 'handeln kundenorientiert', 'denken qualitätsorientiert', 'handeln qualitätsorientiert']",1,Sie SoftSkill>denken kundenorientiert/SoftSkill> und SoftSkill>handeln kundenorientiert/SoftSkill> und SoftSkill>handeln qualitätsorientiert/SoftSkill>.,"['denken kundenorientiert', 'handeln kundenorientiert', 'handeln qualitätsorientiert']"
63,1719,Im Weiteren überzeugen Sie uns durch Ihr <SoftSkill_C>freundliches</SoftSkill_C> und <SoftSkill>dienstleistungsorientiertes Auftreten</SoftSkill>.,Im Weiteren überzeugen Sie uns durch Ihr <SoftSkill>freundliches Auftreten</SoftSkill> und <SoftSkill>dienstleistungsorientiertes Auftreten</SoftSkill>.,OWA,"['freundliches Auftreten', 'dienstleistungsorientiertes Auftreten']",1,Im Weiteren überzeugen Sie uns durch Ihr SoftSkill>freundliches Auftreten/SoftSkill> und SoftSkill>dienstleistungsorientiertes Auftreten/SoftSkill>.,"['freundliches Auftreten', 'dienstleistungsorientiertes Auftreten']"
64,1635," Eine abgeschlossene Ausbildung als Maler
Mehrjährige Berufserfahrung in dieser Position
Führerschein, mindestens Klasse B
<SoftSkill>Reisebereitschaft</SoftSkill> und <SoftSkill>Belastbarkeit</SoftSkill>
<SoftSkill>Ausgeprägte Kommunikationsstärke</SoftSkill> sowie <SoftSkill_C>Ziel-</SoftSkill_C> und <SoftSkill>Ergebnisorientierung</SoftSkill"," Eine abgeschlossene Ausbildung als Maler
Mehrjährige Berufserfahrung in dieser Position
Führerschein, mindestens Klasse B
<SoftSkill>Reisebereitschaft</SoftSkill> und <SoftSkill>Belastbarkeit</SoftSkill>
<SoftSkill>Ausgeprägte Kommunikationsstärke</SoftSkill> sowie <SoftSkill>Zielorientierung</SoftSkill> und <SoftSkill>Ergebnisorientierung</SoftSkill>",HOWA,"['Reisebereitschaft', 'Belastbarkeit', 'Ausgeprägte Kommunikationsstärke', 'Zielorientierung', 'Ergebnisorientierung']",1,"Eine abgeschlossene Ausbildung als Maler Mehrjährige Berufserfahrung in dieser Position Führerschein, mindestens Klasse B SoftSkill>Reisebereitschaft/SoftSkill> und SoftSkill>Belastbarkeit/SoftSkill> SoftSkill>Ausgeprägte Kommunikationsstärke/SoftSkill> sowie SoftSkill>Zielorientierung/SoftSkill> und SoftSkill>Ergebnisorientierung/SoftSkill>","['Reisebereitschaft', 'Belastbarkeit', 'Ausgeprägte Kommunikationsstärke', 'Zielorientierung', 'Ergebnisorientierung']"
65,1884," Berufserfahrung in verantwortlicher Position in den beschriebenen Aufgabenbereichen, Projekt- und Führungserfahrung sowie <SoftSkill_C>gute mündliche</SoftSkill_C> und <SoftSkill>schriftliche Kommunikationsfähigkeit</SoftSkill> gehören zu ihrem Profil."," Berufserfahrung in verantwortlicher Position in den beschriebenen Aufgabenbereichen, Projekt- und Führungserfahrung sowie <SoftSkill>gute mündliche Kommunikationsfähigkeit</SoftSkill> und <SoftSkill>schriftliche Kommunikationsfähigkeit</SoftSkill> gehören zu ihrem Profil.",OWA,"['gute mündliche Kommunikationsfähigkeit', 'schriftliche Kommunikationsfähigkeit']",1,"Berufserfahrung in verantwortlicher Position in den beschriebenen Aufgabenbereichen, Projekt- und Führungserfahrung sowie SoftSkill>gute mündliche Kommunikationsfähigkeit/SoftSkill> und SoftSkill>gute schriftliche Kommunikationsfähigkeit/SoftSkill> gehören zu ihrem Profil.","['gute mündliche Kommunikationsfähigkeit', 'gute schriftliche Kommunikationsfähigkeit']"
66,1618," Sie <SoftSkill>denken prozessorientiert</SoftSkill>
und <SoftSkill_C>vernetzt</SoftSkill_C> und <SoftSkill>arbeiten gerne mit den verschiedensten Kulturen zusammen</SoftSkill>."," Sie <SoftSkill>denken prozessorientiert</SoftSkill>
und <SoftSkill>denken vernetzt</SoftSkill> und <SoftSkill>arbeiten gerne mit den verschiedensten Kulturen zusammen</SoftSkill>.",OWA,"['denken prozessorientiert', 'denken vernetzt', 'arbeiten gerne mit den verschiedensten Kulturen zusammen']",1,Sie SoftSkill>denken prozessorientiert/SoftSkill> und SoftSkill>denken vernetzt/SoftSkill> und SoftSkill>arbeiten gerne mit den verschiedensten Kulturen zusammen/SoftSkill>.,"['denken prozessorientiert', 'denken vernetzt', 'arbeiten gerne mit den verschiedensten Kulturen zusammen']"
67,907," abgeschlossene Berufsausbildung als Polymechaniker oder vergleichbare Ausbildung
<SoftSkill>Freundlichkeit</SoftSkill>, <SoftSkill>Pünktlichkeit</SoftSkill> und <SoftSkill>Selbstständigkeit</SoftSkill>
Zu Ihren Stärken gehören <SoftSkill_C>sauberes</SoftSkill_C> und <SoftSkill>zuverlässiges Arbeiten</SoftSkill>."," abgeschlossene Berufsausbildung als Polymechaniker oder vergleichbare Ausbildung
<SoftSkill>Freundlichkeit</SoftSkill>, <SoftSkill>Pünktlichkeit</SoftSkill> und <SoftSkill>Selbstständigkeit</SoftSkill>
Zu Ihren Stärken gehören <SoftSkill>sauberes Arbeiten</SoftSkill> und <SoftSkill>zuverlässiges Arbeiten</SoftSkill>.",OWA,"['Freundlichkeit', 'Pünktlichkeit', 'Selbstständigkeit', 'sauberes Arbeiten', 'zuverlässiges Arbeiten']",1,"abgeschlossene Berufsausbildung als Polymechaniker oder vergleichbare Ausbildung SoftSkill>Freundlichkeit/SoftSkill>, SoftSkill>Pünktlichkeit/SoftSkill> und SoftSkill>Selbstständigkeit/SoftSkill> Zu Ihren Stärken gehören SoftSkill>sauberes Arbeiten/SoftSkill> und SoftSkill>zuverlässiges Arbeiten/SoftSkill>.","['Freundlichkeit', 'Pünktlichkeit', 'Selbstständigkeit', 'sauberes Arbeiten', 'zuverlässiges Arbeiten']"
68,69,"•  Ein <SoftSkill_C>freundliches</SoftSkill_C>, <SoftSkill_C>soziales</SoftSkill_C> und <SoftSkill>hilfsbereites Auftreten gegenüber Kunden und Kollegen</SoftSkill","
• Ein <SoftSkill>freundliches Auftreten</SoftSkill>, <SoftSkill>soziales Auftreten</SoftSkill> und <SoftSkill>hilfsbereites Auftreten gegenüber Kunden und Kollegen</SoftSkill>",MC,"['freundliches Auftreten', 'soziales Auftreten', 'hilfsbereites Auftreten gegenüber Kunden und Kollegen']",1,"• Ein SoftSkill>freundliches Auftreten gegenüber Kunden und Kollegen/SoftSkill>, SoftSkill>soziales Auftreten gegenüber Kunden und Kollegen/SoftSkill> und SoftSkill>hilfsbereites Auftreten gegenüber Kunden und Kollegen/SoftSkill>","['freundliches Auftreten gegenüber Kunden und Kollegen', 'soziales Auftreten gegenüber Kunden und Kollegen', 'hilfsbereites Auftreten gegenüber Kunden und Kollegen']"
69,298,•  <SoftSkill_C>engagiertes</SoftSkill_C> und <SoftSkill>motiviertes Lernverhalten</SoftSkill,<SoftSkill>engagiertes Lernverhalten</SoftSkill> und <SoftSkill>motiviertes Lernverhalten</SoftSkill>,OWA,"['engagiertes Lernverhalten', 'motiviertes Lernverhalten']",1,SoftSkill>engagiertes Lernverhalten/SoftSkill> und SoftSkill>motiviertes Lernverhalten/SoftSkill>,"['engagiertes Lernverhalten', 'motiviertes Lernverhalten']"
70,1387," Sie
verfügen über stilsichere Deutschkenntnisse sowie <SoftSkill_C>organisatorisches</SoftSkill_C> und <SoftSkill>kommunikatives Geschick</SoftSkill>
und zeichnen sich durch <SoftSkill>Zuverlässigkeit</SoftSkill> aus.",Sie verfügen über stilsichere Deutschkenntnisse sowie <SoftSkill>organisatorisches Geschick</SoftSkill> und <SoftSkill>kommunikatives Geschick</SoftSkill> und zeichnen sich durch <SoftSkill>Zuverlässigkeit</SoftSkill> aus.,OWA,"['organisatorisches Geschick', 'kommunikatives Geschick', 'Zuverlässigkeit']",1,Sie verfügen über stilsichere Deutschkenntnisse sowie SoftSkill>organisatorisches Geschick/SoftSkill> und SoftSkill>kommunikatives Geschick/SoftSkill> und zeichnen sich durch SoftSkill>Zuverlässigkeit/SoftSkill> aus.,"['organisatorisches Geschick', 'kommunikatives Geschick', 'Zuverlässigkeit']"
71,1084," •  - Sie haben einen <SoftSkill_C>offenen</SoftSkill_C> und <SoftSkill>gewinnenden Zugang zu Kindern, Jugendlichen und deren Eltern</SoftSkill"," • Sie haben einen <SoftSkill>offenen Zugang zu Kindern, Jugendlichen und deren Eltern</SoftSkill> und <SoftSkill>gewinnenden Zugang zu Kindern, Jugendlichen und deren Eltern</SoftSkill>",MWA,"['offenen Zugang zu Kindern, Jugendlichen und deren Eltern', 'gewinnenden Zugang zu Kindern, Jugendlichen und deren Eltern']",1,"• - Sie haben einen SoftSkill>offenen Zugang zu Kindern, Jugendlichen und deren Eltern/SoftSkill> und SoftSkill>gewinnenden Zugang zu Kindern, Jugendlichen und deren Eltern/SoftSkill>.","['offenen Zugang zu Kindern, Jugendlichen und deren Eltern', 'gewinnenden Zugang zu Kindern, Jugendlichen und deren Eltern']"
72,1628,•  <SoftSkill>Freude an Sauberkeit</SoftSkill> und <SoftSkill_C>Hygiene</SoftSkill_C>,<SoftSkill>Freude an Sauberkeit</SoftSkill> und <SoftSkill>Freude an Hygiene</SoftSkill>.,MWA,"['Freude an Sauberkeit', 'Freude an Hygiene']",1,SoftSkill>Freude an Sauberkeit/SoftSkill> und SoftSkill>Freude an Hygiene/SoftSkill>.,"['Freude an Sauberkeit', 'Freude an Hygiene']"
73,354,•  <SoftSkill_C>Organisations-</SoftSkill_C> und <SoftSkill>Improvisationsgeschick</SoftSkill,<SoftSkill>Organisationsgeschick</SoftSkill> und <SoftSkill>Improvisationsgeschick</SoftSkill>,HOWA,"['Organisationsgeschick', 'Improvisationsgeschick']",1,SoftSkill>Organisationsgeschick/SoftSkill> und SoftSkill>Improvisationsgeschick/SoftSkill>,"['Organisationsgeschick', 'Improvisationsgeschick']"
74,1540,Ihr <SoftSkill>ausgeprägtes Zahlenflair</SoftSkill> und Ihre <SoftSkill>strukturierte Denkweise</SoftSkill> sowie ein <SoftSkill_C>kunden-</SoftSkill_C> und <SoftSkill>zielorientiertes Auftreten</SoftSkill> werden Ihnen bei Ihrer Aufgabe sehr hilfreich sein.,Ihr <SoftSkill>ausgeprägtes Zahlenflair</SoftSkill> und Ihre <SoftSkill>strukturierte Denkweise</SoftSkill> sowie ein <SoftSkill>kundenorientiertes Auftreten</SoftSkill> und <SoftSkill>zielorientiertes Auftreten</SoftSkill> werden Ihnen bei Ihrer Aufgabe sehr hilfreich sein.,HOWA,"['ausgeprägtes Zahlenflair', 'strukturierte Denkweise', 'kundenorientiertes Auftreten', 'zielorientiertes Auftreten']",1,Ihr SoftSkill>ausgeprägtes Zahlenflair/SoftSkill> und Ihre SoftSkill>strukturierte Denkweise/SoftSkill> sowie ein SoftSkill>kundenorientiertes Auftreten/SoftSkill> und SoftSkill>zielorientiertes Auftreten/SoftSkill> werden Ihnen bei Ihrer Aufgabe sehr hilfreich sein.,"['ausgeprägtes Zahlenflair', 'strukturierte Denkweise', 'kundenorientiertes Auftreten', 'zielorientiertes Auftreten']"
75,772," Produkt Manager Verbindungstechnik 100% (m/w)
Sie sind <SoftSkill>selbstständig</SoftSkill>, <SoftSkill>teamorientiert</SoftSkill> und <SoftSkill>haben Spass an der Sortimentsbetreuung</SoftSkill> und <SoftSkill_C>Kundenberatung</SoftSkill_C>.","  Produkt Manager Verbindungstechnik 100% (m/w)
Sie sind <SoftSkill>selbstständig</SoftSkill>, <SoftSkill>teamorientiert</SoftSkill> und <SoftSkill>haben Spass an der Sortimentsbetreuung</SoftSkill> und <SoftSkill>haben Spass an der Kundenberatung</SoftSkill>.",MWA,"['selbstständig', 'teamorientiert', 'haben Spass an der Sortimentsbetreuung', 'haben Spass an der Kundenberatung']",1,"Produkt Manager Verbindungstechnik 100% (m/w) Sie sind SoftSkill>selbstständig/SoftSkill>, SoftSkill>teamorientiert/SoftSkill> und SoftSkill>haben Spass an der Sortimentsbetreuung/SoftSkill> und SoftSkill>haben Spass an der Kundenberatung/SoftSkill>.","['selbstständig', 'teamorientiert', 'haben Spass an der Sortimentsbetreuung', 'haben Spass an der Kundenberatung']"
76,1251," B
<SoftSkill_C>Bereitschaft</SoftSkill_C> und <SoftSkill>Flexibilität zur Schichtarbeit</SoftSkill> (04:30 - 23:00) inkl. Sa / So und gelegentliche Nachteinsätze sowie Pikettdienst
<SoftSkill>Hohes Verantwortungsbewusstsein</SoftSkill> und <SoftSkill>selbständiges Arbeiten</SoftSkill"," B
<SoftSkill>Bereitschaft zur Schichtarbeit</SoftSkill> und <SoftSkill>Flexibilität zur Schichtarbeit</SoftSkill> (04:30 - 23:00) inkl. Sa / So und gelegentliche Nachteinsätze sowie Pikettdienst
<SoftSkill>Hohes Verantwortungsbewusstsein</SoftSkill> und <SoftSkill>selbständiges Arbeiten</SoftSkill>",MWA,"['Bereitschaft zur Schichtarbeit', 'Flexibilität zur Schichtarbeit', 'Hohes Verantwortungsbewusstsein', 'selbständiges Arbeiten']",1,B SoftSkill>Bereitschaft zur Schichtarbeit/SoftSkill> und SoftSkill>Flexibilität zur Schichtarbeit/SoftSkill> (04:30 - 23:00) inkl. Sa / So und gelegentliche Nachteinsätze sowie Pikettdienst SoftSkill>Hohes Verantwortungsbewusstsein/SoftSkill> und SoftSkill>selbständiges Arbeiten/SoftSkill>,"['Bereitschaft zur Schichtarbeit', 'Flexibilität zur Schichtarbeit', 'Hohes Verantwortungsbewusstsein', 'selbständiges Arbeiten']"
77,1916," die <SoftSkill_C>Bereitschaft</SoftSkill_C> und <SoftSkill>Fähigkeit, sich in kurzer Zeit in die neue Materie einzuarbeiten</SoftSkill>."," die <SoftSkill>Bereitschaft, sich in kurzer Zeit in die neue Materie einzuarbeiten</SoftSkill> und <SoftSkill>Fähigkeit, sich in kurzer Zeit in die neue Materie einzuarbeiten</SoftSkill>.",MWA,"['Bereitschaft, sich in kurzer Zeit in die neue Materie einzuarbeiten', 'Fähigkeit, sich in kurzer Zeit in die neue Materie einzuarbeiten']",1,"die SoftSkill>Bereitschaft, sich in kurzer Zeit in die neue Materie einzuarbeiten/SoftSkill> und SoftSkill>Fähigkeit, sich in kurzer Zeit in die neue Materie einzuarbeiten/SoftSkill>.","['Bereitschaft, sich in kurzer Zeit in die neue Materie einzuarbeiten', 'Fähigkeit, sich in kurzer Zeit in die neue Materie einzuarbeiten']"
78,1100," Du solltest ein <SoftSkill>ausgeprägtes logisch-abstraktes Denkvermögen</SoftSkill> haben, eine <SoftSkill_C>exakte Denk-</SoftSkill_C> und <SoftSkill_C>Arbeitsweise</SoftSkill_C> besitzen und solltest dich <SoftSkill>für das Lösen komplexer Aufgaben interessieren</SoftSkill>."," Du solltest ein <SoftSkill>ausgeprägtes logisch-abstraktes Denkvermögen</SoftSkill> haben, eine <SoftSkill>exakte Denkweise</SoftSkill> und <SoftSkill>exakte Arbeitsweise</SoftSkill> besitzen und solltest dich <SoftSkill>für das Lösen komplexer Aufgaben interessieren</SoftSkill>.",HMDC,"['ausgeprägtes logisch-abstraktes Denkvermögen', 'exakte Denkweise', 'exakte Arbeitsweise', 'für das Lösen komplexer Aufgaben interessieren']",1,"Du solltest ein SoftSkill>ausgeprägtes logisch-abstraktes Denkvermögen/SoftSkill> haben, eine SoftSkill>exakte Denkweise/SoftSkill> und SoftSkill>exakte Arbeitsweise/SoftSkill> besitzen und solltest dich SoftSkill>für das Lösen komplexer Aufgaben interessieren/SoftSkill>.","['ausgeprägtes logisch-abstraktes Denkvermögen', 'exakte Denkweise', 'exakte Arbeitsweise', 'für das Lösen komplexer Aufgaben interessieren']"
79,741,<SoftSkill>Freude am Kochen</SoftSkill> und <SoftSkill_C>Backen</SoftSkill_C>,<SoftSkill>Freude am Kochen</SoftSkill> und <SoftSkill>Freude am Backen</SoftSkill>,MWA,"['Freude am Kochen', 'Freude am Backen']",1,SoftSkill>Freude am Kochen/SoftSkill> und SoftSkill>Freude am Backen/SoftSkill>.,"['Freude am Kochen', 'Freude am Backen']"
80,239," Guter Sekundar- oder Bezirksschulabschluss
<SoftSkill>Technisches Verständnis</SoftSkill>
Interesse an Elektrotechnik und <SoftSkill_C>Mathematik</SoftSkill_C>
<SoftSkill>Verständnis für abstrakte Zusammenhänge</SoftSkill>
<SoftSkill>Gutes handwerkliches Geschick</SoftSkill>
<SoftSkill>Viel Geduld</SoftSkill> und <SoftSkill>grosse Ausdauer</SoftSkill"," Guter Sekundar- oder Bezirksschulabschluss
<SoftSkill>Technisches Verständnis</SoftSkill>
Interesse an Elektrotechnik und <SoftSkill>Interesse an Mathematik</SoftSkill>
<SoftSkill>Verständnis für abstrakte Zusammenhänge</SoftSkill>
<SoftSkill>Gutes handwerkliches Geschick</SoftSkill>
<SoftSkill>Viel Geduld</SoftSkill> und <SoftSkill>grosse Ausdauer</SoftSkill>",MWA,"['Technisches Verständnis', 'Interesse an Mathematik', 'Verständnis für abstrakte Zusammenhänge', 'Gutes handwerkliches Geschick', 'Viel Geduld', 'grosse Ausdauer']",1,Guter Sekundar- oder Bezirksschulabschluss SoftSkill>Technisches Verständnis/SoftSkill> Interesse an Elektrotechnik und SoftSkill>Mathematik/SoftSkill> SoftSkill>Verständnis für abstrakte Zusammenhänge/SoftSkill> SoftSkill>Gutes handwerkliches Geschick/SoftSkill> SoftSkill>Viel Geduld/SoftSkill> und SoftSkill>grosse Ausdauer/SoftSkill>,"['Technisches Verständnis', 'Mathematik', 'Verständnis für abstrakte Zusammenhänge', 'Gutes handwerkliches Geschick', 'Viel Geduld', 'grosse Ausdauer']"
81,1164," Dazu zählen <SoftSkill_C>sprachliche</SoftSkill_C>, <SoftSkill_C>kognitive</SoftSkill_C>, <SoftSkill>emotionale</SoftSkill> und<SoftSkill>motorische Fähigkeiten</SoftSkill>, das <SoftSkill_C>Persönlichkeits-</SoftSkill_C> sowie das <SoftSkill>Sozialverhalten</SoftSkill>."," Dazu zählen <SoftSkill>sprachliche Fähigkeiten</SoftSkill>, <SoftSkill>kognitive Fähigkeiten</SoftSkill>, <SoftSkill>emotionale Fähigkeiten</SoftSkill> und <SoftSkill>motorische Fähigkeiten</SoftSkill>, das <SoftSkill>Persönlichkeitsverhalten</SoftSkill> sowie das <SoftSkill>Sozialverhalten</SoftSkill>.",HMDC,"['sprachliche Fähigkeiten', 'kognitive Fähigkeiten', 'emotionale Fähigkeiten', 'motorische Fähigkeiten', 'Persönlichkeitsverhalten', 'Sozialverhalten']",1,"Dazu zählen SoftSkill>sprachliche Fähigkeiten/SoftSkill>, SoftSkill>kognitive Fähigkeiten/SoftSkill>, SoftSkill>emotionale Fähigkeiten/SoftSkill> undSoftSkill>motorische Fähigkeiten/SoftSkill>, das SoftSkill>Persönlichkeitsverhalten/SoftSkill> sowie das SoftSkill>Sozialverhalten/SoftSkill>.","['sprachliche Fähigkeiten', 'kognitive Fähigkeiten', 'emotionale Fähigkeiten', 'motorische Fähigkeiten', 'Persönlichkeitsverhalten', 'Sozialverhalten']"
82,1675," Im Bewusstsein, dass Ihr Bereich im Hintergrund einen wertvollen Beitrag zu einem optimalen Umfeld schafft, setzen Sie Ihre <SoftSkill_C>fachlichen</SoftSkill_C> und <SoftSkill>ausgeprägten sozialen Kompetenzen</SoftSkill> zielorientiert ein."," Im Bewusstsein, dass Ihr Bereich im Hintergrund einen wertvollen Beitrag zu einem optimalen Umfeld schafft, setzen Sie Ihre <SoftSkill>fachlichen Kompetenzen</SoftSkill> und <SoftSkill>ausgeprägten sozialen Kompetenzen</SoftSkill> zielorientiert ein.",OWA,"['fachlichen Kompetenzen', 'ausgeprägten sozialen Kompetenzen']",1,"Im Bewusstsein, dass Ihr Bereich im Hintergrund einen wertvollen Beitrag zu einem optimalen Umfeld schafft, setzen Sie Ihre SoftSkill>fachlichen sozialen Kompetenzen/SoftSkill> und SoftSkill>ausgeprägten sozialen Kompetenzen/SoftSkill> zielorientiert ein.","['fachlichen sozialen Kompetenzen', 'ausgeprägten sozialen Kompetenzen']"
