idx,input,generated_text,expected_text,wrong GPT3,Problem type,USAGE FLAG
480," Abgeschlossene Berufslehre als Elektromonteur / Elektroinstallateur
<SoftSkill_C>Exaktes</SoftSkill_C>, <SoftSkill_C>selbständiges</SoftSkill_C> und <SoftSkill>verantwortungsbewusstes Arbeiten</SoftSkill>
<SoftSkill>Freude an Kundenkontakt</SoftSkill> (Firmen)
Führerausweis Kat. ->"," Abgeschlossene Berufslehre als Elektromonteur / Elektroinstallateur
<SoftSkill>Exaktes Arbeiten</SoftSkill>, <SoftSkill>selbständiges Arbeiten</SoftSkill> und <SoftSkill>verantwortungsbewusstes Arbeiten</SoftSkill>
<SoftSkill>Freude an Kundenkontakt</SoftSkill> (Firmen)
Führerausweis Kat."," Abgeschlossene Berufslehre als Elektromonteur / Elektroinstallateur
<SoftSkill>Exaktes Arbeiten</SoftSkill>, <SoftSkill>selbständiges Arbeiten</SoftSkill> und <SoftSkill>verantwortungsbewusstes Arbeiten</SoftSkill>
<SoftSkill>Freude an Kundenkontakt</SoftSkill> (Firmen)
Führerausweis Kat.",1,MC,1
481," Wir richten uns
an Personen mit einer <SoftSkill_C>gewinnenden</SoftSkill_C>, <SoftSkill_C>freundlichen</SoftSkill_C> und <SoftSkill>motivierten Art</SoftSkill> und einem
<SoftSkill>sicheren Auftreten</SoftSkill>. ->"," Wir richten uns an Personen mit einer <SoftSkill>gewinnenden Art</SoftSkill>, <SoftSkill>freundlichen Art</SoftSkill> und <SoftSkill>motivierten Art</SoftSkill> und einem <SoftSkill>sicheren Auftreten</SoftSkill>."," Wir richten uns an Personen mit einer <SoftSkill>gewinnenden Art</SoftSkill>, <SoftSkill>freundlichen Art</SoftSkill> und <SoftSkill>motivierten Art</SoftSkill> und einem <SoftSkill>sicheren Auftreten</SoftSkill>.",1,MC,1
482," <SoftSkill>offen</SoftSkill>, <SoftSkill_C>lösungs-</SoftSkill_C> und <SoftSkill>resultatorientiert</SoftSkill>, <SoftSkill>enthusiastisch</SoftSkill> und haben einen <SoftSkill>flexiblen Ansatz, die Arbeit anzugehen</SoftSkill>? ->"," <SoftSkill>offen</SoftSkill>, <SoftSkill>lösungsorientiert</SoftSkill> und <SoftSkill>resultatorientiert</SoftSkill>, <SoftSkill>enthusiastisch</SoftSkill> und haben einen <SoftSkill>flexiblen Ansatz, die Arbeit anzugehen</SoftSkill>?"," <SoftSkill>offen</SoftSkill>, <SoftSkill>lösungsorientiert</SoftSkill> und <SoftSkill>resultatorientiert</SoftSkill>, <SoftSkill>enthusiastisch</SoftSkill> und haben einen <SoftSkill>flexiblen Ansatz, die Arbeit anzugehen</SoftSkill>?",1,HOWA,1
483,<SoftSkill_C>Offen</SoftSkill_C> und <SoftSkill>integrierend gehen Sie auf Menschen aus verschiedenen Kulturen zu</SoftSkill>. ->,<SoftSkill>Offen gehen Sie auf Menschen aus verschiedenen Kulturen zu</SoftSkill> und <SoftSkill>integrierend gehen Sie auf Menschen aus verschiedenen Kulturen zu</SoftSkill>.,<SoftSkill>Offen gehen Sie auf Menschen aus verschiedenen Kulturen zu</SoftSkill> und <SoftSkill>integrierend gehen Sie auf Menschen aus verschiedenen Kulturen zu</SoftSkill>.,1,MWA,1
484," <SoftSkill_C>Gutes Planungs-</SoftSkill_C>, <SoftSkill_C>Koordinations-</SoftSkill_C> und <SoftSkill>Organisationsvermögen</SoftSkill>, <SoftSkill>kommunikativ</SoftSkill>, <SoftSkill>kundenorientiert</SoftSkill> und <SoftSkill>sozialkompetent</SoftSkill>. ->"," <SoftSkill>Gutes Planungsvermögen</SoftSkill>, <SoftSkill>gutes Koordinationsvermögen</SoftSkill> und <SoftSkill>gutes Organisationsvermögen</SoftSkill>, <SoftSkill>kommunikativ</SoftSkill>, <SoftSkill>kundenorientiert</SoftSkill> und <SoftSkill>sozialkompetent</SoftSkill>."," <SoftSkill>Gutes Planungsvermögen</SoftSkill>, <SoftSkill>gutes Koordinationsvermögen</SoftSkill> und <SoftSkill>gutes Organisationsvermögen</SoftSkill>, <SoftSkill>kommunikativ</SoftSkill>, <SoftSkill>kundenorientiert</SoftSkill> und <SoftSkill>sozialkompetent</SoftSkill>.",1,HMC,1
485," •  <SoftSkill_C>Freude</SoftSkill_C>, <SoftSkill>Begabung</SoftSkill> und <SoftSkill>Kompetenz in der Arbeit mit Patientinnen und Patienten und ein Team
zu leiten</SoftSkill> ->"," • <SoftSkill>Freude in der Arbeit mit Patientinnen und Patienten und ein Team zu leiten</SoftSkill>, <SoftSkill>Begabung in der Arbeit mit Patientinnen und Patienten und ein Team zu leiten</SoftSkill> und <SoftSkill>Kompetenz in der Arbeit mit Patientinnen und Patienten und ein Team zu leiten</SoftSkill>"," • <SoftSkill>Freude in der Arbeit mit Patientinnen und Patienten und ein Team zu leiten</SoftSkill>, <SoftSkill>Begabung in der Arbeit mit Patientinnen und Patienten und ein Team zu leiten</SoftSkill> und <SoftSkill>Kompetenz in der Arbeit mit Patientinnen und Patienten und ein Team zu leiten</SoftSkill>",1,MDC,1
486," <SoftSkill>Kommunizierst prägnant</SoftSkill>, <SoftSkill_C>verständlich</SoftSkill_C> und <SoftSkill_C>verbindlich</SoftSkill_C> in Wort und <SoftSkill_C>Schrift</SoftSkill_C> und <SoftSkill>triffst den richtigen Ton, um Standards durchzusetzen</SoftSkill> oder <SoftSkill>Ziele teamübergreifend zu erreichen</SoftSkill> ->"," <SoftSkill>Kommunizierst prägnant</SoftSkill>, <SoftSkill>kommunizierst verständlich</SoftSkill> und <SoftSkill>kommunizierst verbindlich</SoftSkill> in Wort und <SoftSkill>kommunizierst prägnant</SoftSkill> und <SoftSkill>kommunizierst verständlich</SoftSkill> und <SoftSkill>kommunizierst verbindlich</SoftSkill> und <SoftSkill>triffst den richtigen Ton, um Standards durchzusetzen</SoftSkill> oder <SoftSkill>triffst den richtigen Ton, um Ziele teamübergreifend zu erreichen</SoftSkill>"," <SoftSkill>Kommunizierst prägnant</SoftSkill>, <SoftSkill>kommunizierst verständlich</SoftSkill> und <SoftSkill>kommunizierst verbindlich</SoftSkill> in Wort und Schrift und <SoftSkill>triffst den richtigen Ton, um Standards durchzusetzen</SoftSkill> oder <SoftSkill>Ziele teamübergreifend zu erreichen</SoftSkill>",0,,0
487," Naturwissenschaftliche Ausbildung (Master Degree)
Profunder Leistungsausweis im internationalen Produktmanagement
Praktische Marketingerfahrung von Vorteil
<SoftSkill_C>Kommunikations-</SoftSkill_C> und <SoftSkill>Präsentationsflair</SoftSkill> (e/d) sowie Projektmanagementerfahrung
<SoftSkill_C>Zielfokussierte</SoftSkill_C>, <SoftSkill_C>analytische Denk-</SoftSkill_C> und <SoftSkill>Handlungsweise</SoftSkill> ->"," Naturwissenschaftliche Ausbildung (Master Degree)
Profunder Leistungsausweis im internationalen Produktmanagement
Praktische Marketingerfahrung von Vorteil
<SoftSkill>Kommunikationsflair</SoftSkill> und <SoftSkill>Präsentationsflair</SoftSkill> (e/d) sowie Projektmanagementerfahrung
<SoftSkill>Zielfokussierte Denkweise</SoftSkill>, <SoftSkill>analytische Denkweise</SoftSkill> und <SoftSkill>handlungsweise</SoftSkill>"," Naturwissenschaftliche Ausbildung (Master Degree)
Profunder Leistungsausweis im internationalen Produktmanagement
Praktische Marketingerfahrung von Vorteil
<SoftSkill>Kommunikationsflair</SoftSkill> und <SoftSkill>Präsentationsflair</SoftSkill> (e/d) sowie Projektmanagementerfahrung
<SoftSkill>Zielfokussierte Denkweise</SoftSkill>, <SoftSkill>analytische Denkweise</SoftSkill> und <SoftSkill>analytische Handlungsweise</SoftSkill>",0,HMDC,1
488,•  <SoftSkill_C>Freude</SoftSkill_C> und <SoftSkill>Geschick im Umgang mit kranken Menschen</SoftSkill> ->,<SoftSkill>Freude im Umgang mit kranken Menschen</SoftSkill> und <SoftSkill>Geschick im Umgang mit kranken Menschen</SoftSkill>,<SoftSkill>Freude im Umgang mit kranken Menschen</SoftSkill> und <SoftSkill>Geschick im Umgang mit kranken Menschen</SoftSkill>,1,MWA,1
489,•  <SoftSkill_C>verständlich sprechen</SoftSkill_C> und <SoftSkill>gerne singen</SoftSkill> ->,<SoftSkill>verständlich sprechen</SoftSkill> und <SoftSkill>gerne singen</SoftSkill>,<SoftSkill>verständlich sprechen</SoftSkill> und <SoftSkill>gerne singen</SoftSkill>,1,OWA,1
490," •  Ihr <SoftSkill_C>äusserst ergebnis-</SoftSkill_C>, <SoftSkill_C>service-</SoftSkill_C> sowie <SoftSkill>teamorientierter Arbeitsstil</SoftSkill> wird ergänzt durch <SoftSkill>ausgezeichnete analytische Fähigkeiten</SoftSkill> ->"," • Ihr <SoftSkill>äusserst ergebnisorientierter Arbeitsstil</SoftSkill>, <SoftSkill>serviceorientierter Arbeitsstil</SoftSkill> sowie <SoftSkill>teamorientierter Arbeitsstil</SoftSkill> wird ergänzt durch <SoftSkill>ausgezeichnete analytische Fähigkeiten</SoftSkill>"," • Ihr <SoftSkill>äusserst ergebnisorientierter Arbeitsstil</SoftSkill>, <SoftSkill>serviceorientierter Arbeitsstil</SoftSkill> sowie <SoftSkill>teamorientierter Arbeitsstil</SoftSkill> wird ergänzt durch <SoftSkill>ausgezeichnete analytische Fähigkeiten</SoftSkill>",1,HMC,1
491,Ihre <SoftSkill>Rolle leben Sie mit viel Engagement</SoftSkill> und <SoftSkill>schätzen sowohl den Umgang mit Menschen</SoftSkill> als auch die <SoftSkill_C>Zusammenarbeit in einem grösseren Team</SoftSkill_C>. ->,Ihre <SoftSkill>Rolle leben Sie mit viel Engagement</SoftSkill> und <SoftSkill>schätzen sowohl den Umgang mit Menschen</SoftSkill> als auch die <SoftSkill>Zusammenarbeit in einem grösseren Team</SoftSkill>.,Ihre <SoftSkill>Rolle leben Sie mit viel Engagement</SoftSkill> und <SoftSkill>schätzen sowohl den Umgang mit Menschen</SoftSkill> als auch <SoftSkill>schätzen die Zusammenarbeit in einem grösseren Team</SoftSkill>.,0,OWA,1
492," Eine <SoftSkill_C>gut organisierte</SoftSkill_C>, <SoftSkill_C>strukturierte</SoftSkill_C> und <SoftSkill>saubere Arbeitsweise</SoftSkill> setzen wir voraus. ->"," Eine <SoftSkill>gut organisierte Arbeitsweise</SoftSkill>, <SoftSkill>strukturierte Arbeitsweise</SoftSkill> und <SoftSkill>saubere Arbeitsweise</SoftSkill> setzen wir voraus."," Eine <SoftSkill>gut organisierte Arbeitsweise</SoftSkill>, <SoftSkill>strukturierte Arbeitsweise</SoftSkill> und <SoftSkill>saubere Arbeitsweise</SoftSkill> setzen wir voraus.",1,MC,1
493," •  <SoftSkill_C>Selbständige</SoftSkill_C>, <SoftSkill_C>zuverlässige</SoftSkill_C> und <SoftSkill>kostenbewusste Arbeitsweise</SoftSkill> ->"," • <SoftSkill>Selbständige Arbeitsweise</SoftSkill>, <SoftSkill>zuverlässige Arbeitsweise</SoftSkill> und <SoftSkill>kostenbewusste Arbeitsweise</SoftSkill>"," • <SoftSkill>Selbständige Arbeitsweise</SoftSkill>, <SoftSkill>zuverlässige Arbeitsweise</SoftSkill> und <SoftSkill>kostenbewusste Arbeitsweise</SoftSkill>",1,MC,1
494,•  <SoftSkill_C>Analytische</SoftSkill_C> und <SoftSkill>strategisch-konzeptionelle Fähigkeiten</SoftSkill> ->,<SoftSkill>Analytische Fähigkeiten</SoftSkill> und <SoftSkill>strategisch-konzeptionelle Fähigkeiten</SoftSkill>,<SoftSkill>Analytische Fähigkeiten</SoftSkill> und <SoftSkill>strategisch-konzeptionelle Fähigkeiten</SoftSkill>,1,OWA,1
495," •  sind <SoftSkill>feinmotorisch begabt</SoftSkill> und <SoftSkill>arbeiten gründlich</SoftSkill>, <SoftSkill_C>exakt</SoftSkill_C> und <SoftSkill_C>sorgfältig</SoftSkill_C> ->"," • sind <SoftSkill>feinmotorisch begabt</SoftSkill> und <SoftSkill>arbeiten gründlich</SoftSkill>, <SoftSkill>arbeiten exakt</SoftSkill> und <SoftSkill>arbeiten sorgfältig</SoftSkill>."," • sind <SoftSkill>feinmotorisch begabt</SoftSkill> und <SoftSkill>arbeiten gründlich</SoftSkill>, <SoftSkill>arbeiten exakt</SoftSkill> und <SoftSkill>arbeiten sorgfältig</SoftSkill>.",1,MC,1
496," •  eine <SoftSkill_C>Resultat-orientierte</SoftSkill_C>, <SoftSkill_C>engagierte</SoftSkill_C>, <SoftSkill_C>selbständige</SoftSkill_C> aber auch <SoftSkill>vermittelnde Persönlichkeit</SoftSkill> mit einer <SoftSkill>gesunden Balance zwischen Hartnäckigkeit</SoftSkill> und <SoftSkill>Pragmatismus</SoftSkill> ->"," • eine <SoftSkill>Resultat-orientierte Persönlichkeit</SoftSkill>, <SoftSkill>engagierte Persönlichkeit</SoftSkill>, <SoftSkill>selbständige Persönlichkeit</SoftSkill> aber auch <SoftSkill>vermittelnde Persönlichkeit</SoftSkill> mit einer <SoftSkill>gesunden Balance zwischen Hartnäckigkeit</SoftSkill> und <SoftSkill>Pragmatismus</SoftSkill>"," • eine <SoftSkill>Resultat-orientierte Persönlichkeit</SoftSkill>, <SoftSkill>engagierte Persönlichkeit</SoftSkill>, <SoftSkill>selbständige Persönlichkeit</SoftSkill> aber auch <SoftSkill>vermittelnde Persönlichkeit</SoftSkill> mit einer <SoftSkill>gesunden Balance zwischen Hartnäckigkeit</SoftSkill> und <SoftSkill>Pragmatismus</SoftSkill>",1,MC,1
497," Sie zeichnen sich durch eine <SoftSkill_C>flexible</SoftSkill_C> sowie <SoftSkill>verantwortungsbewusste Art</SoftSkill> aus, <SoftSkill>gehen offen auf Neues zu</SoftSkill> und sind <SoftSkill>bereit, die Verbesserung der Qualität mitzugestalten</SoftSkill>. ->"," Sie zeichnen sich durch eine <SoftSkill>flexible Art</SoftSkill> sowie <SoftSkill>verantwortungsbewusste Art</SoftSkill> aus, <SoftSkill>gehen offen auf Neues zu</SoftSkill> und sind <SoftSkill>bereit, die Verbesserung der Qualität mitzugestalten</SoftSkill>."," Sie zeichnen sich durch eine <SoftSkill>flexible Art</SoftSkill> sowie <SoftSkill>verantwortungsbewusste Art</SoftSkill> aus, <SoftSkill>gehen offen auf Neues zu</SoftSkill> und sind <SoftSkill>bereit, die Verbesserung der Qualität mitzugestalten</SoftSkill>.",1,OWA,1
498," Mit <SoftSkill>Eigeninitiative</SoftSkill>, <SoftSkill>Leidenschaft</SoftSkill> und <SoftSkill>Freude</SoftSkill> <SoftSkill>betreuen Sie die langjährige Kundschaft kompetent</SoftSkill> und <SoftSkill_C>zuverlässig</SoftSkill_C>. ->"," Mit <SoftSkill>Eigeninitiative</SoftSkill>, <SoftSkill>Leidenschaft</SoftSkill> und <SoftSkill>Freude</SoftSkill> <SoftSkill>betreuen Sie die langjährige Kundschaft kompetent</SoftSkill> und <SoftSkill>betreuen Sie die langjährige Kundschaft zuverlässig</SoftSkill>."," Mit <SoftSkill>Eigeninitiative</SoftSkill>, <SoftSkill>Leidenschaft</SoftSkill> und <SoftSkill>Freude</SoftSkill> <SoftSkill>betreuen Sie die langjährige Kundschaft kompetent</SoftSkill> und <SoftSkill>betreuen Sie die langjährige Kundschaft zuverlässig</SoftSkill>.",1,MWA,1
499," Mitarbeiter/-in Bar, im Stundenlohn (ca. 50%)
Ihre Aufgaben
Sie sind der/die <SoftSkill_C>charmante</SoftSkill_C> und <SoftSkill>sympathische Gastgeber/in unserer Casinobar</SoftSkill>. ->"," Mitarbeiter/-in Bar, im Stundenlohn (ca. 50%)
Ihre Aufgaben
Sie sind der/die <SoftSkill>charmante Gastgeber/in unserer Casinobar</SoftSkill> und <SoftSkill>sympathische Gastgeber/in unserer Casinobar</SoftSkill>."," Mitarbeiter/-in Bar, im Stundenlohn (ca. 50%)
Ihre Aufgaben
Sie sind der/die <SoftSkill>charmante Gastgeber/in unserer Casinobar</SoftSkill> und <SoftSkill>sympathische Gastgeber/in unserer Casinobar</SoftSkill>.",1,MWA,1
500," 2 Jahre Berufserfahrung
<SoftSkill_C>Gutes technisches</SoftSkill_C> und <SoftSkill>planerisches Verständnis</SoftSkill> sowie eine <SoftSkill>zuverlässige Arbeitsweise</SoftSkill>
Gute CAD Kenntnisse (Plancal Nova / Autodesc MEP)
<SoftSkill>Engagement</SoftSkill> und <SoftSkill>Einsatzbereitschaft</SoftSkill> ->"," 2 Jahre Berufserfahrung
<SoftSkill>Gutes technisches Verständnis</SoftSkill> und <SoftSkill>planerisches Verständnis</SoftSkill> sowie eine <SoftSkill>zuverlässige Arbeitsweise</SoftSkill>
Gute CAD Kenntnisse (Plancal Nova / Autodesc MEP)
<SoftSkill>Engagement</SoftSkill> und <SoftSkill>Einsatzbereitschaft</SoftSkill>"," 2 Jahre Berufserfahrung
<SoftSkill>Gutes technisches Verständnis</SoftSkill> und <SoftSkill>planerisches Verständnis</SoftSkill> sowie eine <SoftSkill>zuverlässige Arbeitsweise</SoftSkill>
Gute CAD Kenntnisse (Plancal Nova / Autodesc MEP)
<SoftSkill>Engagement</SoftSkill> und <SoftSkill>Einsatzbereitschaft</SoftSkill>",1,OWA,1
501," Sind Sie eine <SoftSkill_C>aufgestellte</SoftSkill_C>, <SoftSkill_C>motivierte</SoftSkill_C> und <SoftSkill>fröhliche Persönlichkeit</SoftSkill>, <SoftSkill>erledigen Ihre Aufgaben gerne effizient</SoftSkill> und <SoftSkill_C>zuverlässig</SoftSkill_C>? ->"," Sind Sie eine <SoftSkill>aufgestellte Persönlichkeit</SoftSkill>, <SoftSkill>motivierte Persönlichkeit</SoftSkill> und <SoftSkill>fröhliche Persönlichkeit</SoftSkill>, <SoftSkill>erledigen Ihre Aufgaben gerne effizient</SoftSkill> und <SoftSkill>erledigen Ihre Aufgaben zuverlässig</SoftSkill>?"," Sind Sie eine <SoftSkill>aufgestellte Persönlichkeit</SoftSkill>, <SoftSkill>motivierte Persönlichkeit</SoftSkill> und <SoftSkill>fröhliche Persönlichkeit</SoftSkill>, <SoftSkill>erledigen Ihre Aufgaben gerne effizient</SoftSkill> und <SoftSkill>erledigen Ihre Aufgaben zuverlässig</SoftSkill>?",1,MC,1
502," Sie  haben  sich  in  den  Bereichen  Organisati
on,	EDV-Kenntnissen
und  im  Prozessmanagement  weitergebildet
und
<SoftSkill>erledigen Arbeiten kompetent</SoftSkill> und
<SoftSkill_C>speditiv</SoftSkill_C>. ->"," Sie  haben  sich  in  den  Bereichen  Organisation, EDV-Kenntnissen und im Prozessmanagement weitergebildet und <SoftSkill>erledigen Arbeiten kompetent</SoftSkill> und <SoftSkill>erledigen Arbeiten speditiv</SoftSkill>."," Sie  haben  sich  in  den  Bereichen  Organisation, EDV-Kenntnissen und im Prozessmanagement weitergebildet und <SoftSkill>erledigen Arbeiten kompetent</SoftSkill> und <SoftSkill>erledigen Arbeiten speditiv</SoftSkill>.",1,MWA,1
503," Sie <SoftSkill>denken vernetzt</SoftSkill>, <SoftSkill>arbeiten sowohl exakt</SoftSkill> wie auch <SoftSkill_C>effizient</SoftSkill_C> und verständigen sich sicher in Deutsch und Englisch. ->"," Sie <SoftSkill>denken vernetzt</SoftSkill>, <SoftSkill>arbeiten sowohl exakt</SoftSkill> wie auch <SoftSkill>arbeiten effizient</SoftSkill> und verständigen sich sicher in Deutsch und Englisch."," Sie <SoftSkill>denken vernetzt</SoftSkill>, <SoftSkill>arbeiten sowohl exakt</SoftSkill> wie auch <SoftSkill>arbeiten effizient</SoftSkill> und verständigen sich sicher in Deutsch und Englisch.",1,OWA,1
504," •  <SoftSkill>Stilsicheres Deutsch</SoftSkill>
Als <SoftSkill_C>teamfähige</SoftSkill_C> und <SoftSkill>mental bewegliche Persönlichkeit</SoftSkill>
zeichnen Sie sich durch eine <SoftSkill_C>dienstleistungsorientierte</SoftSkill_C>
und <SoftSkill>loyale Verhaltensweise</SoftSkill> aus. ->"," • <SoftSkill>Stilsicheres Deutsch</SoftSkill>
Als <SoftSkill>teamfähige Persönlichkeit</SoftSkill> und <SoftSkill>mental bewegliche Persönlichkeit</SoftSkill>
zeichnen Sie sich durch eine <SoftSkill>dienstleistungsorientierte Verhaltensweise</SoftSkill>
und <SoftSkill>loyale Verhaltensweise</SoftSkill> aus."," • <SoftSkill>Stilsicheres Deutsch</SoftSkill>
Als <SoftSkill>teamfähige Persönlichkeit</SoftSkill> und <SoftSkill>mental bewegliche Persönlichkeit</SoftSkill>
zeichnen Sie sich durch eine <SoftSkill>dienstleistungsorientierte Verhaltensweise</SoftSkill>
und <SoftSkill>loyale Verhaltensweise</SoftSkill> aus.",1,MDC,1
505," Sie verfügen über eine <SoftSkill>hohe Sozialkompetenz</SoftSkill>, <SoftSkill>engagieren sich sehr dienstleistungs- und kundenorientiert</SoftSkill> und <SoftSkill>arbeiten selbstständig</SoftSkill>, <SoftSkill_C>strukturiert</SoftSkill_C> und <SoftSkill_C>lösungsorientiert</SoftSkill_C>. ->","  Sie verfügen über eine <SoftSkill>hohe Sozialkompetenz</SoftSkill>, <SoftSkill>engagieren sich sehr dienstleistungs- und kundenorientiert</SoftSkill> und <SoftSkill>arbeiten selbstständig</SoftSkill>, <SoftSkill>arbeiten strukturiert</SoftSkill> und <SoftSkill>arbeiten lösungsorientiert</SoftSkill>.","  Sie verfügen über eine <SoftSkill>hohe Sozialkompetenz</SoftSkill>, <SoftSkill>engagieren sich sehr dienstleistungs- und kundenorientiert</SoftSkill> und <SoftSkill>arbeiten selbstständig</SoftSkill>, <SoftSkill>arbeiten strukturiert</SoftSkill> und <SoftSkill>arbeiten lösungsorientiert</SoftSkill>.",1,MC,1
506," Sie sind <SoftSkill>in der Lage, komplexe Themen weitgehend selbstständig zu analysieren</SoftSkill> und zu <SoftSkill_C>beurteilen</SoftSkill_C> sowie dazu <SoftSkill>Lösungen zu erarbeiten</SoftSkill>. ->"," Sie sind <SoftSkill>in der Lage, komplexe Themen weitgehend selbstständig zu analysieren</SoftSkill> und <SoftSkill>in der Lage, komplexe Themen weitgehend selbstständig zu beurteilen</SoftSkill> sowie dazu <SoftSkill>in der Lage, Lösungen zu erarbeiten</SoftSkill>."," Sie sind <SoftSkill>in der Lage, komplexe Themen weitgehend selbstständig zu analysieren</SoftSkill> und <SoftSkill>in der Lage, komplexe Themen weitgehend selbstständig zu beurteilen</SoftSkill> sowie dazu <SoftSkill>in der Lage, Lösungen zu erarbeiten</SoftSkill>.",1,MWA,1
507,•  <SoftSkill_C>Verkauf</SoftSkill_C> und <SoftSkill>Beratung ist Ihre Leidenschaft und Stärke</SoftSkill> ->,<SoftSkill>Verkauf ist Ihre Leidenschaft und Stärke</SoftSkill> und <SoftSkill>Beratung ist Ihre Leidenschaft und Stärke</SoftSkill>,<SoftSkill>Verkauf ist Ihre Leidenschaft und Stärke</SoftSkill> und <SoftSkill>Beratung ist Ihre Leidenschaft und Stärke</SoftSkill>,1,MWA,1
508," •  <SoftSkill_C>Belastbare</SoftSkill_C>, <SoftSkill_C>initiative</SoftSkill_C>, <SoftSkill_C>selbstständige</SoftSkill_C>, <SoftSkill_C>sozialkompetente</SoftSkill_C> und <SoftSkill>integre Persönlichkeit</SoftSkill> ->"," • <SoftSkill>Belastbare Persönlichkeit</SoftSkill>, <SoftSkill>initiative Persönlichkeit</SoftSkill>, <SoftSkill>selbstständige Persönlichkeit</SoftSkill>, <SoftSkill>sozialkompetente Persönlichkeit</SoftSkill> und <SoftSkill>integre Persönlichkeit</SoftSkill>"," • <SoftSkill>Belastbare Persönlichkeit</SoftSkill>, <SoftSkill>initiative Persönlichkeit</SoftSkill>, <SoftSkill>selbstständige Persönlichkeit</SoftSkill>, <SoftSkill>sozialkompetente Persönlichkeit</SoftSkill> und <SoftSkill>integre Persönlichkeit</SoftSkill>",1,MC,1
509," Diplomabschluss als Biomedizinische/-r Analytiker/-in HF
Fachlich fundierte Kenntnisse
<SoftSkill_C>Engagierte</SoftSkill_C> und <SoftSkill>selbständige Mitarbeit im Laborteam</SoftSkill>
<SoftSkill>Bereitschaft, im Turnus Nacht-/Wochenenddienst zu leisten</SoftSkill> ->"," Diplomabschluss als Biomedizinische/-r Analytiker/-in HF
Fachlich fundierte Kenntnisse
<SoftSkill>Engagierte Mitarbeit im Laborteam</SoftSkill> und <SoftSkill>selbständige Mitarbeit im Laborteam</SoftSkill>
<SoftSkill>Bereitschaft, im Turnus Nacht-/Wochenenddienst zu leisten</SoftSkill>"," Diplomabschluss als Biomedizinische/-r Analytiker/-in HF
Fachlich fundierte Kenntnisse
<SoftSkill>Engagierte Mitarbeit im Laborteam</SoftSkill> und <SoftSkill>selbständige Mitarbeit im Laborteam</SoftSkill>
<SoftSkill>Bereitschaft, im Turnus Nacht-/Wochenenddienst zu leisten</SoftSkill>",1,MWA,1
510,<SoftSkill_C>Ausgeprägtes Motivations-</SoftSkill_C> und <SoftSkill>Coachingtalent</SoftSkill> ->,<SoftSkill>Ausgeprägtes Motivationstalent</SoftSkill> und <SoftSkill>Coachingtalent</SoftSkill>,<SoftSkill>Ausgeprägtes Motivationstalent</SoftSkill> und <SoftSkill>Coachingtalent</SoftSkill>,1,HOWA,1
511," •  <SoftSkill_C>Sehr selbständiger</SoftSkill_C>, <SoftSkill_C>lösungsorientierter</SoftSkill_C>, <SoftSkill>kommunikativer Teamplayer</SoftSkill> mit <SoftSkill>Eigeninitiative</SoftSkill> ->"," • <SoftSkill>Sehr selbständiger Teamplayer</SoftSkill>, <SoftSkill>lösungsorientierter Teamplayer</SoftSkill>, <SoftSkill>kommunikativer Teamplayer</SoftSkill> mit <SoftSkill>Eigeninitiative</SoftSkill>"," • <SoftSkill>Sehr selbständiger Teamplayer</SoftSkill>, <SoftSkill>lösungsorientierter Teamplayer</SoftSkill>, <SoftSkill>kommunikativer Teamplayer</SoftSkill> mit <SoftSkill>Eigeninitiative</SoftSkill>",1,MC,1
512,•  <SoftSkill_C>Selbständige</SoftSkill_C> und <SoftSkill>verantwortungsbewusste Arbeitsweise</SoftSkill> ->,<SoftSkill>Selbständige Arbeitsweise</SoftSkill> und <SoftSkill>verantwortungsbewusste Arbeitsweise</SoftSkill>,<SoftSkill>Selbständige Arbeitsweise</SoftSkill> und <SoftSkill>verantwortungsbewusste Arbeitsweise</SoftSkill>,1,OWA,1
513,Sie <SoftSkill_C>denken</SoftSkill_C> und <SoftSkill>handeln kunden-</SoftSkill> und <SoftSkill_C>qualitätsorientiert</SoftSkill_C>. ->,Sie <SoftSkill>denken kundenorientiert</SoftSkill> und <SoftSkill>handeln qualitätsorientiert</SoftSkill> und <SoftSkill>denken qualitätsorientiert</SoftSkill> und <SoftSkill>handeln qualitätsorientiert</SoftSkill>.,Sie <SoftSkill>denken kundenorientiert</SoftSkill> und <SoftSkill>handeln kundenorientiert</SoftSkill> und <SoftSkill>denken qualitätsorientiert</SoftSkill> und <SoftSkill>handeln qualitätsorientiert</SoftSkill>.,0,HMDC,1
514," Sie <SoftSkill_C>denken</SoftSkill_C> und <SoftSkill>handeln flexibel</SoftSkill>, <SoftSkill>arbeiten selbständig</SoftSkill> und sind <SoftSkill>belastbar</SoftSkill> Sie <SoftSkill>kommunizieren stilsicher</SoftSkill> in Deutsch (mündlich und schriftlich). ->","  Sie <SoftSkill>denken flexibel</SoftSkill> und <SoftSkill>handeln flexibel</SoftSkill>, <SoftSkill>arbeiten selbständig</SoftSkill> und sind <SoftSkill>belastbar</SoftSkill> Sie <SoftSkill>kommunizieren stilsicher</SoftSkill> in Deutsch (mündlich und schriftlich).","  Sie <SoftSkill>denken flexibel</SoftSkill> und <SoftSkill>handeln flexibel</SoftSkill>, <SoftSkill>arbeiten selbständig</SoftSkill> und sind <SoftSkill>belastbar</SoftSkill> Sie <SoftSkill>kommunizieren stilsicher</SoftSkill> in Deutsch (mündlich und schriftlich).",1,OWA,1
