idx,input,expected_text,generated_text,cleaned_generated_text,cleaned_expected_text,sentence_levenshtein,Problem type
416," Sie verfügen über eine <SoftSkill_C>exakte</SoftSkill_C>, <SoftSkill_C>ganzheitliche Denk-</SoftSkill_C> und <SoftSkill>eigenverantwortliche Arbeitsweise</SoftSkill> und: ->"," Sie verfügen über eine <SoftSkill>exakte Denkweise</SoftSkill>, <SoftSkill>ganzheitliche Denkweise</SoftSkill> und <SoftSkill>eigenverantwortliche Arbeitsweise</SoftSkill> und:"," Sie verfügen über eine <SoftSkill>exakte Denkweise</SoftSkill>, <SoftSkill>ganzheitliche Denkweise</SoftSkill> und <SoftSkill>eigenverantwortliche Arbeitsweise</SoftSkill> und:"," Sie verfügen über eine exakte Denkweise, ganzheitliche Denkweise und eigenverantwortliche Arbeitsweise und:"," Sie verfügen über eine exakte Denkweise, ganzheitliche Denkweise und eigenverantwortliche Arbeitsweise und:",0,HOWA
417,× <SoftSkill_C>Exaktes</SoftSkill_C> und <SoftSkill>kundenorientiertes Arbeiten</SoftSkill> ->,× <SoftSkill>Exaktes Arbeiten</SoftSkill> und <SoftSkill>kundenorientiertes Arbeiten</SoftSkill>,× <SoftSkill>Exaktes Arbeiten</SoftSkill> und <SoftSkill>kundenorientiertes Arbeiten</SoftSkill>,× Exaktes Arbeiten und kundenorientiertes Arbeiten,× Exaktes Arbeiten und kundenorientiertes Arbeiten,0,OWA
418," Ihre Erfahrung in der Projektleitung von komplexen Anlagen gibt Ihnen die notwendige Sicherheit für ein <SoftSkill_C>gewinnendes</SoftSkill_C>, <SoftSkill_C>kompetentes</SoftSkill_C> und <SoftSkill>zielführendes Auftreten gegenüber den verschiedenen Anspruchsgruppen</SoftSkill>. ->"," Ihre Erfahrung in der Projektleitung von komplexen Anlagen gibt Ihnen die notwendige Sicherheit für ein <SoftSkill>gewinnendes Auftreten</SoftSkill>, <SoftSkill>kompetentes Auftreten</SoftSkill> und <SoftSkill>zielführendes Auftreten gegenüber den verschiedenen Anspruchsgruppen</SoftSkill>."," Ihre Erfahrung in der Projektleitung von komplexen Anlagen gibt Ihnen die notwendige Sicherheit für ein <SoftSkill>gewinnendes Auftreten</SoftSkill>, <SoftSkill>kompetentes Auftreten</SoftSkill> und <SoftSkill>zielführendes Auftreten gegenüber den verschiedenen Anspruchsgruppen</SoftSkill>."," Ihre Erfahrung in der Projektleitung von komplexen Anlagen gibt Ihnen die notwendige Sicherheit für ein gewinnendes Auftreten, kompetentes Auftreten und zielführendes Auftreten gegenüber den verschiedenen Anspruchsgruppen."," Ihre Erfahrung in der Projektleitung von komplexen Anlagen gibt Ihnen die notwendige Sicherheit für ein gewinnendes Auftreten, kompetentes Auftreten und zielführendes Auftreten gegenüber den verschiedenen Anspruchsgruppen.",0,MC
419," Wir stellen uns eine <SoftSkill_C>motivierte</SoftSkill_C>, <SoftSkill_C>kreative</SoftSkill_C> und <SoftSkill>äusserst teamfähige Persönlichkeit</SoftSkill> vor, welche <SoftSkill_C>intensive Team-</SoftSkill_C> und <SoftSkill>Zusammenarbeit mit der zukünftigen Stellenpartnerin schätzt</SoftSkill>. ->"," Wir stellen uns eine <SoftSkill>motivierte Persönlichkeit</SoftSkill>, <SoftSkill>kreative Persönlichkeit</SoftSkill> und <SoftSkill>äusserst teamfähige Persönlichkeit</SoftSkill> vor, welche <SoftSkill>intensive Teamarbeit mit der zukünftigen Stellenpartnerin schätzt</SoftSkill> und <SoftSkill>Zusammenarbeit mit der zukünftigen Stellenpartnerin schätzt</SoftSkill>."," Wir stellen uns eine <SoftSkill>motivierte Persönlichkeit</SoftSkill>, <SoftSkill>kreative Persönlichkeit</SoftSkill> und <SoftSkill>äusserst teamfähige Persönlichkeit</SoftSkill> vor, welche <SoftSkill>intensive Teamarbeit mit der zukünftigen Stellenpartnerin schätzt</SoftSkill> und <SoftSkill>Zusammenarbeit mit der zukünftigen Stellenpartnerin schätzt</SoftSkill>."," Wir stellen uns eine motivierte Persönlichkeit, kreative Persönlichkeit und äusserst teamfähige Persönlichkeit vor, welche intensive Teamarbeit mit der zukünftigen Stellenpartnerin schätzt und Zusammenarbeit mit der zukünftigen Stellenpartnerin schätzt."," Wir stellen uns eine motivierte Persönlichkeit, kreative Persönlichkeit und äusserst teamfähige Persönlichkeit vor, welche intensive Teamarbeit mit der zukünftigen Stellenpartnerin schätzt und Zusammenarbeit mit der zukünftigen Stellenpartnerin schätzt.",0,HMDC
420," •  Eine <SoftSkill_C>teamfähige</SoftSkill_C>, <SoftSkill_C>kommunikative</SoftSkill_C>, <SoftSkill_C>flexible</SoftSkill_C> und <SoftSkill>verlässliche Persönlichkeit</SoftSkill> ->"," Eine <SoftSkill>teamfähige Persönlichkeit</SoftSkill>, <SoftSkill>kommunikative Persönlichkeit</SoftSkill>, <SoftSkill>flexible Persönlichkeit</SoftSkill> und <SoftSkill>verlässliche Persönlichkeit</SoftSkill>"," Eine <SoftSkill>teamfähige Persönlichkeit</SoftSkill>, <SoftSkill>kommunikative Persönlichkeit</SoftSkill>, <SoftSkill>flexible Persönlichkeit</SoftSkill> und <SoftSkill>verlässliche Persönlichkeit</SoftSkill>"," Eine teamfähige Persönlichkeit, kommunikative Persönlichkeit, flexible Persönlichkeit und verlässliche Persönlichkeit"," Eine teamfähige Persönlichkeit, kommunikative Persönlichkeit, flexible Persönlichkeit und verlässliche Persönlichkeit",0,MC
421," Lover’s aufgepasst – Du <SoftSkill>liebst es Personen zu schminken</SoftSkill>, <SoftSkill_C>stylen</SoftSkill_C> und zudem ->"," Lover’s aufgepasst – Du <SoftSkill>liebst es Personen zu schminken</SoftSkill>, <SoftSkill>liebst es Personen zu stylen</SoftSkill> und zudem"," Lover’s aufgepasst – Du <SoftSkill>liebst es Personen zu schminken</SoftSkill>, <SoftSkill>liebst es Personen zu stylen</SoftSkill> und zudem"," Lover’s aufgepasst – Du liebst es Personen zu schminken, liebst es Personen zu stylen und zudem"," Lover’s aufgepasst – Du liebst es Personen zu schminken, liebst es Personen zu stylen und zudem",0,MWA
422," Verfügen Sie über <SoftSkill>gestalterische Fähigkeiten</SoftSkill>, sind <SoftSkill>proaktiv</SoftSkill>, <SoftSkill_C>Kunden-</SoftSkill_C> und <SoftSkill>Dienstleistungsorientiert</SoftSkill> und <SoftSkill>arbeiten gerne exakt</SoftSkill> und <SoftSkill_C>zuverlässig</SoftSkill_C>? ->"," Verfügen Sie über <SoftSkill>gestalterische Fähigkeiten</SoftSkill>, sind <SoftSkill>proaktiv</SoftSkill>, <SoftSkill>Kundenorientiert</SoftSkill> und <SoftSkill>Dienstleistungsorientiert</SoftSkill> und <SoftSkill>arbeiten gerne exakt</SoftSkill> und <SoftSkill>arbeiten gerne zuverlässig</SoftSkill>?"," Verfügen Sie über <SoftSkill>gestalterische Fähigkeiten</SoftSkill>, sind <SoftSkill>proaktiv</SoftSkill>, <SoftSkill>Kundenorientiert</SoftSkill> und <SoftSkill>Dienstleistungsorientiert</SoftSkill> und <SoftSkill>arbeiten gerne exakt</SoftSkill> und <SoftSkill>arbeiten gerne zuverlässig</SoftSkill>?"," Verfügen Sie über gestalterische Fähigkeiten, sind proaktiv, Kundenorientiert und Dienstleistungsorientiert und arbeiten gerne exakt und arbeiten gerne zuverlässig?"," Verfügen Sie über gestalterische Fähigkeiten, sind proaktiv, Kundenorientiert und Dienstleistungsorientiert und arbeiten gerne exakt und arbeiten gerne zuverlässig?",0,HMDC
423," Sie haben die <SoftSkill>Fähigkeit zu analytischem und vernetztem Denken</SoftSkill>, besitzen eine <SoftSkill>rasche Auffassungsgabe</SoftSkill> und zeichnen sich durch <SoftSkill_C>strukturierte</SoftSkill_C> und <SoftSkill>exakte Arbeitsweise</SoftSkill> aus. ->"," Sie haben die <SoftSkill>Fähigkeit zu analytischem und vernetztem Denken</SoftSkill>, besitzen eine <SoftSkill>rasche Auffassungsgabe</SoftSkill> und zeichnen sich durch <SoftSkill>strukturierte Arbeitsweise</SoftSkill> und <SoftSkill>exakte Arbeitsweise</SoftSkill> aus."," Sie haben die <SoftSkill>Fähigkeit zu analytischem und vernetztem Denken</SoftSkill>, besitzen eine <SoftSkill>rasche Auffassungsgabe</SoftSkill> und zeichnen sich durch <SoftSkill>strukturierte Arbeitsweise</SoftSkill> und <SoftSkill>exakte Arbeitsweise</SoftSkill> aus."," Sie haben die Fähigkeit zu analytischem und vernetztem Denken, besitzen eine rasche Auffassungsgabe und zeichnen sich durch strukturierte Arbeitsweise und exakte Arbeitsweise aus."," Sie haben die Fähigkeit zu analytischem und vernetztem Denken, besitzen eine rasche Auffassungsgabe und zeichnen sich durch strukturierte Arbeitsweise und exakte Arbeitsweise aus.",0,OWA
424," 3 Jahre Produktionserfahrung im Pharma- oder Chemiebereich
<SoftSkill>Bereitschaft 3-Schicht zu arbeiten</SoftSkill>
<SoftSkill>Hohes Qualitätsbewusstsein</SoftSkill> und Kenntnisse im Hygienebereich
<SoftSkill_C>Gewissenhaftes</SoftSkill_C> und <SoftSkill>eigenverantwortliches Arbeiten</SoftSkill> ->"," 3 Jahre Produktionserfahrung im Pharma- oder Chemiebereich
<SoftSkill>Bereitschaft 3-Schicht zu arbeiten</SoftSkill>
<SoftSkill>Hohes Qualitätsbewusstsein</SoftSkill> und Kenntnisse im Hygienebereich
<SoftSkill>Gewissenhaftes Arbeiten</SoftSkill> und <SoftSkill>eigenverantwortliches Arbeiten</SoftSkill>"," 3 Jahre Produktionserfahrung im Pharma- oder Chemiebereich
<SoftSkill>Bereitschaft 3-Schicht zu arbeiten</SoftSkill>
<SoftSkill>Hohes Qualitätsbewusstsein</SoftSkill> und Kenntnisse im Hygienebereich
<SoftSkill>Gewissenhaftes Arbeiten</SoftSkill> und <SoftSkill>eigenverantwortliches Arbeiten</SoftSkill>", 3 Jahre Produktionserfahrung im Pharma- oder Chemiebereich Bereitschaft 3-Schicht zu arbeiten Hohes Qualitätsbewusstsein und Kenntnisse im Hygienebereich Gewissenhaftes Arbeiten und eigenverantwortliches Arbeiten, 3 Jahre Produktionserfahrung im Pharma- oder Chemiebereich Bereitschaft 3-Schicht zu arbeiten Hohes Qualitätsbewusstsein und Kenntnisse im Hygienebereich Gewissenhaftes Arbeiten und eigenverantwortliches Arbeiten,0,OWA
425," In Ihrer Rolle als Projektleiter sind Sie für die anderen Mitarbeiter <SoftSkill>Vorbild</SoftSkill>, <SoftSkill_C>Ausbildender</SoftSkill_C> und <SoftSkill>Förderer in einer Person</SoftSkill>. ->"," In Ihrer Rolle als Projektleiter sind Sie für die anderen Mitarbeiter <SoftSkill>Vorbild</SoftSkill>, <SoftSkill>Ausbildender</SoftSkill> und <SoftSkill>Förderer in einer Person</SoftSkill>."," In Ihrer Rolle als Projektleiter sind Sie für die anderen Mitarbeiter <SoftSkill>Vorbild</SoftSkill>, <SoftSkill>Ausbildender</SoftSkill> und <SoftSkill>Förderer in einer Person</SoftSkill>."," In Ihrer Rolle als Projektleiter sind Sie für die anderen Mitarbeiter Vorbild, Ausbildender und Förderer in einer Person."," In Ihrer Rolle als Projektleiter sind Sie für die anderen Mitarbeiter Vorbild, Ausbildender und Förderer in einer Person.",0,NONE
426," Ausbildung als Velomechaniker oder ähnliches Umfeld
Erfahrungen im Verkauf von Vorteil
Sehr gute Deutschkenntnisse
<SoftSkill>Freude am Verkaufen</SoftSkill> und <SoftSkill_C>Umgang mit Menschen
Kontaktfreudigkeit und</SoftSkill_C> <SoftSkill>gute Umgangsformen</SoftSkill> ->"," Ausbildung als Velomechaniker oder ähnliches Umfeld
Erfahrungen im Verkauf von Vorteil
Sehr gute Deutschkenntnisse
<SoftSkill>Freude am Verkaufen</SoftSkill> und <SoftSkill>Freude am Umgang mit Menschen</SoftSkill>
<SoftSkill>Kontaktfreudigkeit</SoftSkill> und <SoftSkill>gute Umgangsformen</SoftSkill>"," Ausbildung als Velomechaniker oder ähnliches Umfeld
Erfahrungen im Verkauf von Vorteil
Sehr gute Deutschkenntnisse
<SoftSkill>Freude am Verkaufen</SoftSkill> und <SoftSkill>Freude am Umgang mit Menschen</SoftSkill>
Kontaktfreudigkeit und</SoftSkill> <SoftSkill>gute Umgangsformen</SoftSkill>", Ausbildung als Velomechaniker oder ähnliches Umfeld Erfahrungen im Verkauf von Vorteil Sehr gute Deutschkenntnisse Freude am Verkaufen und Freude am Umgang mit Menschen Kontaktfreudigkeit und gute Umgangsformen, Ausbildung als Velomechaniker oder ähnliches Umfeld Erfahrungen im Verkauf von Vorteil Sehr gute Deutschkenntnisse Freude am Verkaufen und Freude am Umgang mit Menschen Kontaktfreudigkeit und gute Umgangsformen,0,MWA
427," Sie <SoftSkill>denken analytisch</SoftSkill> und <SoftSkill_C>vernetzt</SoftSkill_C>, <SoftSkill>handeln selbstbewusst</SoftSkill>, <SoftSkill_C>strukturiert</SoftSkill_C> und <SoftSkill_C>interdisziplinär</SoftSkill_C>. ->"," Sie <SoftSkill>denken analytisch</SoftSkill> und <SoftSkill>denken vernetzt</SoftSkill>, <SoftSkill>handeln selbstbewusst</SoftSkill>, <SoftSkill>handeln strukturiert</SoftSkill> und <SoftSkill>handeln interdisziplinär</SoftSkill>."," Sie <SoftSkill>denken analytisch</SoftSkill> und <SoftSkill>denken vernetzt</SoftSkill>, <SoftSkill>handeln selbstbewusst</SoftSkill>, <SoftSkill>handeln strukturiert</SoftSkill> und <SoftSkill>handeln interdisziplinär</SoftSkill>."," Sie denken analytisch und denken vernetzt, handeln selbstbewusst, handeln strukturiert und handeln interdisziplinär."," Sie denken analytisch und denken vernetzt, handeln selbstbewusst, handeln strukturiert und handeln interdisziplinär.",0,MDC
428," Auch <SoftSkill>arbeiten Sie selbstständig</SoftSkill>, <SoftSkill_C>verantwortungsbewusst</SoftSkill_C> und <SoftSkill>setzen Aufgaben konsequent und zielgerichtet um</SoftSkill>. ->"," Auch <SoftSkill>arbeiten Sie selbstständig</SoftSkill>, <SoftSkill>arbeiten Sie verantwortungsbewusst</SoftSkill> und <SoftSkill>setzen Aufgaben konsequent und zielgerichtet um</SoftSkill>."," Auch <SoftSkill>arbeiten Sie selbstständig</SoftSkill>, <SoftSkill>arbeiten Sie verantwortungsbewusst</SoftSkill> und <SoftSkill>setzen Aufgaben konsequent und zielgerichtet um</SoftSkill>."," Auch arbeiten Sie selbstständig, arbeiten Sie verantwortungsbewusst und setzen Aufgaben konsequent und zielgerichtet um."," Auch arbeiten Sie selbstständig, arbeiten Sie verantwortungsbewusst und setzen Aufgaben konsequent und zielgerichtet um.",0,MWA
429,<SoftSkill_C>Selbständiges</SoftSkill_C> und <SoftSkill>zuverlässiges Arbeiten</SoftSkill> sind für Sie keine Fremdwörter. ->,<SoftSkill>Selbständiges Arbeiten</SoftSkill> und <SoftSkill>zuverlässiges Arbeiten</SoftSkill> sind für Sie keine Fremdwörter.,<SoftSkill>Selbständiges Arbeiten</SoftSkill> und <SoftSkill>zuverlässiges Arbeiten</SoftSkill> sind für Sie keine Fremdwörter.,Selbständiges Arbeiten und zuverlässiges Arbeiten sind für Sie keine Fremdwörter.,Selbständiges Arbeiten und zuverlässiges Arbeiten sind für Sie keine Fremdwörter.,0,OWA
430,•  Sie <SoftSkill>arbeiten sowohl prozess-</SoftSkill> und <SoftSkill_C>zielorientiert</SoftSkill_C> sowie <SoftSkill_C>konzeptionell</SoftSkill_C> mit dem nötigen Anteil <SoftSkill>Pragmatismus</SoftSkill> ->,• Sie <SoftSkill>arbeiten sowohl prozessorientiert</SoftSkill> und <SoftSkill>arbeiten sowohl zielorientiert</SoftSkill> sowie <SoftSkill>arbeiten konzeptionell</SoftSkill> mit dem nötigen Anteil <SoftSkill>Pragmatismus</SoftSkill>,• Sie <SoftSkill>arbeiten sowohl prozessorientiert</SoftSkill> und <SoftSkill>arbeiten sowohl zielorientiert</SoftSkill> sowie <SoftSkill>arbeiten konzeptionell</SoftSkill> mit dem nötigen Anteil <SoftSkill>Pragmatismus</SoftSkill>,• Sie arbeiten sowohl prozessorientiert und arbeiten sowohl zielorientiert sowie arbeiten konzeptionell mit dem nötigen Anteil Pragmatismus,• Sie arbeiten sowohl prozessorientiert und arbeiten sowohl zielorientiert sowie arbeiten konzeptionell mit dem nötigen Anteil Pragmatismus,0,HMDC
431,•  <SoftSkill_C>Qualitäts-</SoftSkill_C> und <SoftSkill>Ergebnisorientierung</SoftSkill> ->,<SoftSkill>Qualitätsorientierung</SoftSkill> und <SoftSkill>Ergebnisorientierung</SoftSkill>,<SoftSkill>Qualitätsorientierung</SoftSkill> und <SoftSkill>Ergebnisorientierung</SoftSkill>,Qualitätsorientierung und Ergebnisorientierung,Qualitätsorientierung und Ergebnisorientierung,0,HOWA
432,Zudem bringen Sie <SoftSkill_C>Offenheit</SoftSkill_C> und <SoftSkill>Begeisterungsfähigkeit für Veränderungsprojekte</SoftSkill> mit. ->,Zudem bringen Sie <SoftSkill>Offenheit für Veränderungsprojekte</SoftSkill> und <SoftSkill>Begeisterungsfähigkeit für Veränderungsprojekte</SoftSkill> mit.,Zudem bringen Sie <SoftSkill>Offenheit für Veränderungsprojekte</SoftSkill> und <SoftSkill>Begeisterungsfähigkeit für Veränderungsprojekte</SoftSkill> mit.,Zudem bringen Sie Offenheit für Veränderungsprojekte und Begeisterungsfähigkeit für Veränderungsprojekte mit.,Zudem bringen Sie Offenheit für Veränderungsprojekte und Begeisterungsfähigkeit für Veränderungsprojekte mit.,0,MWA
433,Du bist eine <SoftSkill_C>offene</SoftSkill_C> und <SoftSkill>freundliche Person</SoftSkill>. ->,Du bist eine <SoftSkill>offene Person</SoftSkill> und <SoftSkill>freundliche Person</SoftSkill>.,Du bist eine <SoftSkill>offene Person</SoftSkill> und <SoftSkill>freundliche Person</SoftSkill>.,Du bist eine offene Person und freundliche Person.,Du bist eine offene Person und freundliche Person.,0,OWA
434,Ihr <SoftSkill>Verkaufstalent</SoftSkill> konnten Sie in Ihrer bisherigen Tätigkeit erfolgreich einbringen und <SoftSkill_C>umsetzen</SoftSkill_C>. ->,Ihr <SoftSkill>Verkaufstalent</SoftSkill> konnten Sie in Ihrer bisherigen Tätigkeit erfolgreich einbringen und <SoftSkill>umsetzen</SoftSkill>.,Ihr <SoftSkill>Verkaufstalent</SoftSkill> konnten Sie in Ihrer bisherigen Tätigkeit erfolgreich einbringen und <SoftSkill>umsetzen</SoftSkill>.,Ihr Verkaufstalent konnten Sie in Ihrer bisherigen Tätigkeit erfolgreich einbringen und umsetzen.,Ihr Verkaufstalent konnten Sie in Ihrer bisherigen Tätigkeit erfolgreich einbringen und umsetzen.,0,NONE
435,Du hast ein <SoftSkill>Flair für Zahlen</SoftSkill> und <SoftSkill_C>verstehst den Umgang mit Geld</SoftSkill_C>. ->,Du hast ein <SoftSkill>Flair für Zahlen</SoftSkill> und <SoftSkill>verstehst den Umgang mit Geld</SoftSkill>.,Du hast ein <SoftSkill>Flair für Zahlen</SoftSkill> und <SoftSkill>verstehst den Umgang mit Geld</SoftSkill>.,Du hast ein Flair für Zahlen und verstehst den Umgang mit Geld.,Du hast ein Flair für Zahlen und verstehst den Umgang mit Geld.,0,NONE
436," •  <SoftSkill>Interesse an Physik</SoftSkill>, <SoftSkill_C>technischen Zusammenhängen</SoftSkill_C> und am <SoftSkill_C>technischen Fortschritt</SoftSkill_C> ->"," • <SoftSkill>Interesse an Physik</SoftSkill>, <SoftSkill>Interesse an technischen Zusammenhängen</SoftSkill> und <SoftSkill>Interesse an technischen Fortschritt</SoftSkill>"," • <SoftSkill>Interesse an Physik</SoftSkill>, <SoftSkill>Interesse an technischen Zusammenhängen</SoftSkill> und <SoftSkill>Interesse an technischen Fortschritt</SoftSkill>"," • Interesse an Physik, Interesse an technischen Zusammenhängen und Interesse an technischen Fortschritt"," • Interesse an Physik, Interesse an technischen Zusammenhängen und Interesse an technischen Fortschritt",0,MWA/MC
437," Als Ergänzung unseres IT-Teams suchen wir eine <SoftSkill_C>dynamische</SoftSkill_C>, <SoftSkill>neugierige Persönlichkeit</SoftSkill> als ->"," Als Ergänzung unseres IT-Teams suchen wir eine <SoftSkill>dynamische Persönlichkeit</SoftSkill>, <SoftSkill>neugierige Persönlichkeit</SoftSkill> als"," Als Ergänzung unseres IT-Teams suchen wir eine <SoftSkill>dynamische Persönlichkeit</SoftSkill>, <SoftSkill>neugierige Persönlichkeit</SoftSkill> als"," Als Ergänzung unseres IT-Teams suchen wir eine dynamische Persönlichkeit, neugierige Persönlichkeit als"," Als Ergänzung unseres IT-Teams suchen wir eine dynamische Persönlichkeit, neugierige Persönlichkeit als",0,OWA
438," Ihre <SoftSkill_C>kommunikative</SoftSkill_C>, <SoftSkill_C>engagierte</SoftSkill_C>, <SoftSkill_C>belastbare</SoftSkill_C> wie auch <SoftSkill>flexible Arte</SoftSkill> zeichnet Sie aus. ->"," Ihre <SoftSkill>kommunikative Arte</SoftSkill>, <SoftSkill>engagierte Arte</SoftSkill>, <SoftSkill>belastbare Arte</SoftSkill> wie auch <SoftSkill>flexible Arte</SoftSkill> zeichnet Sie aus."," Ihre <SoftSkill>kommunikative Arte</SoftSkill>, <SoftSkill>engagierte Arte</SoftSkill>, <SoftSkill>belastbare Arte</SoftSkill> wie auch <SoftSkill>flexible Arte</SoftSkill> zeichnet Sie aus."," Ihre kommunikative Arte, engagierte Arte, belastbare Arte wie auch flexible Arte zeichnet Sie aus."," Ihre kommunikative Arte, engagierte Arte, belastbare Arte wie auch flexible Arte zeichnet Sie aus.",0,MC
439,•  <SoftSkill_C>gepflegter</SoftSkill_C>/<SoftSkill>sorgfältiger Umgang mit Fahrzeugen und Hilfsmitteln</SoftSkill> ->,<SoftSkill>gepflegter Umgang mit Fahrzeugen und Hilfsmitteln</SoftSkill>/<SoftSkill>sorgfältiger Umgang mit Fahrzeugen und Hilfsmitteln</SoftSkill>,<SoftSkill>gepflegter Umgang mit Fahrzeugen und Hilfsmitteln</SoftSkill>/<SoftSkill>sorgfältiger Umgang mit Fahrzeugen und Hilfsmitteln</SoftSkill>,gepflegter Umgang mit Fahrzeugen und Hilfsmitteln/sorgfältiger Umgang mit Fahrzeugen und Hilfsmitteln,gepflegter Umgang mit Fahrzeugen und Hilfsmitteln/sorgfältiger Umgang mit Fahrzeugen und Hilfsmitteln,0,MWA
440," Sie <SoftSkill_C>denken</SoftSkill_C> und <SoftSkill>handeln konsequent dienstleistungsorientiert</SoftSkill>, überzeugen durch <SoftSkill>Fachkompetenz</SoftSkill> und einem <SoftSkill_C>sicheren</SoftSkill_C>, <SoftSkill>kommunikativen Auftreten</SoftSkill>. ->"," Sie <SoftSkill>denken konsequent dienstleistungsorientiert</SoftSkill> und <SoftSkill>handeln konsequent dienstleistungsorientiert</SoftSkill>, überzeugen durch <SoftSkill>Fachkompetenz</SoftSkill> und einem <SoftSkill>sicheren Auftreten</SoftSkill>, <SoftSkill>kommunikativen Auftreten</SoftSkill>."," Sie <SoftSkill>denken konsequent dienstleistungsorientiert</SoftSkill> und <SoftSkill>handeln konsequent dienstleistungsorientiert</SoftSkill>, überzeugen durch <SoftSkill>Fachkompetenz</SoftSkill> und einem <SoftSkill>sicheren Auftreten</SoftSkill>, <SoftSkill>kommunikativen Auftreten</SoftSkill>."," Sie denken konsequent dienstleistungsorientiert und handeln konsequent dienstleistungsorientiert, überzeugen durch Fachkompetenz und einem sicheren Auftreten, kommunikativen Auftreten."," Sie denken konsequent dienstleistungsorientiert und handeln konsequent dienstleistungsorientiert, überzeugen durch Fachkompetenz und einem sicheren Auftreten, kommunikativen Auftreten.",0,MWA
441," Sind Sie die <SoftSkill_C>aufgeweckte</SoftSkill_C> und <SoftSkill>offene Persönlichkeit</SoftSkill>, die unsere Teams mit viel Engagement unterstützt? ->"," Sind Sie die <SoftSkill>aufgeweckte Persönlichkeit</SoftSkill> und <SoftSkill>offene Persönlichkeit</SoftSkill>, die unsere Teams mit viel Engagement unterstützt?"," Sind Sie die <SoftSkill>aufgeweckte Persönlichkeit</SoftSkill> und <SoftSkill>offene Persönlichkeit</SoftSkill>, die unsere Teams mit viel Engagement unterstützt?"," Sind Sie die aufgeweckte Persönlichkeit und offene Persönlichkeit, die unsere Teams mit viel Engagement unterstützt?"," Sind Sie die aufgeweckte Persönlichkeit und offene Persönlichkeit, die unsere Teams mit viel Engagement unterstützt?",0,OWA
442," Dabei lernst du <SoftSkill_C>sehr schnell</SoftSkill_C>, <SoftSkill>selbstständig Verantwortung zu übernehmen</SoftSkill> und erhältst einen Einblick in die attraktive, spannende Technik unserer Produkte. ->"," Dabei lernst du <SoftSkill>sehr schnell</SoftSkill>, <SoftSkill>selbstständig Verantwortung zu übernehmen</SoftSkill> und erhältst einen Einblick in die attraktive, spannende Technik unserer Produkte."," Dabei lernst du <SoftSkill>sehr schnell</SoftSkill>, <SoftSkill>selbstständig Verantwortung zu übernehmen</SoftSkill> und erhältst einen Einblick in die attraktive, spannende Technik unserer Produkte."," Dabei lernst du sehr schnell, selbstständig Verantwortung zu übernehmen und erhältst einen Einblick in die attraktive, spannende Technik unserer Produkte."," Dabei lernst du sehr schnell, selbstständig Verantwortung zu übernehmen und erhältst einen Einblick in die attraktive, spannende Technik unserer Produkte.",0,NONE
443," Sie sind <SoftSkill>in der Lage, Entscheidungen zu treffen</SoftSkill> und <SoftSkill_C>umzusetzen</SoftSkill_C> sowie <SoftSkill_C>vernetzt zu arbeiten</SoftSkill_C> und weisen eine <SoftSkill>gute Sozialkompetenz</SoftSkill> auf. ->"," Sie sind <SoftSkill>in der Lage, Entscheidungen zu treffen</SoftSkill> und <SoftSkill>in der Lage, Entscheidungen umzusetzen</SoftSkill> sowie <SoftSkill>in der Lage, vernetzt zu arbeiten</SoftSkill> und weisen eine <SoftSkill>gute Sozialkompetenz</SoftSkill> auf."," Sie sind <SoftSkill>in der Lage, Entscheidungen zu treffen</SoftSkill> und <SoftSkill>in der Lage, Entscheidungen umzusetzen</SoftSkill> sowie <SoftSkill>in der Lage, vernetzt zu arbeiten</SoftSkill> und weisen eine <SoftSkill>gute Sozialkompetenz</SoftSkill> auf."," Sie sind in der Lage, Entscheidungen zu treffen und in der Lage, Entscheidungen umzusetzen sowie in der Lage, vernetzt zu arbeiten und weisen eine gute Sozialkompetenz auf."," Sie sind in der Lage, Entscheidungen zu treffen und in der Lage, Entscheidungen umzusetzen sowie in der Lage, vernetzt zu arbeiten und weisen eine gute Sozialkompetenz auf.",0,MC
444,Für die Unterstützung unseres Produktmanagements im Produktsegment Sensor Solutions können wir einer <SoftSkill_C>dynamischen</SoftSkill_C> und <SoftSkill>kundenorientierten Persönlichkeit</SoftSkill> eine interessante Position anbieten. ->,Für die Unterstützung unseres Produktmanagements im Produktsegment Sensor Solutions können wir einer <SoftSkill>dynamischen Persönlichkeit</SoftSkill> und <SoftSkill>kundenorientierten Persönlichkeit</SoftSkill> eine interessante Position anbieten.,Für die Unterstützung unseres Produktmanagements im Produktsegment Sensor Solutions können wir einer <SoftSkill>dynamischen Persönlichkeit</SoftSkill> und <SoftSkill>kundenorientierten Persönlichkeit</SoftSkill> eine interessante Position anbieten.,Für die Unterstützung unseres Produktmanagements im Produktsegment Sensor Solutions können wir einer dynamischen Persönlichkeit und kundenorientierten Persönlichkeit eine interessante Position anbieten.,Für die Unterstützung unseres Produktmanagements im Produktsegment Sensor Solutions können wir einer dynamischen Persönlichkeit und kundenorientierten Persönlichkeit eine interessante Position anbieten.,0,OWA
