,idx,input,generated_text,expected_text,wrong GPT3,Problem type,USAGE FLAG
75,261," •  <SoftSkill_C>Selbständige</SoftSkill_C> und <SoftSkill>lösungsorientierte Arbeitsweise</SoftSkill>, u
<SoftSkill>nternehmerisch denkend</SoftSkill> ->"," • <SoftSkill>Selbständige Arbeitsweise</SoftSkill> und <SoftSkill>lösungsorientierte Arbeitsweise</SoftSkill>, u<SoftSkill>nternehmerisch denkend</SoftSkill>"," • <SoftSkill>Selbständige Arbeitsweise</SoftSkill> und <SoftSkill>lösungsorientierte Arbeitsweise</SoftSkill>, u<SoftSkill>nternehmerisch denkend</SoftSkill>",1,OWA,1.0
76,262,Sie sind eine <SoftSkill_C>belastbare</SoftSkill_C> sowie <SoftSkill>detailorientierte Persönlichkeit</SoftSkill> und <SoftSkill>arbeiten gerne mit Eigeninitiative</SoftSkill>. ->,Sie sind eine <SoftSkill>belastbare Persönlichkeit</SoftSkill> sowie <SoftSkill>detailorientierte Persönlichkeit</SoftSkill> und <SoftSkill>arbeiten gerne mit Eigeninitiative</SoftSkill>.,Sie sind eine <SoftSkill>belastbare Persönlichkeit</SoftSkill> sowie <SoftSkill>detailorientierte Persönlichkeit</SoftSkill> und <SoftSkill>arbeiten gerne mit Eigeninitiative</SoftSkill>.,1,OWA,1.0
77,263," Sie sind eine <SoftSkill_C>offene</SoftSkill_C>, <SoftSkill_C>kommunikative</SoftSkill_C> und <SoftSkill>stabile Persönlichkeit</SoftSkill>. ->"," Sie sind eine <SoftSkill>offene Persönlichkeit</SoftSkill>, <SoftSkill>kommunikative Persönlichkeit</SoftSkill> und <SoftSkill>stabile Persönlichkeit</SoftSkill>."," Sie sind eine <SoftSkill>offene Persönlichkeit</SoftSkill>, <SoftSkill>kommunikative Persönlichkeit</SoftSkill> und <SoftSkill>stabile Persönlichkeit</SoftSkill>.",1,MC,1.0
78,264,Sie <SoftSkill>handeln lösungs-</SoftSkill> und <SoftSkill_C>zielorientiert</SoftSkill_C> und nutzen dabei Ihren Gestaltungsspielraum. ->,Sie <SoftSkill>handeln lösungsorientiert</SoftSkill> und <SoftSkill>handeln zielorientiert</SoftSkill> und nutzen dabei Ihren Gestaltungsspielraum.,Sie <SoftSkill>handeln lösungsorientiert</SoftSkill> und <SoftSkill>handeln zielorientiert</SoftSkill> und nutzen dabei Ihren Gestaltungsspielraum.,1,HOWA,1.0
79,265,•  <SoftSkill>Fähigkeit zum Zuhören</SoftSkill> und <SoftSkill_C>Dialog</SoftSkill_C> ->,<SoftSkill>Fähigkeit zum Zuhören</SoftSkill> und <SoftSkill>Fähigkeit zum Dialog</SoftSkill>.,<SoftSkill>Fähigkeit zum Zuhören</SoftSkill> und <SoftSkill>Fähigkeit zum Dialog</SoftSkill>.,1,MWA,1.0
80,266,Gutes Fachwissen sowie <SoftSkill_C>Prozess-</SoftSkill_C> und <SoftSkill>Netzwerkkompetenz</SoftSkill> runden Ihr Profil ab. ->,Gutes Fachwissen sowie <SoftSkill>Prozesskompetenz</SoftSkill> und <SoftSkill>Netzwerkkompetenz</SoftSkill> runden Ihr Profil ab.,Gutes Fachwissen sowie <SoftSkill>Prozesskompetenz</SoftSkill> und <SoftSkill>Netzwerkkompetenz</SoftSkill> runden Ihr Profil ab.,1,HOWA,1.0
81,267,Unser motiviertes und gut eingespieltes Team freut sich auf eine <SoftSkill_C>zuverlässige</SoftSkill_C> und <SoftSkill>selbstständige Persönlichkeit</SoftSkill> mit <SoftSkill>rascher Auffassungsgabe</SoftSkill>. ->,Unser motiviertes und gut eingespieltes Team freut sich auf eine <SoftSkill>zuverlässige Persönlichkeit</SoftSkill> und <SoftSkill>selbstständige Persönlichkeit</SoftSkill> mit <SoftSkill>rascher Auffassungsgabe</SoftSkill>.,Unser motiviertes und gut eingespieltes Team freut sich auf eine <SoftSkill>zuverlässige Persönlichkeit</SoftSkill> und <SoftSkill>selbstständige Persönlichkeit</SoftSkill> mit <SoftSkill>rascher Auffassungsgabe</SoftSkill>.,1,OWA,1.0
82,268," •  Ihre  Stärken sind  ein  <SoftSkill_C>teamorientiertes</SoftSkill_C>,  <SoftSkill>kommunikatives  Auftreten</SoftSkill>  sowie ihre
<SoftSkill>selbständige Arbeitsweise</SoftSkill> ->"," • Ihre Stärken sind ein <SoftSkill>teamorientiertes Auftreten</SoftSkill>, <SoftSkill>kommunikatives Auftreten</SoftSkill> sowie ihre <SoftSkill>selbständige Arbeitsweise</SoftSkill>"," • Ihre Stärken sind ein <SoftSkill>teamorientiertes Auftreten</SoftSkill>, <SoftSkill>kommunikatives Auftreten</SoftSkill> sowie ihre <SoftSkill>selbständige Arbeitsweise</SoftSkill>",1,OWA,1.0
83,269,Zur Verstärkung dieses Teams mit Arbeitsort St.Gallen suchen wir eine <SoftSkill_C>selbständig agierende</SoftSkill_C> und <SoftSkill>konzeptionell starke Persönlichkeit</SoftSkill> als Business-Analyst HR-Strategie (w/m 80-100%). ->,Zur Verstärkung dieses Teams mit Arbeitsort St.Gallen suchen wir eine <SoftSkill>selbständig agierende Persönlichkeit</SoftSkill> und <SoftSkill>konzeptionell starke Persönlichkeit</SoftSkill> als Business-Analyst HR-Strategie (w/m 80-100%).,Zur Verstärkung dieses Teams mit Arbeitsort St.Gallen suchen wir eine <SoftSkill>selbständig agierende Persönlichkeit</SoftSkill> und <SoftSkill>konzeptionell starke Persönlichkeit</SoftSkill> als Business-Analyst HR-Strategie (w/m 80-100%).,1,OWA,1.0
84,270," Die Anforderungen:
Sie verfügen über eine abgeschlossene Berufsausbildung sowie über ein <SoftSkill_C>ausgeprägtes logisches</SoftSkill_C>, <SoftSkill_C>mathematisches</SoftSkill_C> und <SoftSkill_C>vernetztes Denk-</SoftSkill_C> und <SoftSkill>Vorstellungsvermögen</SoftSkill>. ->"," Die Anforderungen:
Sie verfügen über eine abgeschlossene Berufsausbildung sowie über ein <SoftSkill>ausgeprägtes logisches Denkvermögen</SoftSkill>, <SoftSkill>mathematisches Vorstellungsvermögen</SoftSkill> und <SoftSkill>vernetztes Denkvermögen</SoftSkill> und <SoftSkill>Vorstellungsvermögen</SoftSkill>."," Die Anforderungen:
Sie verfügen über eine abgeschlossene Berufsausbildung sowie über ein <SoftSkill>ausgeprägtes logisches Denkvermögen</SoftSkill>, <SoftSkill>mathematisches Vorstellungsvermögen</SoftSkill> und <SoftSkill>vernetztes Denkvermögen</SoftSkill> und <SoftSkill>Vorstellungsvermögen</SoftSkill>.",1,HMDC,1.0
85,271," Sie <SoftSkill>suchen stets nach Lösungen im Interesse aller Beteiligten</SoftSkill>, <SoftSkill>partizipieren rege an der Erarbeitung gemeinsamer Ziele</SoftSkill> und <SoftSkill_C>begeistern</SoftSkill_C> sowie <SoftSkill>überraschen das Gegenüber mit Zusatzleistungen</SoftSkill>. ->"," Sie <SoftSkill>suchen stets nach Lösungen im Interesse aller Beteiligten</SoftSkill>, <SoftSkill>partizipieren rege an der Erarbeitung gemeinsamer Ziele</SoftSkill> und <SoftSkill>begeistern</SoftSkill> sowie <SoftSkill>überraschen das Gegenüber mit Zusatzleistungen</SoftSkill>."," Sie <SoftSkill>suchen stets nach Lösungen im Interesse aller Beteiligten</SoftSkill>, <SoftSkill>partizipieren rege an der Erarbeitung gemeinsamer Ziele</SoftSkill> und <SoftSkill>begeistern das Gegenüber mit Zusatzleistungen</SoftSkill> sowie <SoftSkill>überraschen das Gegenüber mit Zusatzleistungen</SoftSkill>.",0,MWA,1.0
86,272," Ihre <SoftSkill>Arbeitsweise ist zielorientiert</SoftSkill>, <SoftSkill>gewissenhaft</SoftSkill> und <SoftSkill_C>genau</SoftSkill_C>. ->"," Ihre <SoftSkill>Arbeitsweise ist zielorientiert</SoftSkill>, <SoftSkill>gewissenhaft</SoftSkill> und <SoftSkill>genau</SoftSkill>."," Ihre <SoftSkill>Arbeitsweise ist zielorientiert</SoftSkill>, <SoftSkill>ihre Arbeitsweise ist gewissenhaft</SoftSkill> und <SoftSkill>ihre Arbeitsweise ist genau</SoftSkill>.",0,MC,1.0
87,273," Sie sind eine <SoftSkill>unternehmerisch denkende Persönlichkeit</SoftSkill>, welche <SoftSkill>offen auf Menschen zugehen kann</SoftSkill> und <SoftSkill>in der Lage ist ein Netzwerk zu pflegen</SoftSkill> und <SoftSkill_C>stetig auszubauen</SoftSkill_C>. ->"," Sie sind eine <SoftSkill>unternehmerisch denkende Persönlichkeit</SoftSkill>, welche <SoftSkill>offen auf Menschen zugehen kann</SoftSkill> und <SoftSkill>in der Lage ist ein Netzwerk zu pflegen</SoftSkill> und <SoftSkill>stetig auszubauen</SoftSkill>."," Sie sind eine <SoftSkill>unternehmerisch denkende Persönlichkeit</SoftSkill>, welche <SoftSkill>offen auf Menschen zugehen kann</SoftSkill> und <SoftSkill>in der Lage ist ein Netzwerk zu pflegen</SoftSkill> und <SoftSkill>in der Lage ist ein Netzwerk stetig auszubauen</SoftSkill>.",0,MWA,1.0
88,274," •  <SoftSkill_C>Ausgeprägte Sozial-</SoftSkill_C> und <SoftSkill>Führungskompetenz</SoftSkill> in Kombination mit <SoftSkill_C>Organisations-</SoftSkill_C> und <SoftSkill>Kommunikationsfähigkeiten</SoftSkill>
(<SoftSkill>Überzeugungskraft</SoftSkill> sowie <SoftSkill>Verhandlungsgeschick</SoftSkill> ->"," • <SoftSkill>Ausgeprägte Sozialkompetenz</SoftSkill> und <SoftSkill>Führungskompetenz</SoftSkill> in Kombination mit <SoftSkill>Organisationskompetenz</SoftSkill> und <SoftSkill>Kommunikationsfähigkeiten</SoftSkill>
(<SoftSkill>Überzeugungskraft</SoftSkill> sowie <SoftSkill>Verhandlungsgeschick</SoftSkill>"," • <SoftSkill>Ausgeprägte Sozialkompetenz</SoftSkill> und <SoftSkill>Führungskompetenz</SoftSkill> in Kombination mit <SoftSkill>Organisationsfähigkeiten</SoftSkill> und <SoftSkill>Kommunikationsfähigkeiten</SoftSkill>
(<SoftSkill>Überzeugungskraft</SoftSkill> sowie <SoftSkill>Verhandlungsgeschick</SoftSkill>",0,HMDC,1.0
89,275," Sie <SoftSkill>kommunizieren stets angemessen</SoftSkill>, <SoftSkill_C>ehrlich</SoftSkill_C> sowie <SoftSkill_C>transparent</SoftSkill_C>, <SoftSkill>unterstützen ein wohlwollendes Gesprächsklima</SoftSkill> und zeichnen sich als <SoftSkill>Teamplayer</SoftSkill> aus. ->"," Sie <SoftSkill>kommunizieren stets angemessen</SoftSkill>, <SoftSkill>kommunizieren ehrlich</SoftSkill> sowie <SoftSkill>kommunizieren transparent</SoftSkill>, <SoftSkill>unterstützen ein wohlwollendes Gesprächsklima</SoftSkill> und zeichnen sich als <SoftSkill>Teamplayer</SoftSkill> aus."," Sie <SoftSkill>kommunizieren stets angemessen</SoftSkill>, <SoftSkill>kommunizieren stets ehrlich</SoftSkill> sowie <SoftSkill>kommunizieren stets transparent</SoftSkill>, <SoftSkill>unterstützen ein wohlwollendes Gesprächsklima</SoftSkill> und zeichnen sich als <SoftSkill>Teamplayer</SoftSkill> aus.",0,MC,1.0
90,276," Sie <SoftSkill_C>lieben</SoftSkill_C> und <SoftSkill>leben den Kontakt zu Kunden</SoftSkill>, <SoftSkill>treffen rasche Entscheidungen</SoftSkill> und <SoftSkill>entwicklen sich, Ihr Team und Ihr Businessbereich stetig weiter</SoftSkill>. ->"," Sie <SoftSkill>lieben den Kontakt zu Kunden</SoftSkill> und <SoftSkill>leben den Kontakt zu Kunden</SoftSkill>, <SoftSkill>treffen rasche Entscheidungen</SoftSkill> und <SoftSkill>entwicklen sich, Ihr Team und Ihr Businessbereich stetig weiter</SoftSkill>."," Sie <SoftSkill>lieben den Kontakt zu Kunden</SoftSkill> und <SoftSkill>leben den Kontakt zu Kunden</SoftSkill>, <SoftSkill>treffen rasche Entscheidungen</SoftSkill> und <SoftSkill>entwicklen sich, Ihr Team und Ihr Businessbereich stetig weiter</SoftSkill>.",1,MWA,1.0
91,277," Sie überzeugen mit einem <SoftSkill>sicheren Auftreten</SoftSkill>, <SoftSkill>gesundem Durchsetzungsvermögen</SoftSkill> und Ihrer <SoftSkill>Fähigkeit, Menschen zu begeistern</SoftSkill> und zu <SoftSkill_C>motivieren</SoftSkill_C>. ->"," Sie überzeugen mit einem <SoftSkill>sicheren Auftreten</SoftSkill>, <SoftSkill>gesundem Durchsetzungsvermögen</SoftSkill> und Ihrer <SoftSkill>Fähigkeit, Menschen zu begeistern</SoftSkill> und zu <SoftSkill>motivieren</SoftSkill>."," Sie überzeugen mit einem <SoftSkill>sicheren Auftreten</SoftSkill>, <SoftSkill>gesundem Durchsetzungsvermögen</SoftSkill> und Ihrer <SoftSkill>Fähigkeit, Menschen zu begeistern</SoftSkill> und ihrer <SoftSkill>Fähigkeit, Menschen zu motivieren</SoftSkill>.",0,MWA,1.0
92,278,Ausserdem gehören <SoftSkill_C>richtiges Zeit-</SoftSkill_C> und <SoftSkill>Selbstma nagement</SoftSkill> sowie <SoftSkill>gute Arbeitsorganisation in hektischen Situationen zu Ihren Stärken</SoftSkill>. ->,Ausserdem gehören <SoftSkill>richtiges Zeitmanagement</SoftSkill> und <SoftSkill>Selbstmanagement</SoftSkill> sowie <SoftSkill>gute Arbeitsorganisation in hektischen Situationen zu Ihren Stärken</SoftSkill>.,Ausserdem gehören <SoftSkill>richtiges Zeitmanagement</SoftSkill> und <SoftSkill>Selbstmanagement</SoftSkill> sowie <SoftSkill>gute Arbeitsorganisation in hektischen Situationen zu Ihren Stärken</SoftSkill>.,1,HOWA,1.0
93,279,Sie <SoftSkill>können sich in Teams einbringen</SoftSkill> und <SoftSkill_C>gemeinsame Entscheide mittragen</SoftSkill_C>. ->,Sie <SoftSkill>können sich in Teams einbringen</SoftSkill> und <SoftSkill>können gemeinsame Entscheide mittragen</SoftSkill>.,Sie <SoftSkill>können sich in Teams einbringen</SoftSkill> und <SoftSkill>können gemeinsame Entscheide mittragen</SoftSkill>.,1,OWA,1.0
94,280,Sie <SoftSkill>arbeiten gerne selbständig</SoftSkill> und <SoftSkill_C>effizient</SoftSkill_C>. ->,Sie <SoftSkill>arbeiten gerne selbständig</SoftSkill> und <SoftSkill>arbeiten gerne effizient</SoftSkill>.,Sie <SoftSkill>arbeiten gerne selbständig</SoftSkill> und <SoftSkill>arbeiten gerne effizient</SoftSkill>.,1,MWA,1.0
95,281," •  <SoftSkill_C>Motivierte</SoftSkill_C>, <SoftSkill_C>kommunikative</SoftSkill_C>, <SoftSkill_C>lösungsorientierte</SoftSkill_C>, <SoftSkill_C>flexible</SoftSkill_C>, <SoftSkill>unternehmerische Persönlichkeit</SoftSkill>
Sind Sie interessiert? ->"," <SoftSkill>Motivierte Persönlichkeit</SoftSkill>, <SoftSkill>kommunikative Persönlichkeit</SoftSkill>, <SoftSkill>lösungsorientierte Persönlichkeit</SoftSkill>, <SoftSkill>flexible Persönlichkeit</SoftSkill>, <SoftSkill>unternehmerische Persönlichkeit</SoftSkill>
Sind Sie interessiert?"," <SoftSkill>Motivierte Persönlichkeit</SoftSkill>, <SoftSkill>kommunikative Persönlichkeit</SoftSkill>, <SoftSkill>lösungsorientierte Persönlichkeit</SoftSkill>, <SoftSkill>flexible Persönlichkeit</SoftSkill>, <SoftSkill>unternehmerische Persönlichkeit</SoftSkill>
Sind Sie interessiert?",1,MC,1.0
96,282," •  Gute EDV-Kenntnisse: MS-Of ce, P ege- doc
Als <SoftSkill_C>ausgesprochen teamfähige</SoftSkill_C> und <SoftSkill>mental bewegliche Persönlichkeit</SoftSkill> zeichnen Sie sich durch <SoftSkill_C>fachliche</SoftSkill_C> und <SoftSkill>soziale Kompetenzen</SoftSkill> aus. ->"," • Gute EDV-Kenntnisse: MS-Of ce, P ege- doc
Als <SoftSkill>ausgesprochen teamfähige Persönlichkeit</SoftSkill> und <SoftSkill>mental bewegliche Persönlichkeit</SoftSkill> zeichnen Sie sich durch <SoftSkill>fachliche Kompetenzen</SoftSkill> und <SoftSkill>soziale Kompetenzen</SoftSkill> aus."," • Gute EDV-Kenntnisse: MS-Of ce, P ege- doc
Als <SoftSkill>ausgesprochen teamfähige Persönlichkeit</SoftSkill> und <SoftSkill>mental bewegliche Persönlichkeit</SoftSkill> zeichnen Sie sich durch <SoftSkill>fachliche Kompetenzen</SoftSkill> und <SoftSkill>soziale Kompetenzen</SoftSkill> aus.",1,MDC,1.0
97,283," <SoftSkill_C>Hohe Kunden-</SoftSkill_C>, <SoftSkill_C>Qualitäts-</SoftSkill_C> und <SoftSkill>Serviceorientierung</SoftSkill> ->"," <SoftSkill>Hohe Kundenorientierung</SoftSkill>, <SoftSkill>Qualitätsorientierung</SoftSkill> und <SoftSkill>Serviceorientierung</SoftSkill>"," <SoftSkill>Hohe Kundenorientierung</SoftSkill>, <SoftSkill>Qualitätsorientierung</SoftSkill> und <SoftSkill>Serviceorientierung</SoftSkill>",1,HMC,1.0
98,284," <SoftSkill_C>Sorgfältiges</SoftSkill_C>, <SoftSkill_C>genaues</SoftSkill_C> und <SoftSkill>effizientes Arbeiten</SoftSkill> ist Ihre Devise. ->"," <SoftSkill>sorgfältiges Arbeiten</SoftSkill>, <SoftSkill>genaues Arbeiten</SoftSkill> und <SoftSkill>effizientes Arbeiten</SoftSkill> ist Ihre Devise."," <SoftSkill>sorgfältiges Arbeiten</SoftSkill>, <SoftSkill>genaues Arbeiten</SoftSkill> und <SoftSkill>effizientes Arbeiten</SoftSkill> ist Ihre Devise.",1,MC,1.0
99,285,•  <SoftSkill_C>Hohe Kunden-</SoftSkill_C> und <SoftSkill>Teamorientierung</SoftSkill> ->,<SoftSkill>Hohe Kundenorientierung</SoftSkill> und <SoftSkill>Teamorientierung</SoftSkill>,<SoftSkill>Hohe Kundenorientierung</SoftSkill> und <SoftSkill>Teamorientierung</SoftSkill>,1,HOWA,1.0
