idx,input,expected_text,generated_text,cleaned_generated_text,cleaned_expected_text,sentence_levenshtein,Problem type
241," Sie sind eine <SoftSkill_C>belastbare</SoftSkill_C>, <SoftSkill_C>motivierte</SoftSkill_C> und <SoftSkill>aufgestellte Persönlichkeit</SoftSkill>, die eine  Ausbildung im Bereich Réception absolviert und bereits Berufserfahrung gesammelt hat. ->"," Sie sind eine <SoftSkill>belastbare Persönlichkeit</SoftSkill>, <SoftSkill>motivierte Persönlichkeit</SoftSkill> und <SoftSkill>aufgestellte Persönlichkeit</SoftSkill>, die eine  Ausbildung im Bereich Réception absolviert und bereits Berufserfahrung gesammelt hat."," Sie sind eine <SoftSkill>belastbare Persönlichkeit</SoftSkill>, <SoftSkill>motivierte Persönlichkeit</SoftSkill> und <SoftSkill>aufgestellte Persönlichkeit</SoftSkill>, die eine  Ausbildung im Bereich Réception absolviert und bereits Berufserfahrung gesammelt hat."," Sie sind eine belastbare Persönlichkeit, motivierte Persönlichkeit und aufgestellte Persönlichkeit, die eine  Ausbildung im Bereich Réception absolviert und bereits Berufserfahrung gesammelt hat."," Sie sind eine belastbare Persönlichkeit, motivierte Persönlichkeit und aufgestellte Persönlichkeit, die eine  Ausbildung im Bereich Réception absolviert und bereits Berufserfahrung gesammelt hat.",0,MC
242,•  <SoftSkill_C>Verkauf</SoftSkill_C> und <SoftSkill>Beratung ist Ihre Leidenschaft</SoftSkill> und Stärke ->,• <SoftSkill>Verkauf ist Ihre Leidenschaft</SoftSkill> und <SoftSkill>Beratung ist Ihre Leidenschaft</SoftSkill> und Stärke,• <SoftSkill>Verkauf ist Ihre Leidenschaft</SoftSkill> und <SoftSkill>Beratung ist Ihre Leidenschaft</SoftSkill> und Stärke,• Verkauf ist Ihre Leidenschaft und Beratung ist Ihre Leidenschaft und Stärke,• Verkauf ist Ihre Leidenschaft und Beratung ist Ihre Leidenschaft und Stärke,0,MWA
243," Zu Ihren Stärken zählen Ihre <SoftSkill_C>einfühlsame</SoftSkill_C>, <SoftSkill_C>kompetente</SoftSkill_C> und <SoftSkill>individuelle Kundenbetreuung</SoftSkill> und die <SoftSkill>Leidenschaft am Beruf</SoftSkill>. ->"," Zu Ihren Stärken zählen Ihre <SoftSkill>einfühlsame Kundenbetreuung</SoftSkill>, <SoftSkill>kompetente Kundenbetreuung</SoftSkill> und <SoftSkill>individuelle Kundenbetreuung</SoftSkill> und die <SoftSkill>Leidenschaft am Beruf</SoftSkill>."," Zu Ihren Stärken zählen Ihre <SoftSkill>einfühlsame Kundenbetreuung</SoftSkill>, <SoftSkill>kompetente Kundenbetreuung</SoftSkill> und <SoftSkill>individuelle Kundenbetreuung</SoftSkill> und die <SoftSkill>Leidenschaft am Beruf</SoftSkill>."," Zu Ihren Stärken zählen Ihre einfühlsame Kundenbetreuung, kompetente Kundenbetreuung und individuelle Kundenbetreuung und die Leidenschaft am Beruf."," Zu Ihren Stärken zählen Ihre einfühlsame Kundenbetreuung, kompetente Kundenbetreuung und individuelle Kundenbetreuung und die Leidenschaft am Beruf.",0,MC
244," Sie sind eine <SoftSkill_C>gewinnende</SoftSkill_C>, <SoftSkill>extrovertierte Persönlichkeit</SoftSkill> und <SoftSkill>heissen unsere Kunden mit Freude stets herzlich willkommen</SoftSkill>. ->"," Sie sind eine <SoftSkill>gewinnende Persönlichkeit</SoftSkill>, <SoftSkill>extrovertierte Persönlichkeit</SoftSkill> und <SoftSkill>heissen unsere Kunden mit Freude stets herzlich willkommen</SoftSkill>."," Sie sind eine <SoftSkill>gewinnende Persönlichkeit</SoftSkill>, <SoftSkill>extrovertierte Persönlichkeit</SoftSkill> und <SoftSkill>heissen unsere Kunden mit Freude stets herzlich willkommen</SoftSkill>."," Sie sind eine gewinnende Persönlichkeit, extrovertierte Persönlichkeit und heissen unsere Kunden mit Freude stets herzlich willkommen."," Sie sind eine gewinnende Persönlichkeit, extrovertierte Persönlichkeit und heissen unsere Kunden mit Freude stets herzlich willkommen.",0,OWA
245,•  <SoftSkill_C>offene</SoftSkill_C> und <SoftSkill>zugängliche Art</SoftSkill> ->,<SoftSkill>offene Art</SoftSkill> und <SoftSkill>zugängliche Art</SoftSkill>,<SoftSkill>offene Art</SoftSkill> und <SoftSkill>zugängliche Art</SoftSkill>,offene Art und zugängliche Art,offene Art und zugängliche Art,0,OWA
246,Eine <SoftSkill_C>freundliche</SoftSkill_C> und <SoftSkill>zuvorkommende Bedienung unserer Gäste</SoftSkill> ist für Sie selbstverständlich. ->,Eine <SoftSkill>freundliche Bedienung</SoftSkill> und <SoftSkill>zuvorkommende Bedienung unserer Gäste</SoftSkill> ist für Sie selbstverständlich.,Eine <SoftSkill>freundliche Bedienung</SoftSkill> und <SoftSkill>zuvorkommende Bedienung unserer Gäste</SoftSkill> ist für Sie selbstverständlich.,Eine freundliche Bedienung und zuvorkommende Bedienung unserer Gäste ist für Sie selbstverständlich.,Eine freundliche Bedienung und zuvorkommende Bedienung unserer Gäste ist für Sie selbstverständlich.,0,OWA
247,•  <SoftSkill>Freude an exaktem</SoftSkill> und <SoftSkill_C>sauberem Arbeiten</SoftSkill_C> ->,<SoftSkill>Freude an exaktem Arbeiten</SoftSkill> und <SoftSkill>Freude an sauberem Arbeiten</SoftSkill>,<SoftSkill>Freude an exaktem Arbeiten</SoftSkill> und <SoftSkill>Freude an sauberem Arbeiten</SoftSkill>,Freude an exaktem Arbeiten und Freude an sauberem Arbeiten,Freude an exaktem Arbeiten und Freude an sauberem Arbeiten,0,MDC
248,<SoftSkill_C>kunden-</SoftSkill_C> und <SoftSkill>dienstleistungsorientiert handelt</SoftSkill>. ->,<SoftSkill>kundenorientiert handelt</SoftSkill> und <SoftSkill>dienstleistungsorientiert handelt</SoftSkill>.,<SoftSkill>kundenorientiert handelt</SoftSkill> und <SoftSkill>dienstleistungsorientiert handelt</SoftSkill>.,kundenorientiert handelt und dienstleistungsorientiert handelt.,kundenorientiert handelt und dienstleistungsorientiert handelt.,0,HOWA
249," Weiter sind Sie sind ein <SoftSkill>Teamplayer</SoftSkill>, <SoftSkill>arbeiten selbstständig</SoftSkill> und <SoftSkill_C>qualitätsbewusst</SoftSkill_C> und <SoftSkill>tragen Ihren Anteil dazu bei, unseren Gästen einen schönen und unvergesslichen Aufenthalt zu bieten</SoftSkill>. ->"," Weiter sind Sie sind ein <SoftSkill>Teamplayer</SoftSkill>, <SoftSkill>arbeiten selbstständig</SoftSkill> und <SoftSkill>arbeiten qualitätsbewusst</SoftSkill> und<SoftSkill>tragen Ihren Anteil dazu bei, unseren Gästen einen schönen und unvergesslichen Aufenthalt zu bieten</SoftSkill>."," Weiter sind Sie sind ein <SoftSkill>Teamplayer</SoftSkill>, <SoftSkill>arbeiten selbstständig</SoftSkill> und <SoftSkill>tragen Ihren Anteil dazu bei, unseren Gästen einen schönen und unvergesslichen Aufenthalt zu bieten</SoftSkill>."," Weiter sind Sie sind ein Teamplayer, arbeiten selbstständig und tragen Ihren Anteil dazu bei, unseren Gästen einen schönen und unvergesslichen Aufenthalt zu bieten."," Weiter sind Sie sind ein Teamplayer, arbeiten selbstständig und arbeiten qualitätsbewusst undtragen Ihren Anteil dazu bei, unseren Gästen einen schönen und unvergesslichen Aufenthalt zu bieten.",29,OWA
250," Sie haben ein <SoftSkill>Auge für das Wesentliche</SoftSkill>, weisen eine <SoftSkill_C>zielgerichtete</SoftSkill_C> und <SoftSkill>effiziente Arbeitsweise</SoftSkill> aus und <SoftSkill>schaffen es, stets den Überblick zu behalten</SoftSkill>. ->"," Sie haben ein <SoftSkill>Auge für das Wesentliche</SoftSkill>, weisen eine <SoftSkill>zielgerichtete Arbeitsweise</SoftSkill> und <SoftSkill>effiziente Arbeitsweise</SoftSkill> aus und <SoftSkill>schaffen es, stets den Überblick zu behalten</SoftSkill>."," Sie haben ein <SoftSkill>Auge für das Wesentliche</SoftSkill>, weisen eine <SoftSkill>zielgerichtete Arbeitsweise</SoftSkill> und <SoftSkill>effiziente Arbeitsweise</SoftSkill> aus und <SoftSkill>schaffen es, stets den Überblick zu behalten</SoftSkill>."," Sie haben ein Auge für das Wesentliche, weisen eine zielgerichtete Arbeitsweise und effiziente Arbeitsweise aus und schaffen es, stets den Überblick zu behalten."," Sie haben ein Auge für das Wesentliche, weisen eine zielgerichtete Arbeitsweise und effiziente Arbeitsweise aus und schaffen es, stets den Überblick zu behalten.",0,OWA
251," Abgeschlossene Volksschule, Niveau A
Eignungstest AGVS
<SoftSkill>Handwerkliches Geschick</SoftSkill>
<SoftSkill_C>Exakte</SoftSkill_C> und <SoftSkill>sorgfältige Arbeitsweise</SoftSkill>
<SoftSkill>Logisches Denken</SoftSkill> ->"," Abgeschlossene Volksschule, Niveau A
Eignungstest AGVS
<SoftSkill>Handwerkliches Geschick</SoftSkill>
<SoftSkill>Exakte Arbeitsweise</SoftSkill> und <SoftSkill>sorgfältige Arbeitsweise</SoftSkill>
<SoftSkill>Logisches Denken</SoftSkill>"," Abgeschlossene Volksschule, Niveau A
Eignungstest AGVS
<SoftSkill>Handwerkliches Geschick</SoftSkill>
<SoftSkill>Exakte Arbeitsweise</SoftSkill> und <SoftSkill>sorgfältige Arbeitsweise</SoftSkill>
<SoftSkill>Logisches Denken</SoftSkill>"," Abgeschlossene Volksschule, Niveau A Eignungstest AGVS Handwerkliches Geschick Exakte Arbeitsweise und sorgfältige Arbeitsweise Logisches Denken"," Abgeschlossene Volksschule, Niveau A Eignungstest AGVS Handwerkliches Geschick Exakte Arbeitsweise und sorgfältige Arbeitsweise Logisches Denken",0,OWA
252," Ihre <SoftSkill_C>analytische</SoftSkill_C> und <SoftSkill>vernetzte Denkweise</SoftSkill>, <SoftSkill>Zielstrebigkeit</SoftSkill> sowie eine <SoftSkill>strukturierte Arbeitsweise</SoftSkill> zeichnen Sie aus. ->"," Ihre <SoftSkill>analytische Denkweise</SoftSkill> und <SoftSkill>vernetzte Denkweise</SoftSkill>, <SoftSkill>Zielstrebigkeit</SoftSkill> sowie eine <SoftSkill>strukturierte Arbeitsweise</SoftSkill> zeichnen Sie aus."," Ihre <SoftSkill>analytische Denkweise</SoftSkill> und <SoftSkill>vernetzte Denkweise</SoftSkill>, <SoftSkill>Zielstrebigkeit</SoftSkill> sowie eine <SoftSkill>strukturierte Arbeitsweise</SoftSkill> zeichnen Sie aus."," Ihre analytische Denkweise und vernetzte Denkweise, Zielstrebigkeit sowie eine strukturierte Arbeitsweise zeichnen Sie aus."," Ihre analytische Denkweise und vernetzte Denkweise, Zielstrebigkeit sowie eine strukturierte Arbeitsweise zeichnen Sie aus.",0,OWA
253,<SoftSkill_C>Denken</SoftSkill_C> und <SoftSkill>handelst du kundenorientiert</SoftSkill>? ->,<SoftSkill>Denkst du kundenorientiert</SoftSkill> und <SoftSkill>handelst du kundenorientiert</SoftSkill>?,<SoftSkill>Denken</SoftSkill> und <SoftSkill>handelst du kundenorientiert</SoftSkill>?,Denken und handelst du kundenorientiert?,Denkst du kundenorientiert und handelst du kundenorientiert?,20,MWA
254,Sie sind <SoftSkill>motiviert eine neue Führungsaufgabe zu übernehmen</SoftSkill> und bringen eine <SoftSkill_C>hohe Sozial-</SoftSkill_C> und <SoftSkill>Methodenkompetenz</SoftSkill> mit. ->,Sie sind <SoftSkill>motiviert eine neue Führungsaufgabe zu übernehmen</SoftSkill> und bringen eine <SoftSkill>hohe Sozialkompetenz</SoftSkill> und <SoftSkill>Methodenkompetenz</SoftSkill> mit.,Sie sind <SoftSkill>motiviert eine neue Führungsaufgabe zu übernehmen</SoftSkill> und bringen eine <SoftSkill>hohe Sozialkompetenz</SoftSkill> und <SoftSkill>Methodenkompetenz</SoftSkill> mit.,Sie sind motiviert eine neue Führungsaufgabe zu übernehmen und bringen eine hohe Sozialkompetenz und Methodenkompetenz mit.,Sie sind motiviert eine neue Führungsaufgabe zu übernehmen und bringen eine hohe Sozialkompetenz und Methodenkompetenz mit.,0,HOWA
255," Eine <SoftSkill_C>freundliche</SoftSkill_C>, <SoftSkill_C>motivierte</SoftSkill_C> und <SoftSkill>interessierte Persönlichkeit</SoftSkill> sowie <SoftSkill>Reisebereitschaft</SoftSkill> (innerhalb CH) runden Ihr Profil ab. ->"," Eine <SoftSkill>freundliche Persönlichkeit</SoftSkill>, <SoftSkill>motivierte Persönlichkeit</SoftSkill> und <SoftSkill>interessierte Persönlichkeit</SoftSkill> sowie <SoftSkill>Reisebereitschaft</SoftSkill> (innerhalb CH) runden Ihr Profil ab."," Eine <SoftSkill>freundliche Persönlichkeit</SoftSkill>, <SoftSkill>motivierte Persönlichkeit</SoftSkill> und <SoftSkill>interessierte Persönlichkeit</SoftSkill> sowie <SoftSkill>Reisebereitschaft</SoftSkill> (innerhalb CH) runden Ihr Profil ab."," Eine freundliche Persönlichkeit, motivierte Persönlichkeit und interessierte Persönlichkeit sowie Reisebereitschaft (innerhalb CH) runden Ihr Profil ab."," Eine freundliche Persönlichkeit, motivierte Persönlichkeit und interessierte Persönlichkeit sowie Reisebereitschaft (innerhalb CH) runden Ihr Profil ab.",0,MC
256," Für unsere Finanzbuchhaltung am Standort in Luzern suchen wir ab sofort eine <SoftSkill_C>kommunikative</SoftSkill_C> und <SoftSkill>selbständige Person</SoftSkill> als
Purchase-to-Pay / SAP IM Administrator/in ->",Für unsere Finanzbuchhaltung am Standort in Luzern suchen wir ab sofort eine <SoftSkill>kommunikative Person</SoftSkill> und <SoftSkill>selbständige Person</SoftSkill> als Purchase-to-Pay / SAP IM Administrator/in.,Für unsere Finanzbuchhaltung am Standort in Luzern suchen wir ab sofort eine <SoftSkill>kommunikative Person</SoftSkill> und <SoftSkill>selbständige Person</SoftSkill> als Purchase-to-Pay / SAP IM Administrator/in.,Für unsere Finanzbuchhaltung am Standort in Luzern suchen wir ab sofort eine kommunikative Person und selbständige Person als Purchase-to-Pay / SAP IM Administrator/in.,Für unsere Finanzbuchhaltung am Standort in Luzern suchen wir ab sofort eine kommunikative Person und selbständige Person als Purchase-to-Pay / SAP IM Administrator/in.,0,OWA
257," Als <SoftSkill_C>offene</SoftSkill_C> und <SoftSkill>erfahrene Führungsperson</SoftSkill>, vorzugsweise aus dem Dienstleistungsbereich, pflegen Sie eine professionelle und verantwortungsbewusste Zusammenarbeit mit den verschiedensten Interessengruppen. ->"," Als <SoftSkill>offene Führungsperson</SoftSkill> und <SoftSkill>erfahrene Führungsperson</SoftSkill>, vorzugsweise aus dem Dienstleistungsbereich, pflegen Sie eine professionelle und verantwortungsbewusste Zusammenarbeit mit den verschiedensten Interessengruppen."," Als <SoftSkill>offene Führungsperson</SoftSkill> und <SoftSkill>erfahrene Führungsperson</SoftSkill>, vorzugsweise aus dem Dienstleistungsbereich, pflegen Sie eine professionelle und verantwortungsbewusste Zusammenarbeit mit den verschiedensten Interessengruppen."," Als offene Führungsperson und erfahrene Führungsperson, vorzugsweise aus dem Dienstleistungsbereich, pflegen Sie eine professionelle und verantwortungsbewusste Zusammenarbeit mit den verschiedensten Interessengruppen."," Als offene Führungsperson und erfahrene Führungsperson, vorzugsweise aus dem Dienstleistungsbereich, pflegen Sie eine professionelle und verantwortungsbewusste Zusammenarbeit mit den verschiedensten Interessengruppen.",0,OWA
258," <SoftSkill_C>Gepflegtes Äusseres</SoftSkill_C> und <SoftSkill>angenehme Umgangsformen</SoftSkill>
Schweizer Domizil ->",<SoftSkill>Gepflegtes Äusseres</SoftSkill> und <SoftSkill>angenehme Umgangsformen</SoftSkill> Schweizer Domizil,<SoftSkill>Gepflegtes Äusseres</SoftSkill> und <SoftSkill>angenehme Umgangsformen</SoftSkill> Schweizer Domizil,Gepflegtes Äusseres und angenehme Umgangsformen Schweizer Domizil,Gepflegtes Äusseres und angenehme Umgangsformen Schweizer Domizil,0,NONE
259," <SoftSkill>kontaktfreudig</SoftSkill> und <SoftSkill>professionell im Auftreten</SoftSkill>
<SoftSkill>initiativ</SoftSkill>, <SoftSkill>selbständig</SoftSkill> und <SoftSkill>verantwortungsbewusst</SoftSkill>
<SoftSkill>pragmatisch</SoftSkill>, <SoftSkill_C>lösungs-</SoftSkill_C> und <SoftSkill>leistungsorientiert</SoftSkill>
<SoftSkill>engagiert</SoftSkill>, <SoftSkill>ehrgeizig</SoftSkill> und <SoftSkill>kollegial</SoftSkill> ->"," <SoftSkill>kontaktfreudig</SoftSkill> und <SoftSkill>professionell im Auftreten</SoftSkill>
<SoftSkill>initiativ</SoftSkill>, <SoftSkill>selbständig</SoftSkill> und <SoftSkill>verantwortungsbewusst</SoftSkill>
<SoftSkill>pragmatisch</SoftSkill>, <SoftSkill>lösungsorientiert</SoftSkill> und <SoftSkill>leistungsorientiert</SoftSkill>
<SoftSkill>engagiert</SoftSkill>, <SoftSkill>ehrgeizig</SoftSkill> und <SoftSkill>kollegial</SoftSkill>"," <SoftSkill>kontaktfreudig</SoftSkill> und <SoftSkill>professionell im Auftreten</SoftSkill>
<SoftSkill>initiativ</SoftSkill>, <SoftSkill>selbständig</SoftSkill> und <SoftSkill>verantwortungsbewusst</SoftSkill>
<SoftSkill>pragmatisch</SoftSkill>, <SoftSkill>lösungsorientiert</SoftSkill> und <SoftSkill>leistungsorientiert</SoftSkill>
<SoftSkill>engagiert</SoftSkill>, <SoftSkill>ehrgeizig</SoftSkill> und <SoftSkill>kollegial</SoftSkill>"," kontaktfreudig und professionell im Auftreten initiativ, selbständig und verantwortungsbewusst pragmatisch, lösungsorientiert und leistungsorientiert engagiert, ehrgeizig und kollegial"," kontaktfreudig und professionell im Auftreten initiativ, selbständig und verantwortungsbewusst pragmatisch, lösungsorientiert und leistungsorientiert engagiert, ehrgeizig und kollegial",0,HOWA
260,•  <SoftSkill_C>Pflicht-</SoftSkill_C> und <SoftSkill>verantwortungsbewusst</SoftSkill> ->,<SoftSkill>Pflichtbewusst</SoftSkill> und <SoftSkill>verantwortungsbewusst</SoftSkill>,<SoftSkill>Pflichtbewusst</SoftSkill> und <SoftSkill>verantwortungsbewusst</SoftSkill>,Pflichtbewusst und verantwortungsbewusst,Pflichtbewusst und verantwortungsbewusst,0,HOWA
261," •  <SoftSkill_C>Selbständige</SoftSkill_C> und <SoftSkill>lösungsorientierte Arbeitsweise</SoftSkill>, u
<SoftSkill>nternehmerisch denkend</SoftSkill> ->"," • <SoftSkill>Selbständige Arbeitsweise</SoftSkill> und <SoftSkill>lösungsorientierte Arbeitsweise</SoftSkill>, u<SoftSkill>nternehmerisch denkend</SoftSkill>"," • <SoftSkill>Selbständige Arbeitsweise</SoftSkill> und <SoftSkill>lösungsorientierte Arbeitsweise</SoftSkill>, u<SoftSkill>nternehmerisch denkend</SoftSkill>"," • Selbständige Arbeitsweise und lösungsorientierte Arbeitsweise, unternehmerisch denkend"," • Selbständige Arbeitsweise und lösungsorientierte Arbeitsweise, unternehmerisch denkend",0,OWA
262,Sie sind eine <SoftSkill_C>belastbare</SoftSkill_C> sowie <SoftSkill>detailorientierte Persönlichkeit</SoftSkill> und <SoftSkill>arbeiten gerne mit Eigeninitiative</SoftSkill>. ->,Sie sind eine <SoftSkill>belastbare Persönlichkeit</SoftSkill> sowie <SoftSkill>detailorientierte Persönlichkeit</SoftSkill> und <SoftSkill>arbeiten gerne mit Eigeninitiative</SoftSkill>.,Sie sind eine <SoftSkill>belastbare Persönlichkeit</SoftSkill> sowie <SoftSkill>detailorientierte Persönlichkeit</SoftSkill> und <SoftSkill>arbeiten gerne mit Eigeninitiative</SoftSkill>.,Sie sind eine belastbare Persönlichkeit sowie detailorientierte Persönlichkeit und arbeiten gerne mit Eigeninitiative.,Sie sind eine belastbare Persönlichkeit sowie detailorientierte Persönlichkeit und arbeiten gerne mit Eigeninitiative.,0,OWA
263," Sie sind eine <SoftSkill_C>offene</SoftSkill_C>, <SoftSkill_C>kommunikative</SoftSkill_C> und <SoftSkill>stabile Persönlichkeit</SoftSkill>. ->"," Sie sind eine <SoftSkill>offene Persönlichkeit</SoftSkill>, <SoftSkill>kommunikative Persönlichkeit</SoftSkill> und <SoftSkill>stabile Persönlichkeit</SoftSkill>."," Sie sind eine <SoftSkill>offene Persönlichkeit</SoftSkill>, <SoftSkill>kommunikative Persönlichkeit</SoftSkill> und <SoftSkill>stabile Persönlichkeit</SoftSkill>."," Sie sind eine offene Persönlichkeit, kommunikative Persönlichkeit und stabile Persönlichkeit."," Sie sind eine offene Persönlichkeit, kommunikative Persönlichkeit und stabile Persönlichkeit.",0,MC
264,Sie <SoftSkill>handeln lösungs-</SoftSkill> und <SoftSkill_C>zielorientiert</SoftSkill_C> und nutzen dabei Ihren Gestaltungsspielraum. ->,Sie <SoftSkill>handeln lösungsorientiert</SoftSkill> und <SoftSkill>handeln zielorientiert</SoftSkill> und nutzen dabei Ihren Gestaltungsspielraum.,Sie <SoftSkill>handeln lösungsorientiert</SoftSkill> und <SoftSkill>handeln zielorientiert</SoftSkill> und nutzen dabei Ihren Gestaltungsspielraum.,Sie handeln lösungsorientiert und handeln zielorientiert und nutzen dabei Ihren Gestaltungsspielraum.,Sie handeln lösungsorientiert und handeln zielorientiert und nutzen dabei Ihren Gestaltungsspielraum.,0,HOWA
265,•  <SoftSkill>Fähigkeit zum Zuhören</SoftSkill> und <SoftSkill_C>Dialog</SoftSkill_C> ->,<SoftSkill>Fähigkeit zum Zuhören</SoftSkill> und <SoftSkill>Fähigkeit zum Dialog</SoftSkill>.,<SoftSkill>Fähigkeit zum Zuhören</SoftSkill> und <SoftSkill>Fähigkeit zum Dialog</SoftSkill>.,Fähigkeit zum Zuhören und Fähigkeit zum Dialog.,Fähigkeit zum Zuhören und Fähigkeit zum Dialog.,0,MWA
266,Gutes Fachwissen sowie <SoftSkill_C>Prozess-</SoftSkill_C> und <SoftSkill>Netzwerkkompetenz</SoftSkill> runden Ihr Profil ab. ->,Gutes Fachwissen sowie <SoftSkill>Prozesskompetenz</SoftSkill> und <SoftSkill>Netzwerkkompetenz</SoftSkill> runden Ihr Profil ab.,Gutes Fachwissen sowie <SoftSkill>Prozesskompetenz</SoftSkill> und <SoftSkill>Netzwerkkompetenz</SoftSkill> runden Ihr Profil ab.,Gutes Fachwissen sowie Prozesskompetenz und Netzwerkkompetenz runden Ihr Profil ab.,Gutes Fachwissen sowie Prozesskompetenz und Netzwerkkompetenz runden Ihr Profil ab.,0,HOWA
267,Unser motiviertes und gut eingespieltes Team freut sich auf eine <SoftSkill_C>zuverlässige</SoftSkill_C> und <SoftSkill>selbstständige Persönlichkeit</SoftSkill> mit <SoftSkill>rascher Auffassungsgabe</SoftSkill>. ->,Unser motiviertes und gut eingespieltes Team freut sich auf eine <SoftSkill>zuverlässige Persönlichkeit</SoftSkill> und <SoftSkill>selbstständige Persönlichkeit</SoftSkill> mit <SoftSkill>rascher Auffassungsgabe</SoftSkill>.,Unser motiviertes und gut eingespieltes Team freut sich auf eine <SoftSkill>zuverlässige Persönlichkeit</SoftSkill> und <SoftSkill>selbstständige Persönlichkeit</SoftSkill> mit <SoftSkill>rascher Auffassungsgabe</SoftSkill>.,Unser motiviertes und gut eingespieltes Team freut sich auf eine zuverlässige Persönlichkeit und selbstständige Persönlichkeit mit rascher Auffassungsgabe.,Unser motiviertes und gut eingespieltes Team freut sich auf eine zuverlässige Persönlichkeit und selbstständige Persönlichkeit mit rascher Auffassungsgabe.,0,OWA
268," •  Ihre  Stärken sind  ein  <SoftSkill_C>teamorientiertes</SoftSkill_C>,  <SoftSkill>kommunikatives  Auftreten</SoftSkill>  sowie ihre
<SoftSkill>selbständige Arbeitsweise</SoftSkill> ->"," • Ihre Stärken sind ein <SoftSkill>teamorientiertes Auftreten</SoftSkill>, <SoftSkill>kommunikatives Auftreten</SoftSkill> sowie ihre <SoftSkill>selbständige Arbeitsweise</SoftSkill>"," • Ihre Stärken sind ein <SoftSkill>teamorientiertes Auftreten</SoftSkill>, <SoftSkill>kommunikatives Auftreten</SoftSkill> sowie ihre <SoftSkill>selbständige Arbeitsweise</SoftSkill>"," • Ihre Stärken sind ein teamorientiertes Auftreten, kommunikatives Auftreten sowie ihre selbständige Arbeitsweise"," • Ihre Stärken sind ein teamorientiertes Auftreten, kommunikatives Auftreten sowie ihre selbständige Arbeitsweise",0,OWA
269,Zur Verstärkung dieses Teams mit Arbeitsort St.Gallen suchen wir eine <SoftSkill_C>selbständig agierende</SoftSkill_C> und <SoftSkill>konzeptionell starke Persönlichkeit</SoftSkill> als Business-Analyst HR-Strategie (w/m 80-100%). ->,Zur Verstärkung dieses Teams mit Arbeitsort St.Gallen suchen wir eine <SoftSkill>selbständig agierende Persönlichkeit</SoftSkill> und <SoftSkill>konzeptionell starke Persönlichkeit</SoftSkill> als Business-Analyst HR-Strategie (w/m 80-100%).,Zur Verstärkung dieses Teams mit Arbeitsort St.Gallen suchen wir eine <SoftSkill>selbständig agierende Persönlichkeit</SoftSkill> und <SoftSkill>konzeptionell starke Persönlichkeit</SoftSkill> als Business-Analyst HR-Strategie (w/m 80-100%).,Zur Verstärkung dieses Teams mit Arbeitsort St.Gallen suchen wir eine selbständig agierende Persönlichkeit und konzeptionell starke Persönlichkeit als Business-Analyst HR-Strategie (w/m 80-100%).,Zur Verstärkung dieses Teams mit Arbeitsort St.Gallen suchen wir eine selbständig agierende Persönlichkeit und konzeptionell starke Persönlichkeit als Business-Analyst HR-Strategie (w/m 80-100%).,0,OWA
270," Die Anforderungen:
Sie verfügen über eine abgeschlossene Berufsausbildung sowie über ein <SoftSkill_C>ausgeprägtes logisches</SoftSkill_C>, <SoftSkill_C>mathematisches</SoftSkill_C> und <SoftSkill_C>vernetztes Denk-</SoftSkill_C> und <SoftSkill>Vorstellungsvermögen</SoftSkill>. ->"," Die Anforderungen:
Sie verfügen über eine abgeschlossene Berufsausbildung sowie über ein <SoftSkill>ausgeprägtes logisches Denkvermögen</SoftSkill>, <SoftSkill>mathematisches Vorstellungsvermögen</SoftSkill> und <SoftSkill>vernetztes Denkvermögen</SoftSkill> und <SoftSkill>Vorstellungsvermögen</SoftSkill>."," Die Anforderungen:
Sie verfügen über eine abgeschlossene Berufsausbildung sowie über ein <SoftSkill>ausgeprägtes logisches Denkvermögen</SoftSkill>, <SoftSkill>mathematisches Vorstellungsvermögen</SoftSkill> und <SoftSkill>vernetztes Denkvermögen</SoftSkill> und <SoftSkill>Vorstellungsvermögen</SoftSkill>."," Die Anforderungen: Sie verfügen über eine abgeschlossene Berufsausbildung sowie über ein ausgeprägtes logisches Denkvermögen, mathematisches Vorstellungsvermögen und vernetztes Denkvermögen und Vorstellungsvermögen."," Die Anforderungen: Sie verfügen über eine abgeschlossene Berufsausbildung sowie über ein ausgeprägtes logisches Denkvermögen, mathematisches Vorstellungsvermögen und vernetztes Denkvermögen und Vorstellungsvermögen.",0,HMDC
