,input,output,ind_skill,input_EN,output_EN
58,Ferner überzeugen Sie durch eine <SoftSkill_C>versierte Auftritts-</SoftSkill_C> und <SoftSkill>Moderationskompetenz</SoftSkill> in unterschiedlichen Bildungskontexten.,Ferner überzeugen Sie durch eine <SoftSkill>versierte Auftrittskompetenz</SoftSkill> und <SoftSkill>Moderationskompetenz</SoftSkill> in unterschiedlichen Bildungskontexten.,"['versierte Auftrittskompetenz', 'Moderationskompetenz']","Furthermore, you convince with <SoftSkill_C>versed performance</SoftSkill_C> and <SoftSkill>moderation skills</SoftSkill> in different educational contexts.","Furthermore, you convince through <SoftSkill>versed presentation competence</SoftSkill> and <SoftSkill>moderation competence</SoftSkill> in different educational contexts."
59," Mit Ihrer <SoftSkill_C>kreativen</SoftSkill_C>, <SoftSkill_C>kommunikativen</SoftSkill_C> und <SoftSkill>verantwortungsbewussten Art</SoftSkill>, ergänzen Sie unser Testautomations-Team ideal."," Mit Ihrer <SoftSkill>kreativen Art</SoftSkill>, <SoftSkill>kommunikativen Art</SoftSkill> und <SoftSkill>verantwortungsbewussten Art</SoftSkill>, ergänzen Sie unser Testautomations-Team ideal.","['kreativen Art', 'kommunikativen Art', 'verantwortungsbewussten Art']"," With your <SoftSkill_C>creative</SoftSkill_C>, <SoftSkill_C>communicative</SoftSkill_C> and <SoftSkill>responsible nature</SoftSkill>, you ideally complement our test automation team."," With your <SoftSkill>creative nature</SoftSkill>, <SoftSkill>communicative nature</SoftSkill> and <SoftSkill>responsible nature</SoftSkill>, you ideally complement our test automation team."
60,<SoftSkill_C>Offen</SoftSkill_C> und <SoftSkill>integrierend gehen Sie auf Menschen aus verschiedenen Kulturen zu</SoftSkill>.,<SoftSkill>Offen gehen Sie auf Menschen aus verschiedenen Kulturen zu</SoftSkill> und <SoftSkill>integrierend gehen Sie auf Menschen aus verschiedenen Kulturen zu</SoftSkill>.,"['Offen gehen Sie auf Menschen aus verschiedenen Kulturen zu', 'integrierend gehen Sie auf Menschen aus verschiedenen Kulturen zu']",<SoftSkill_C>Open</SoftSkill_C> and <SoftSkill>integrating approach people from different cultures</SoftSkill>.,<SoftSkill>Openly approach people from different cultures</SoftSkill> and <SoftSkill>Integratingly approach people from different cultures</SoftSkill>.
61," Wir sprechen eine Persönlichkeit an, die ein <SoftSkill>überdurchschnittliches Interesse an volkswirtschaftlichen Themen</SoftSkill> und <SoftSkill_C>Fragestellungen hat</SoftSkill_C>."," Wir sprechen eine Persönlichkeit an, die ein <SoftSkill>überdurchschnittliches Interesse an volkswirtschaftlichen Themen</SoftSkill> und <SoftSkill>überdurchschnittliches Interesse an Fragestellungen hat</SoftSkill>.","['überdurchschnittliches Interesse an volkswirtschaftlichen Themen', 'überdurchschnittliches Interesse an Fragestellungen hat']", We are appealing to a personality who has a <SoftSkill>above-average interest in economics</SoftSkill> and <SoftSkill_C>questions</SoftSkill_C>., We appeal to a personality who has a <SoftSkill>above-average interest in economics</SoftSkill> and <SoftSkill>above-average interest in issues</SoftSkill>.
62,<SoftSkill_C>Denken</SoftSkill_C> und <SoftSkill>handeln dienstleistungsorientiert</SoftSkill>.,<SoftSkill>Denken dienstleistungsorientiert</SoftSkill> und <SoftSkill>handeln dienstleistungsorientiert</SoftSkill>.,"['Denken dienstleistungsorientiert', 'handeln dienstleistungsorientiert']",<SoftSkill_C>Think</SoftSkill_C> and <SoftSkill>Act service-oriented</SoftSkill>.,<SoftSkill>think service-oriented</SoftSkill> and <SoftSkill>act service-oriented</SoftSkill>.
63," Zur Ergänzung unseres jungen, dynamischen Teams suchen wir für den Standort im Grossraum Bern eine <SoftSkill_C>engagierte</SoftSkill_C> und <SoftSkill>sicherheitsbewusste Persönlichkeit</SoftSkill> (w/m) als
Spezialist Arbeitssicherheit und Qualität"," Zur Ergänzung unseres jungen, dynamischen Teams suchen wir für den Standort im Grossraum Bern eine <SoftSkill>engagierte Persönlichkeit</SoftSkill> und <SoftSkill>sicherheitsbewusste Persönlichkeit</SoftSkill> (w/m) als Spezialist Arbeitssicherheit und Qualität.","['engagierte Persönlichkeit', 'sicherheitsbewusste Persönlichkeit']"," To complement our young, dynamic team, we are looking for a <SoftSkill_C>dedicated</SoftSkill_C> and <SoftSkill>safety-conscious personality</SoftSkill> (f/m) for the location in the greater Bern area as a
Specialist Occupational Safety and Quality"," To complement our young, dynamic team, we are looking for a <SoftSkill>committed personality</SoftSkill> and <SoftSkill>safety-conscious personality</SoftSkill> (f/m) as a specialist in occupational safety and quality for the location in the greater Bern area."
64," Sie weisen <SoftSkill_C>hohe Sozial-</SoftSkill_C>, <SoftSkill_C>Gestaltungs-</SoftSkill_C> und <SoftSkill>Handlungskompetenz</SoftSkill> vor sowie <SoftSkill>Engagement</SoftSkill> und <SoftSkill>Freude an Diagnostik und interdisziplinärer Behandlung von Kindern und Jugendlichen</SoftSkill>."," Sie weisen <SoftSkill>hohe Sozialkompetenz</SoftSkill>, <SoftSkill>Gestaltungskompetenz</SoftSkill> und <SoftSkill>Handlungskompetenz</SoftSkill> vor sowie <SoftSkill>Engagement</SoftSkill> und <SoftSkill>Freude an Diagnostik und interdisziplinärer Behandlung von Kindern und Jugendlichen</SoftSkill>.","['hohe Sozialkompetenz', 'Gestaltungskompetenz', 'Handlungskompetenz', 'Engagement', 'Freude an Diagnostik und interdisziplinärer Behandlung von Kindern und Jugendlichen']"," They demonstrate <SoftSkill_C>high social</SoftSkill_C>, <SoftSkill_C>shaping</SoftSkill_C> and <SoftSkill>action</SoftSkill> competence as well as <SoftSkill>engagement</SoftSkill> and <SoftSkill>enjoyment in diagnostics and interdisciplinary treatment of children and adolescents</SoftSkill>."," They demonstrate <SoftSkill>high social competence</SoftSkill>, <SoftSkill>design competence</SoftSkill> and <SoftSkill>action competence</SoftSkill> as well as <SoftSkill>commitment</SoftSkill> and <SoftSkill>enjoyment in diagnostics and interdisciplinary treatment of children and adolescents</SoftSkill>."
65," Kaufmännische Ausbildung Spediteur
<SoftSkill>Freundliches Auftreten</SoftSkill> und <SoftSkill>Eigeninitiative</SoftSkill>
Berufserfahrung in der Spedition
<SoftSkill_C>Selbständiges</SoftSkill_C> und <SoftSkill>zuverlässiges Arbeiten</SoftSkill>, <SoftSkill>kundenorientiert</SoftSkill>
Sprachen Deutsch und Spanisch Pflicht (weitere Sprachen von Vorteil)"," Kaufmännische Ausbildung Spediteur
<SoftSkill>Freundliches Auftreten</SoftSkill> und <SoftSkill>Eigeninitiative</SoftSkill>
Berufserfahrung in der Spedition
<SoftSkill>Selbständiges Arbeiten</SoftSkill> und <SoftSkill>zuverlässiges Arbeiten</SoftSkill>, <SoftSkill>kundenorientiert</SoftSkill>
Sprachen Deutsch und Spanisch Pflicht (weitere Sprachen von Vorteil)","['Freundliches Auftreten', 'Eigeninitiative', 'Selbständiges Arbeiten', 'zuverlässiges Arbeiten', 'kundenorientiert']"," Commercial training Freight forwarder
<SoftSkill>Friendly manner</SoftSkill> and <SoftSkill>Initiative</SoftSkill>.
Work experience in freight forwarding
<SoftSkill_C>Dependent</SoftSkill_C> and <SoftSkill>Reliable work</SoftSkill>, <SoftSkill>Customer-oriented</SoftSkill>.
Languages German and Spanish compulsory (other languages an advantage)"," Commercial training Freight forwarder
<SoftSkill>Friendly manner</SoftSkill> and <SoftSkill>Initiative</SoftSkill>.
Work experience in freight forwarding
<SoftSkill>Self-dependent work</SoftSkill> and <SoftSkill>reliable work</SoftSkill>, <SoftSkill>customer-oriented</SoftSkill>.
Languages German and Spanish compulsory (other languages an advantage)"
66," Abgeschlossene Volksschule (obere Schulstufe)
<SoftSkill>Interesse für Mathematik</SoftSkill>, <SoftSkill_C>technisches Zeichnen</SoftSkill_C> und <SoftSkill_C>Physik</SoftSkill_C>
<SoftSkill>Räumliches Vorstellungsvermögen</SoftSkill>, <SoftSkill>analytisches Denkvermögen</SoftSkill>
<SoftSkill>Interesse an technischen Zusammenhängen</SoftSkill>
<SoftSkill>Freude am Arbeiten mit dem Computer</SoftSkill"," Abgeschlossene Volksschule (obere Schulstufe)
<SoftSkill>Interesse für Mathematik</SoftSkill>, <SoftSkill>Interesse für technisches Zeichnen</SoftSkill> und <SoftSkill>Interesse für Physik</SoftSkill>
<SoftSkill>Räumliches Vorstellungsvermögen</SoftSkill>, <SoftSkill>analytisches Denkvermögen</SoftSkill>
<SoftSkill>Interesse an technischen Zusammenhängen</SoftSkill>
<SoftSkill>Freude am Arbeiten mit dem Computer</SoftSkill>","['Interesse für Mathematik', 'Interesse für technisches Zeichnen', 'Interesse für Physik', 'Räumliches Vorstellungsvermögen', 'analytisches Denkvermögen', 'Interesse an technischen Zusammenhängen', 'Freude am Arbeiten mit dem Computer']"," Completed primary school (upper school level).
<SoftSkill>Interest in mathematics</SoftSkill>, <SoftSkill_C>technical drawing</SoftSkill_C> and <SoftSkill_C>physics</SoftSkill_C>.
<SoftSkill>spatial imagination</SoftSkill>, <SoftSkill>analytical reasoning</SoftSkill>.
<SoftSkill>Interest in technical contexts</SoftSkill>.
<SoftSkill>Enjoyment of working with the computer</SoftSkill"," Completed primary school (upper school level).
<SoftSkill>interest in mathematics</SoftSkill>, <SoftSkill>interest in technical drawing</SoftSkill> and <SoftSkill>interest in physics</SoftSkill>.
<SoftSkill>Spatial imagination</SoftSkill>, <SoftSkill>analytical reasoning</SoftSkill>.
<SoftSkill>Interest in technical contexts</SoftSkill>.
<SoftSkill>Enjoyment of working with the computer</SoftSkill>."
67,"Sie <SoftSkill>arbeiten gerne engagiert</SoftSkill>, <SoftSkill_C>genau</SoftSkill_C> und <SoftSkill_C>selbständig</SoftSkill_C> und sind es <SoftSkill>gewohnt, in unterschiedlichen Situationen proaktiv und pragmatisch zu handeln</SoftSkill>.","Sie <SoftSkill>arbeiten gerne engagiert</SoftSkill>, <SoftSkill>arbeiten genau</SoftSkill> und <SoftSkill>arbeiten selbständig</SoftSkill> und sind es <SoftSkill>gewohnt, in unterschiedlichen Situationen proaktiv und pragmatisch zu handeln</SoftSkill>.","['arbeiten gerne engagiert', 'arbeiten genau', 'arbeiten selbständig', 'gewohnt, in unterschiedlichen Situationen proaktiv und pragmatisch zu handeln']","You <SoftSkill>like to work dedicatedly</SoftSkill>, <SoftSkill_C>accurately</SoftSkill_C> and <SoftSkill_C>independently</SoftSkill_C> and are <SoftSkill>used to acting proactively and pragmatically in different situations</SoftSkill>.","You <SoftSkill>like to work with commitment</SoftSkill>, <SoftSkill>work accurately</SoftSkill> and <SoftSkill>work independently</SoftSkill> and are <SoftSkill>used to acting proactively and pragmatically in different situations</SoftSkill>."
68," <SoftSkill_C>Service-</SoftSkill_C> und <SoftSkill_C>gastorientierte</SoftSkill_C> sowie <SoftSkill>eigenständige Arbeitsweise</SoftSkill>
Sehr gute Deutsch- und Englischkenntnisse
<SoftSkill_C>Gepflegtes</SoftSkill_C>, <SoftSkill>positives Auftreten</SoftSkill> sowie <SoftSkill>gute Umgangsformen</SoftSkill>
<SoftSkill_C>Spaß</SoftSkill_C> und <SoftSkill>Freude im Umgang mit unseren Gästen</SoftSkill"," <SoftSkill>Serviceorientierte Arbeitsweise</SoftSkill> und <SoftSkill>gastorientierte Arbeitsweise</SoftSkill> sowie <SoftSkill>eigenständige Arbeitsweise</SoftSkill>
Sehr gute Deutsch- und Englischkenntnisse
<SoftSkill>Gepflegtes Auftreten</SoftSkill>, <SoftSkill>positives Auftreten</SoftSkill> sowie <SoftSkill>gute Umgangsformen</SoftSkill>
<SoftSkill>Spaß im Umgang mit unseren Gästen</SoftSkill> und <SoftSkill>Freude im Umgang mit unseren Gästen</SoftSkill>","['Serviceorientierte Arbeitsweise', 'gastorientierte Arbeitsweise', 'eigenständige Arbeitsweise', 'Gepflegtes Auftreten', 'positives Auftreten', 'gute Umgangsformen', 'Spaß im Umgang mit unseren Gästen', 'Freude im Umgang mit unseren Gästen']"," <SoftSkill_C>Service</SoftSkill_C> and <SoftSkill_C>guest-oriented</SoftSkill_C> as well as <SoftSkill>independent working style</SoftSkill>.
Very good knowledge of German and English
<SoftSkill_C>Groomed</SoftSkill_C>, <SoftSkill>positive appearance</SoftSkill> and <SoftSkill>good manners</SoftSkill>.
<SoftSkill_C>fun</SoftSkill_C> and <SoftSkill>pleasure in dealing with our guests</SoftSkill"," <SoftSkill>service-oriented way of working</SoftSkill> and <SoftSkill>guest-oriented way of working</SoftSkill> as well as <SoftSkill>independent way of working</SoftSkill>.
Very good knowledge of German and English
<SoftSkill>good appearance</SoftSkill>, <SoftSkill>positive appearance</SoftSkill> and <SoftSkill>good manners</SoftSkill>.
<SoftSkill>fun in dealing with our guests</SoftSkill> and <SoftSkill>enjoyment in dealing with our guests</SoftSkill>."
69, Sie haben den <SoftSkill>Willen technologische und unternehmerische Herausforderungen anzupacken</SoftSkill> und <SoftSkill_C>zum Erfolg zu führen</SoftSkill_C>., Sie haben den <SoftSkill>Willen technologische und unternehmerische Herausforderungen anzupacken</SoftSkill> und <SoftSkill>Willen zum Erfolg zu führen</SoftSkill>.,"['Willen technologische und unternehmerische Herausforderungen anzupacken', 'Willen zum Erfolg zu führen']", You have the <SoftSkill>will to tackle technological and business challenges</SoftSkill> and <SoftSkill_C>to succeed</SoftSkill_C>., You have the <SoftSkill>Will to tackle technological and business challenges</SoftSkill> and <SoftSkill>Will to lead to success</SoftSkill>.
70,Mit Ihrer <SoftSkill_C>vertrauensvollen</SoftSkill_C> und <SoftSkill>empathischen Art</SoftSkill> sowie Ihren <SoftSkill>Konfliktlösungsfähigkeiten</SoftSkill> beugen Sie Teamkonflikte vor oder lösen diese.,Mit Ihrer <SoftSkill>vertrauensvollen Art</SoftSkill> und <SoftSkill>empathischen Art</SoftSkill> sowie Ihren <SoftSkill>Konfliktlösungsfähigkeiten</SoftSkill> beugen Sie Teamkonflikte vor oder lösen diese.,"['vertrauensvollen Art', 'empathischen Art', 'Konfliktlösungsfähigkeiten']",With your <SoftSkill_C>trustworthy</SoftSkill_C> and <SoftSkill>empathic manner</SoftSkill> as well as your <SoftSkill>conflict resolution skills</SoftSkill> you prevent or resolve team conflicts.,With your <SoftSkill>trusting nature</SoftSkill> and <SoftSkill>empathetic nature</SoftSkill> as well as your <SoftSkill>conflict resolution skills</SoftSkill> you prevent or resolve team conflicts.
71,Einem <SoftSkill_C>belastbaren</SoftSkill_C> und <SoftSkill>flexiblen Organisationstalent</SoftSkill> mit einem <SoftSkill>natürlichen Durchsetzungsvermögen</SoftSkill> bietet sich die Möglichkeit eine vielfältige Aufgabe mit Gestaltungsmöglichkeiten anzupacken.,"Einem <SoftSkill>belastbaren Organisationstalent</SoftSkill> und <SoftSkill>flexiblen Organisationstalent</SoftSkill> mit einem <SoftSkill>natürlichen Durchsetzungsvermögen</SoftSkill> bietet sich die Möglichkeit, eine vielfältige Aufgabe mit Gestaltungsmöglichkeiten anzupacken.""","['belastbaren Organisationstalent', 'flexiblen Organisationstalent', 'natürlichen Durchsetzungsvermögen']",A <SoftSkill_C>stressable</SoftSkill_C> and <SoftSkill>flexible organisational talent</SoftSkill> with a <SoftSkill>natural assertiveness</SoftSkill> is offered the opportunity to tackle a diverse task with creative possibilities.,"For a <SoftSkill>tough organisational talent</SoftSkill> and <SoftSkill>flexible organisational talent</SoftSkill> with a <SoftSkill>natural assertiveness</SoftSkill>, the opportunity to tackle a diverse task with creative possibilities is offered."""
72," •  Zudem sind Sie <SoftSkill>in der Lage, Mitarbeitende und Kunden für Ihre Sache zu gewinnen</SoftSkill> und zu <SoftSkill_C>be-geistern</SoftSkill_C"," • Zudem sind Sie <SoftSkill>in der Lage, Mitarbeitende und Kunden für Ihre Sache zu gewinnen</SoftSkill> und <SoftSkill>in der Lage, Mitarbeitende und Kunden für Ihre Sache zu be-geistern</SoftSkill>.","['in der Lage, Mitarbeitende und Kunden für Ihre Sache zu gewinnen', 'in der Lage, Mitarbeitende und Kunden für Ihre Sache zu be-geistern']"," - In addition, you are <SoftSkill>able to win over employees and customers for your cause</SoftSkill> and to <SoftSkill_C>inspire</SoftSkill_C"," - In addition, you are <SoftSkill>able to win employees and customers for your cause</SoftSkill> and <SoftSkill>able to inspire employees and customers for your cause</SoftSkill>."
73," Sie sind zudem eine <SoftSkill_C>sehr kommunikative</SoftSkill_C>, <SoftSkill_C>teamfähige</SoftSkill_C> sowie <SoftSkill_C>unternehmerisch</SoftSkill_C> und <SoftSkill>zielorientiert denkende Persönlichkeit</SoftSkill> mit <SoftSkill>hohem Verhandlungsgeschick</SoftSkill> und <SoftSkill>Durchsetzungsvermögen</SoftSkill>."," Sie sind zudem eine <SoftSkill>sehr kommunikative Persönlichkeit</SoftSkill>, <SoftSkill>teamfähige Persönlichkeit</SoftSkill> sowie <SoftSkill>unternehmerisch denkende Persönlichkeit</SoftSkill> und <SoftSkill>zielorientiert denkende Persönlichkeit</SoftSkill> mit <SoftSkill>hohem Verhandlungsgeschick</SoftSkill> und <SoftSkill>Durchsetzungsvermögen</SoftSkill>.","['sehr kommunikative Persönlichkeit', 'teamfähige Persönlichkeit', 'unternehmerisch denkende Persönlichkeit', 'zielorientiert denkende Persönlichkeit', 'hohem Verhandlungsgeschick', 'Durchsetzungsvermögen']"," You are also a <SoftSkill_C>very communicative</SoftSkill_C>, <SoftSkill_C>team player</SoftSkill_C> as well as <SoftSkill_C>entrepreneurial</SoftSkill_C> and <SoftSkill>goal-oriented thinking personality</SoftSkill> with <SoftSkill>high negotiating skills</SoftSkill> and <SoftSkill>assertiveness</SoftSkill>."," You are also a <SoftSkill>very communicative personality</SoftSkill>, <SoftSkill>team-oriented personality</SoftSkill> as well as <SoftSkill>entrepreneurial thinking personality</SoftSkill> and <SoftSkill>goal-oriented thinking personality</SoftSkill> with <SoftSkill>high negotiating skills</SoftSkill> and <SoftSkill>assertiveness</SoftSkill>."
74,Durch Ihr <SoftSkill_C>gutes</SoftSkill_C> und <SoftSkill>gepflegtes Auftreten im persönlichen Kundenkontakt</SoftSkill> <SoftSkill>schaffen Sie ein gesundes Vertrauen für unsere qualitativ hochstehende Dienstleistung</SoftSkill>.,Durch Ihr <SoftSkill>gutes Auftreten im persönlichen Kundenkontakt</SoftSkill> und <SoftSkill>gepflegtes Auftreten im persönlichen Kundenkontakt</SoftSkill> <SoftSkill>schaffen Sie ein gesundes Vertrauen für unsere qualitativ hochstehende Dienstleistung</SoftSkill>.,"['gutes Auftreten im persönlichen Kundenkontakt', 'gepflegtes Auftreten im persönlichen Kundenkontakt', 'schaffen Sie ein gesundes Vertrauen für unsere qualitativ hochstehende Dienstleistung']",Through your <SoftSkill_C>good</SoftSkill_C> and <SoftSkill>groomed appearance in personal customer contact</SoftSkill> <SoftSkill>you create a healthy trust for our high-quality service</SoftSkill>.,Through your <SoftSkill>good appearance in personal customer contact</SoftSkill> and <SoftSkill>groomed appearance in personal customer contact</SoftSkill> <SoftSkill>you create a healthy trust for our high-quality service</SoftSkill>.
75, Sie <SoftSkill_C>denken</SoftSkill_C> und <SoftSkill>handeln effizient</SoftSkill> sowie <SoftSkill_C>kunden</SoftSkill_C, Sie <SoftSkill>denken effizient</SoftSkill> und <SoftSkill>handeln effizient</SoftSkill> sowie <SoftSkill>denken kunden</SoftSkill> und <SoftSkill>handeln kunden</SoftSkill>.,"['denken effizient', 'handeln effizient', 'denken kunden', 'handeln kunden']", They <SoftSkill_C>think</SoftSkill_C> and <SoftSkill>act efficiently</SoftSkill> as well as <SoftSkill_C>customers</SoftSkill_C, They <SoftSkill>think efficiently</SoftSkill> and <SoftSkill>act efficiently</SoftSkill> as well as <SoftSkill>think customer</SoftSkill> and <SoftSkill>act customer</SoftSkill>.
76," •  <SoftSkill>Rasche Au assungsgabe</SoftSkill>, <SoftSkill_C>exakte</SoftSkill_C>, <SoftSkill>selbständige Arbeitsweise</SoftSkill"," • <SoftSkill>Rasche Au assungsgabe</SoftSkill>, <SoftSkill>exakte Arbeitsweise</SoftSkill>, <SoftSkill>selbständige Arbeitsweise</SoftSkill>","['Rasche Au assungsgabe', 'exakte Arbeitsweise', 'selbständige Arbeitsweise']"," - <SoftSkill>quick response</SoftSkill>, <SoftSkill_C>exact</SoftSkill_C>, <SoftSkill>independent working style</SoftSkill"," - <SoftSkill>quick response</SoftSkill>, <SoftSkill>precise working method</SoftSkill>, <SoftSkill>independent working method</SoftSkill>."
77, Wir suchen eine <SoftSkill_C>gefestigte</SoftSkill_C> und <SoftSkill>vertrauensvolle Persönlichkeit</SoftSkill> für das zweier-Team., Wir suchen eine <SoftSkill>gefestigte Persönlichkeit</SoftSkill> und <SoftSkill>vertrauensvolle Persönlichkeit</SoftSkill> für das zweier-Team.,"['gefestigte Persönlichkeit', 'vertrauensvolle Persönlichkeit']", We are looking for a <SoftSkill_C>solid</SoftSkill_C> and <SoftSkill>confident personality</SoftSkill> for the two-man team., We are looking for a <SoftSkill>solid personality</SoftSkill> and <SoftSkill>confident personality</SoftSkill> for the two-man team.
78,Durch Ihr <SoftSkill_C>gewinnbringendes</SoftSkill_C> und <SoftSkill>positives Auftreten</SoftSkill> können Sie <SoftSkill>Leute von Ihren Vorhaben begeistern</SoftSkill>.,Durch Ihr <SoftSkill>gewinnbringendes Auftreten</SoftSkill> und <SoftSkill>positives Auftreten</SoftSkill> können Sie <SoftSkill>Leute von Ihren Vorhaben begeistern</SoftSkill>.,"['gewinnbringendes Auftreten', 'positives Auftreten', 'Leute von Ihren Vorhaben begeistern']",Through your <SoftSkill_C>profitable</SoftSkill_C> and <SoftSkill>positive manner</SoftSkill> you can inspire <SoftSkill>people with your plans</SoftSkill>.,Through your <SoftSkill>profitable manner</SoftSkill> and <SoftSkill>positive manner</SoftSkill> you can inspire <SoftSkill>people with your plans</SoftSkill>.
79, Sie überzeugen durch Ihre <SoftSkill_C>strukturierte</SoftSkill_C> und <SoftSkill>analytische Arbeitsweise</SoftSkill, Sie überzeugen durch Ihre <SoftSkill>strukturierte Arbeitsweise</SoftSkill> und <SoftSkill>analytische Arbeitsweise</SoftSkill>,"['strukturierte Arbeitsweise', 'analytische Arbeitsweise']", You convince with your <SoftSkill_C>structured</SoftSkill_C> and <SoftSkill>analytical way of working</SoftSkill, You convince with your <SoftSkill>structured way of working</SoftSkill> and <SoftSkill>analytical way of working</SoftSkill>.
80,•  <SoftSkill>Präzise Arbeitsweise</SoftSkill> sowie <SoftSkill>unternehmerisches Denken</SoftSkill> und <SoftSkill_C>Handeln</SoftSkill_C,<SoftSkill>Präzise Arbeitsweise</SoftSkill> sowie <SoftSkill>unternehmerisches Denken</SoftSkill> und <SoftSkill>unternehmerisches Handeln</SoftSkill>.,"['Präzise Arbeitsweise', 'unternehmerisches Denken', 'unternehmerisches Handeln']",- <SoftSkill>Precise way of working</SoftSkill> as well as <SoftSkill>Entrepreneurial thinking</SoftSkill> and <SoftSkill_C>Acting</SoftSkill_C,<SoftSkill>precise working style</SoftSkill> as well as <SoftSkill>entrepreneurial thinking</SoftSkill> and <SoftSkill>entrepreneurial action</SoftSkill>.
81, Sie <SoftSkill>arbeiten genau</SoftSkill> und <SoftSkill_C>verantwortungsbewusst</SoftSkill_C> und <SoftSkill>engagieren sich für Ihre Arbeit und unser Unternehmen</SoftSkill>., Sie <SoftSkill>arbeiten genau</SoftSkill> und <SoftSkill>arbeiten verantwortungsbewusst</SoftSkill> und <SoftSkill>engagieren sich für Ihre Arbeit und unser Unternehmen</SoftSkill>.,"['arbeiten genau', 'arbeiten verantwortungsbewusst', 'engagieren sich für Ihre Arbeit und unser Unternehmen']", You <SoftSkill>work accurately</SoftSkill> and <SoftSkill_C>responsibly</SoftSkill_C> and <SoftSkill>are committed to your work and our company</SoftSkill>., You <SoftSkill>work accurately</SoftSkill> and <SoftSkill>work responsibly</SoftSkill> and <SoftSkill>are committed to your work and our company</SoftSkill>.
82,"<SoftSkill_C>Bereitschaft</SoftSkill_C> und <SoftSkill>Mobilität</SoftSkill> (PKW) zu unregelmässiger Schichtarbeit, d.h. Arbeitszeiten zwischen 05:00 und 23:00 Uhr, inkl. Wochenenden","<SoftSkill>Bereitschaft zu unregelmässiger Schichtarbeit</SoftSkill> und <SoftSkill>Mobilität</SoftSkill> (PKW) zu unregelmässiger Schichtarbeit, d.h. Arbeitszeiten zwischen 05:00 und 23:00 Uhr, inkl. Wochenenden.","['Bereitschaft zu unregelmässiger Schichtarbeit', 'Mobilität']","<SoftSkill_C>Willingness</SoftSkill_C> and <SoftSkill>Mobility</SoftSkill> (car) to work irregular shifts, i.e. working hours between 05:00 and 23:00, incl. weekends.","<SoftSkill>Willingness for irregular shift work</SoftSkill> and <SoftSkill>Mobility</SoftSkill> (car) for irregular shift work, i.e. working hours between 05:00 and 23:00, incl. weekends."
83," Die <SoftSkill>Fähigkeit, sowohl selbstständig</SoftSkill> als auch <SoftSkill_C>im Team zu arbeiten</SoftSkill_C>, und selbst <SoftSkill>in kleinen Projekten das Grosse zu sehen</SoftSkill>."," Die <SoftSkill>Fähigkeit, sowohl selbstständig</SoftSkill> als auch <SoftSkill>Fähigkeit, im Team zu arbeiten</SoftSkill>, und selbst <SoftSkill>in kleinen Projekten das Grosse zu sehen</SoftSkill>.","['Fähigkeit, sowohl selbstständig', 'Fähigkeit, im Team zu arbeiten', 'in kleinen Projekten das Grosse zu sehen']"," The <SoftSkill>ability to work both independently</SoftSkill> and <SoftSkill_C>in a team</SoftSkill_C>, and to see the big picture even <SoftSkill>in small projects</SoftSkill>."," The <SoftSkill>ability to work both independently</SoftSkill> and <SoftSkill>ability to work in a team</SoftSkill>, and even <SoftSkill>to see the big picture in small projects</SoftSkill>."
84, In dieser verantwortungsvollen Position sind Sie als <SoftSkill_C>unternehmerisch denkende</SoftSkill_C> und <SoftSkill>handelnde Schlüsselperson</SoftSkill> für den Aufbau und die Weiterentwicklung der Produktion der ebeam-Lampen verantwortlich., In dieser verantwortungsvollen Position sind Sie als <SoftSkill>unternehmerisch denkende Schlüsselperson</SoftSkill> und <SoftSkill>handelnde Schlüsselperson</SoftSkill> für den Aufbau und die Weiterentwicklung der Produktion der ebeam-Lampen verantwortlich.,"['unternehmerisch denkende Schlüsselperson', 'handelnde Schlüsselperson']"," In this responsible position, as a <SoftSkill_C>entrepreneurial</SoftSkill_C> and <SoftSkill>acting key person</SoftSkill>, you will be responsible for setting up and further developing the production of ebeam lamps.", In this responsible position you will be a <SoftSkill>entrepreneurial key person</SoftSkill> and <SoftSkill>acting key person</SoftSkill> responsible for setting up and further developing the production of ebeam lamps.
85, •  <SoftSkill>Freude an Physik</SoftSkill> und <SoftSkill_C>Mathematik</SoftSkill_C, <SoftSkill>Freude an Physik</SoftSkill> und <SoftSkill>Freude an Mathematik</SoftSkill>.,"['Freude an Physik', 'Freude an Mathematik']", - <SoftSkill>Enjoyment of physics</SoftSkill> and <SoftSkill_C>Mathematics</SoftSkill_C, <SoftSkill>Enjoyment of Physics</SoftSkill> and <SoftSkill>Enjoyment of Mathematics</SoftSkill>.
