,input,output,ind_skill,input_EN,output_EN
1856," Sie <SoftSkill>gehen offen und aktiv auf Menschen zu</SoftSkill>, haben die <SoftSkill>Fähigkeit zu überzeugen</SoftSkill> und <SoftSkill_C>zu begeistern</SoftSkill_C> und <SoftSkill>schätzen eine partnerschaftliche Zusammenarbeit</SoftSkill>?"," Sie <SoftSkill>gehen offen und aktiv auf Menschen zu</SoftSkill>, haben die <SoftSkill>Fähigkeit zu überzeugen</SoftSkill> und <SoftSkill>Fähigkeit zu begeistern</SoftSkill> und <SoftSkill>schätzen eine partnerschaftliche Zusammenarbeit</SoftSkill>?","['gehen offen und aktiv auf Menschen zu', 'Fähigkeit zu überzeugen', 'Fähigkeit zu begeistern', 'schätzen eine partnerschaftliche Zusammenarbeit']"," You <SoftSkill>approach people openly and actively</SoftSkill>, have the <SoftSkill>ability to convince</SoftSkill> and <SoftSkill_C>to inspire</SoftSkill_C> and <SoftSkill>appreciate working in partnership</SoftSkill>?"," You <SoftSkill>approach people openly and actively</SoftSkill>, have the <SoftSkill>ability to convince</SoftSkill> and <SoftSkill>ability to inspire</SoftSkill> and <SoftSkill>appreciate working in partnership</SoftSkill>?"
1680, Sie <SoftSkill>beraten zielgerichtet</SoftSkill> und <SoftSkill_C>kompetent</SoftSkill_C> rund um unsere breite Produktepalette und bieten unsere Dienstleistungen überzeugend an., Sie <SoftSkill>beraten zielgerichtet</SoftSkill> und <SoftSkill>beraten kompetent</SoftSkill> rund um unsere breite Produktepalette und bieten unsere Dienstleistungen überzeugend an.,"['beraten zielgerichtet', 'beraten kompetent']", They <SoftSkill>advise purposefully</SoftSkill> and <SoftSkill_C>competently</SoftSkill_C> around our broad product range and offer our services convincingly., They <SoftSkill>advise purposefully</SoftSkill> and <SoftSkill>advise competently</SoftSkill> around our broad product range and offer our services convincingly.
552," •  <SoftSkill_C>Selbständige</SoftSkill_C>, <SoftSkill_C>kreative</SoftSkill_C> und <SoftSkill>zielgerichtete Arbeitsweise</SoftSkill"," • <SoftSkill>Selbständige Arbeitsweise</SoftSkill>, <SoftSkill>kreative Arbeitsweise</SoftSkill> und <SoftSkill>zielgerichtete Arbeitsweise</SoftSkill>","['Selbständige Arbeitsweise', 'kreative Arbeitsweise', 'zielgerichtete Arbeitsweise']"," - <SoftSkill_C>independent</SoftSkill_C>, <SoftSkill_C>creative</SoftSkill_C> and <SoftSkill>goal-oriented way of working</SoftSkill"," - <SoftSkill>independent working style</SoftSkill>, <SoftSkill>creative working style</SoftSkill> and <SoftSkill>goal-oriented working style</SoftSkill>."
450," Weiter kennen Sie sich bestens in der Pneumatik und Hydraulik aus uns <SoftSkill>arbeiten sehr genau</SoftSkill>, <SoftSkill>zuverlässig</SoftSkill> und <SoftSkill_C>selbständig</SoftSkill_C>."," Weiter kennen Sie sich bestens in der Pneumatik und Hydraulik aus uns <SoftSkill>arbeiten sehr genau</SoftSkill>, <SoftSkill>arbeiten zuverlässig</SoftSkill> und <SoftSkill>arbeiten selbständig</SoftSkill>.","['arbeiten sehr genau', 'arbeiten zuverlässig', 'arbeiten selbständig']"," Furthermore, you are very familiar with pneumatics and hydraulics and <SoftSkill>work very accurately</SoftSkill>, <SoftSkill>reliably</SoftSkill> and <SoftSkill_C>independently</SoftSkill_C>."," Furthermore, you are very familiar with pneumatics and hydraulics and <SoftSkill>work very precisely</SoftSkill>, <SoftSkill>work reliably</SoftSkill> and <SoftSkill>work independently</SoftSkill>."
331,<SoftSkill>Mit viel Freude</SoftSkill> und <SoftSkill>Engagement</SoftSkill> <SoftSkill>erfüllen Sie die Kundenanliegen in der Kundenzone kompetent</SoftSkill> und <SoftSkill_C>zuvorkommend</SoftSkill_C>.,<SoftSkill>Mit viel Freude</SoftSkill> und <SoftSkill>Engagement</SoftSkill> <SoftSkill>erfüllen Sie die Kundenanliegen in der Kundenzone kompetent</SoftSkill> und <SoftSkill>erfüllen Sie die Kundenanliegen in der Kundenzone zuvorkommend</SoftSkill>.,"['Mit viel Freude', 'Engagement', 'erfüllen Sie die Kundenanliegen in der Kundenzone kompetent', 'erfüllen Sie die Kundenanliegen in der Kundenzone zuvorkommend']",<SoftSkill>With a lot of joy</SoftSkill> and <SoftSkill>commitment</SoftSkill> <SoftSkill>competently</SoftSkill> and <SoftSkill_C>accommodating</SoftSkill_C> customer concerns in the customer zone.,<SoftSkill>With much pleasure</SoftSkill> and <SoftSkill>commitment</SoftSkill> <SoftSkill>competently</SoftSkill> and <SoftSkill>accommodate customer concerns in the customer zone</SoftSkill>.
1826, Ihr <SoftSkill_C>freundliches</SoftSkill_C> und <SoftSkill>aufgestelltes Auftreten</SoftSkill> begleitet sie vom Spitaleintritt bis zu ihrem Austritt., Ihr <SoftSkill>freundliches Auftreten</SoftSkill> und <SoftSkill>aufgestelltes Auftreten</SoftSkill> begleitet sie vom Spitaleintritt bis zu ihrem Austritt.,"['freundliches Auftreten', 'aufgestelltes Auftreten']", Her <SoftSkill_C>friendly</SoftSkill_C> and <SoftSkill>faced demeanour</SoftSkill> accompanies her from the moment she enters hospital until she leaves., Her <SoftSkill>friendly demeanour</SoftSkill> and <SoftSkill>fancy demeanour</SoftSkill> accompanies her from the moment she enters hospital until the moment she leaves.
194," Bei uns beeindrucken Sie als <SoftSkill>selbstbewusste/r Dienstleister/in</SoftSkill> durch <SoftSkill>Leidenschaft an der Arbeit</SoftSkill>, <SoftSkill>Aufmerksamkeit</SoftSkill>, <SoftSkill_C>guter Kenntnis</SoftSkill_C> und <SoftSkill>hoher Flexibilität</SoftSkill>."," Bei uns beeindrucken Sie als <SoftSkill>selbstbewusste/r Dienstleister/in</SoftSkill> durch <SoftSkill>Leidenschaft an der Arbeit</SoftSkill>, <SoftSkill>Aufmerksamkeit</SoftSkill>, <SoftSkill>guter Kenntnis</SoftSkill> und <SoftSkill>hoher Flexibilität</SoftSkill>.","['selbstbewusste/r Dienstleister/in', 'Leidenschaft an der Arbeit', 'Aufmerksamkeit', 'guter Kenntnis', 'hoher Flexibilität']"," With us, you impress as a <SoftSkill>self-confident service provider</SoftSkill> with <SoftSkill>passion for work</SoftSkill>, <SoftSkill>attention</SoftSkill>, <SoftSkill_C>good knowledge</SoftSkill_C> and <SoftSkill>high flexibility</SoftSkill>."," With us, you impress as a <SoftSkill>self-confident service provider</SoftSkill> with <SoftSkill>passion for work</SoftSkill>, <SoftSkill>attention</SoftSkill>, <SoftSkill>good knowledge</SoftSkill> and <SoftSkill>high flexibility</SoftSkill>."
1544," Wenn unsere <SoftSkill_C>offene</SoftSkill_C> und <SoftSkill>herzliche Haltung Ihrer Lebenseinstellung entspricht</SoftSkill> und Sie un sere Anforderungen erfüllen, freuen wir uns Sie kennenzulernen."," Wenn unsere <SoftSkill>offene Haltung Ihrer Lebenseinstellung entspricht</SoftSkill> und <SoftSkill>herzliche Haltung Ihrer Lebenseinstellung entspricht</SoftSkill> und Sie un sere Anforderungen erfüllen, freuen wir uns Sie kennenzulernen.","['offene Haltung Ihrer Lebenseinstellung entspricht', 'herzliche Haltung Ihrer Lebenseinstellung entspricht']"," If our <SoftSkill_C>open</SoftSkill_C> and <SoftSkill>hearted attitude matches your attitude to life</SoftSkill> and you meet our requirements, we look forward to getting to know you."," If our <SoftSkill>open attitude matches your attitude to life</SoftSkill> and <SoftSkill>heartfelt attitude matches your attitude to life</SoftSkill> and you meet our requirements, we look forward to meeting you."
1957," <SoftSkill>Freude an vernetztem Denken</SoftSkill>
<SoftSkill>Pragmatisch</SoftSkill> und <SoftSkill>zielorientiert</SoftSkill>
<SoftSkill_C>Methodische</SoftSkill_C> und <SoftSkill>strukturierte Arbeitsweise</SoftSkill>
<SoftSkill>Bereitschaft für gelegentliche Reisetätigkeit</SoftSkill>
Ihr Erfahrungshintergrund:"," <SoftSkill>Freude an vernetztem Denken</SoftSkill>
<SoftSkill>Pragmatisch</SoftSkill> und <SoftSkill>zielorientiert</SoftSkill>
<SoftSkill>Methodische Arbeitsweise</SoftSkill> und <SoftSkill>strukturierte Arbeitsweise</SoftSkill>
<SoftSkill>Bereitschaft für gelegentliche Reisetätigkeit</SoftSkill>
Ihr Erfahrungshintergrund:","['Freude an vernetztem Denken', 'Pragmatisch', 'zielorientiert', 'Methodische Arbeitsweise', 'strukturierte Arbeitsweise', 'Bereitschaft für gelegentliche Reisetätigkeit']"," <SoftSkill>Enjoyment of networked thinking</SoftSkill>.
<SoftSkill>Pragmatic</SoftSkill> and <SoftSkill>Goal-oriented</SoftSkill>.
<SoftSkill_C>Methodical</SoftSkill_C> and <SoftSkill>Structured way of working</SoftSkill>.
<SoftSkill>Willingness to travel occasionally</SoftSkill>.
Your experience background:"," <SoftSkill>Enjoyment of networked thinking</SoftSkill>.
<SoftSkill>Pragmatic</SoftSkill> and <SoftSkill>Goal-oriented</SoftSkill>.
<SoftSkill>Methodical way of working</SoftSkill> and <SoftSkill>Structured way of working</SoftSkill>.
<SoftSkill>Willingness to travel occasionally</SoftSkill>.
Your experience background:"
1688," B
Vorteil die Stapler-/Radladerprüfung
<SoftSkill>Gewohnt selbstständig</SoftSkill> und <SoftSkill>verantwortungsbewusst zu handeln</SoftSkill> und <SoftSkill_C>zu arbeiten</SoftSkill_C>
Wohnort max. 15Min von Arbeitsort entfernt"," B
Vorteil die Stapler-/Radladerprüfung
<SoftSkill>Gewohnt selbstständig zu handeln</SoftSkill> und <SoftSkill>verantwortungsbewusst zu handeln</SoftSkill> und <SoftSkill>gewohnt verantwortungsbewusst zu arbeiten</SoftSkill>
Wohnort max. 15Min von Arbeitsort entfernt","['Gewohnt selbstständig zu handeln', 'verantwortungsbewusst zu handeln', 'gewohnt verantwortungsbewusst zu arbeiten']"," B
Advantage the forklift/wheel loader examination
<SoftSkill>Willing to act independently</SoftSkill> and <SoftSkill>responsibly</SoftSkill> and <SoftSkill_C>to work</SoftSkill_C>.
Residence max. 15min away from place of work"," B
Advantage the forklift/wheel loader examination
<SoftSkill>used to act independently</SoftSkill> and <SoftSkill>used to act responsibly</SoftSkill> and <SoftSkill>used to work responsibly</SoftSkill>.
Residence max. 15min away from place of work"
322,Eine <SoftSkill>einwandfreie Gesundheit</SoftSkill> und eine <SoftSkill_C>hohe körperliche</SoftSkill_C> und <SoftSkill>mentale Belastbarkeit</SoftSkill> setzen wir ebenfalls voraus.,Eine <SoftSkill>einwandfreie Gesundheit</SoftSkill> und eine <SoftSkill>hohe körperliche Belastbarkeit</SoftSkill> und <SoftSkill>mentale Belastbarkeit</SoftSkill> setzen wir ebenfalls voraus.,"['einwandfreie Gesundheit', 'hohe körperliche Belastbarkeit', 'mentale Belastbarkeit']",We also require <SoftSkill>impeccable health</SoftSkill> and <SoftSkill_C>high physical</SoftSkill_C> and <SoftSkill>mental resilience</SoftSkill>.,We also require <SoftSkill>impeccable health</SoftSkill> and <SoftSkill>high physical resilience</SoftSkill> and <SoftSkill>mental resilience</SoftSkill>.
1178," •  <SoftSkill>Freude an käufmännischen Aufgaben</SoftSkill>, <SoftSkill_C>Zahlen</SoftSkill_C> und <SoftSkill_C>wirtschaftlichen Zusammenhänge</SoftSkill_C"," • <SoftSkill>Freude an käufmännischen Aufgaben</SoftSkill>, <SoftSkill>Freude an Zahlen</SoftSkill> und <SoftSkill>Freude an wirtschaftlichen Zusammenhänge</SoftSkill>","['Freude an käufmännischen Aufgaben', 'Freude an Zahlen', 'Freude an wirtschaftlichen Zusammenhänge']"," - <SoftSkill>Enjoyment of mercantile tasks</SoftSkill>, <SoftSkill_C>numbers</SoftSkill_C> and <SoftSkill_C>economic contexts</SoftSkill_C"," - <SoftSkill>Enjoyment of commercial tasks</SoftSkill>, <SoftSkill>Enjoyment of numbers</SoftSkill> and <SoftSkill>Enjoyment of economic contexts</SoftSkill>."
266,Gutes Fachwissen sowie <SoftSkill_C>Prozess-</SoftSkill_C> und <SoftSkill>Netzwerkkompetenz</SoftSkill> runden Ihr Profil ab.,Gutes Fachwissen sowie <SoftSkill>Prozesskompetenz</SoftSkill> und <SoftSkill>Netzwerkkompetenz</SoftSkill> runden Ihr Profil ab.,"['Prozesskompetenz', 'Netzwerkkompetenz']",Good technical knowledge as well as <SoftSkill_C>process</SoftSkill_C> and <SoftSkill>networking</SoftSkill> skills round off your profile.,Good technical knowledge as well as <SoftSkill>process competence</SoftSkill> and <SoftSkill>networking competence</SoftSkill> round off your profile.
1594," Erfahrung in der Gemeinschaftsgastronomie in vergleichbarer Position
<SoftSkill>tadelloses Erscheinungsbild</SoftSkill> und <SoftSkill>sehr gute Umgangsformen</SoftSkill>
<SoftSkill_C>freundliche</SoftSkill_C> und <SoftSkill>motivierte Persönlichkeit</SoftSkill> mit <SoftSkill>Freude am Gästekontakt</SoftSkill"," Erfahrung in der Gemeinschaftsgastronomie in vergleichbarer Position
<SoftSkill>tadelloses Erscheinungsbild</SoftSkill> und <SoftSkill>sehr gute Umgangsformen</SoftSkill>
<SoftSkill>freundliche Persönlichkeit</SoftSkill> und <SoftSkill>motivierte Persönlichkeit</SoftSkill> mit <SoftSkill>Freude am Gästekontakt</SoftSkill>","['tadelloses Erscheinungsbild', 'sehr gute Umgangsformen', 'freundliche Persönlichkeit', 'motivierte Persönlichkeit', 'Freude am Gästekontakt']"," Experience in community catering in a comparable position
<SoftSkill>impeccable appearance</SoftSkill> and <SoftSkill>very good manners</SoftSkill>.
<SoftSkill_C>friendly</SoftSkill_C> and <SoftSkill>motivated personality</SoftSkill> with <SoftSkill>enjoyment of guest contact</SoftSkill"," Experience in community catering in a comparable position
<SoftSkill>impeccable appearance</SoftSkill> and <SoftSkill>very good manners</SoftSkill>.
<SoftSkill>friendly personality</SoftSkill> and <SoftSkill>motivated personality</SoftSkill> with <SoftSkill>enjoyment of guest contact</SoftSkill>."
67,"Für den Standort Dietikon suchen wir eine <SoftSkill_C>qualifizierte</SoftSkill_C> und <SoftSkill>ambitionierte Persönlichkeit</SoftSkill> für folgende attraktive Position:
Development Engineer Sealing
Engineering Fokus für höchste Kundenexzellenz
Ihr Aufgabenbereich:","
Für den Standort Dietikon suchen wir eine <SoftSkill>qualifizierte Persönlichkeit</SoftSkill> und <SoftSkill>ambitionierte Persönlichkeit</SoftSkill> für folgende attraktive Position:
Development Engineer Sealing
Engineering Fokus für höchste Kundenexzellenz
Ihr Aufgabenbereich:","['qualifizierte Persönlichkeit', 'ambitionierte Persönlichkeit']","For the location Dietikon we are looking for a <SoftSkill_C>qualified</SoftSkill_C> and <SoftSkill>ambitious personality</SoftSkill> for the following attractive position:
Development Engineer Sealing
Engineering focus for highest customer excellence
Your area of responsibility:","
For the location Dietikon we are looking for a <SoftSkill>qualified personality</SoftSkill> and <SoftSkill>ambitious personality</SoftSkill> for the following attractive position:
Development Engineer Sealing
Engineering focus for highest customer excellence
Your area of responsibility:"
1612," Dank Ihrer <SoftSkill_C>konzeptionellen</SoftSkill_C> und <SoftSkill>strukturierten Denkweise</SoftSkill> sind Sie fähig, <SoftSkill>Lösungen selbständig zu erarbeiten</SoftSkill> und <SoftSkill_C>umzusetzen</SoftSkill_C>, sowie <SoftSkill>Arbeitsresultate prägnant zu dokumentieren</SoftSkill>."," Dank Ihrer <SoftSkill>konzeptionellen Denkweise</SoftSkill> und <SoftSkill>strukturierten Denkweise</SoftSkill> sind Sie fähig, <SoftSkill>Lösungen selbständig zu erarbeiten</SoftSkill> und <SoftSkill>Lösungen umzusetzen</SoftSkill>, sowie <SoftSkill>Arbeitsresultate prägnant zu dokumentieren</SoftSkill>.","['konzeptionellen Denkweise', 'strukturierten Denkweise', 'Lösungen selbständig zu erarbeiten', 'Lösungen umzusetzen', 'Arbeitsresultate prägnant zu dokumentieren']"," Thanks to your <SoftSkill_C>conceptual</SoftSkill_C> and <SoftSkill>structured way of thinking</SoftSkill>, you are able to work out <SoftSkill>solutions independently</SoftSkill> and <SoftSkill_C>implement them</SoftSkill_C>, as well as to document <SoftSkill>work results concisely</SoftSkill>."," Thanks to your <SoftSkill>conceptual way of thinking</SoftSkill> and <SoftSkill>structured way of thinking</SoftSkill>, you are able to develop <SoftSkill>solutions independently</SoftSkill> and implement <SoftSkill>solutions</SoftSkill>, as well as to document <SoftSkill>work results concisely</SoftSkill>."
1869," Sie sind eine <SoftSkill_C>gewinnende</SoftSkill_C>, <SoftSkill_C>kommunikative</SoftSkill_C> und <SoftSkill>zielstrebig arbeitende</SoftSkill> Fachperson mit hohen Ansprüchen hinsichtlich Qualität und Zuverlässigkeit."," Sie sind eine <SoftSkill>gewinnende Fachperson</SoftSkill>, <SoftSkill>kommunikative Fachperson</SoftSkill> und <SoftSkill>zielstrebig arbeitende Fachperson</SoftSkill> mit hohen Ansprüchen hinsichtlich Qualität und Zuverlässigkeit.","['gewinnende Fachperson', 'kommunikative Fachperson', 'zielstrebig arbeitende Fachperson']"," You are a <SoftSkill_C>winning</SoftSkill_C>, <SoftSkill_C>communicative</SoftSkill_C> and <SoftSkill>goal-oriented</SoftSkill> professional with high demands regarding quality and reliability."," You are a <SoftSkill>winning professional</SoftSkill>, <SoftSkill>communicative professional</SoftSkill> and <SoftSkill>goal-oriented professional</SoftSkill> with high demands regarding quality and reliability."
650," Persönlich <SoftSkill>schätzen wir sehr teamorientierte,</SoftSkill> <SoftSkill_C>flexible</SoftSkill_C>, <SoftSkill>manuell begabte und körperlich fitte Personen</SoftSkill> mit sehr guten mündlichen Deutschkenntnissen."," Persönlich <SoftSkill>schätzen wir sehr teamorientierte,</SoftSkill> <SoftSkill>flexible Personen</SoftSkill>, <SoftSkill>manuell begabte und körperlich fitte Personen</SoftSkill> mit sehr guten mündlichen Deutschkenntnissen.","['schätzen wir sehr teamorientierte,', 'flexible Personen', 'manuell begabte und körperlich fitte Personen']"," Personally <SoftSkill>we appreciate very team-oriented,</SoftSkill> <SoftSkill_C>flexible</SoftSkill_C>, <SoftSkill>manually gifted and physically fit persons</SoftSkill> with very good oral German skills."," Personally <SoftSkill>we appreciate very team-oriented,</SoftSkill> <SoftSkill>flexible persons</SoftSkill>, <SoftSkill>manually gifted and physically fit persons</SoftSkill> with very good oral German skills."
1737," <SoftSkill>Selbständiges Entscheiden</SoftSkill> und <SoftSkill_C>Handeln</SoftSkill_C> und eine <SoftSkill>hohe Eigenmotivation</SoftSkill> sind für
Sie selbstverständlich."," <SoftSkill>Selbständiges Entscheiden</SoftSkill> und <SoftSkill>selbständiges Handeln</SoftSkill> und eine <SoftSkill>hohe Eigenmotivation</SoftSkill> sind für
Sie selbstverständlich.","['Selbständiges Entscheiden', 'selbständiges Handeln', 'hohe Eigenmotivation']"," <SoftSkill>Independent decision-making</SoftSkill> and <SoftSkill_C>Action</SoftSkill_C> and a <SoftSkill>high level of self-motivation</SoftSkill> are a matter of course for you.
you as a matter of course."," <SoftSkill>independent decision-making</SoftSkill> and <SoftSkill>independent action</SoftSkill> and a <SoftSkill>high level of self-motivation</SoftSkill> are a matter of course for you.
self-evident for you."
1470," Sie erteilen <SoftSkill_C>kompetent</SoftSkill_C> und <SoftSkill>freundlich postrelevante Auskünfte</SoftSkill>, rechnen Nachnahmebeträge ab und händigen Sendungen gegen Unterschrift aus."," Sie erteilen <SoftSkill>kompetent postrelevante Auskünfte</SoftSkill> und <SoftSkill>freundlich postrelevante Auskünfte</SoftSkill>, rechnen Nachnahmebeträge ab und händigen Sendungen gegen Unterschrift aus.","['kompetent postrelevante Auskünfte', 'freundlich postrelevante Auskünfte']"," They provide <SoftSkill_C>competent</SoftSkill_C> and <SoftSkill>friendly post-relevant information</SoftSkill>, settle COD amounts and hand over consignments against signature."," They provide <SoftSkill>competent postal information</SoftSkill> and <SoftSkill>friendly postal information</SoftSkill>, settle COD amounts and hand over items against signature."
1932," Unser Team freut sich auf eine <SoftSkill_C>motivierte</SoftSkill_C>, <SoftSkill_C>selbstständige</SoftSkill_C> und <SoftSkill>sehr zuverlässige Persönlichkeit</SoftSkill>, welche über eine <SoftSkill>rasche Auffassungsgabe</SoftSkill> verfügt."," Unser Team freut sich auf eine <SoftSkill>motivierte Persönlichkeit</SoftSkill>, <SoftSkill>selbstständige Persönlichkeit</SoftSkill> und <SoftSkill>sehr zuverlässige Persönlichkeit</SoftSkill>, welche über eine <SoftSkill>rasche Auffassungsgabe</SoftSkill> verfügt.","['motivierte Persönlichkeit', 'selbstständige Persönlichkeit', 'sehr zuverlässige Persönlichkeit', 'rasche Auffassungsgabe']"," Our team is looking forward to a <SoftSkill_C>motivated</SoftSkill_C>, <SoftSkill_C>self-starter</SoftSkill_C> and <SoftSkill>very reliable personality</SoftSkill>, who has a <SoftSkill>rapid grasp</SoftSkill>."," Our team is looking forward to a <SoftSkill>motivated personality</SoftSkill>, <SoftSkill>self-reliant personality</SoftSkill> and <SoftSkill>very reliable personality</SoftSkill>, who has a <SoftSkill>rapid grasp</SoftSkill>."
985, Ihre <SoftSkill>Arbeitsweise ist genau</SoftSkill> und Ihre <SoftSkill_C>Haltung dienstleistungsorientiert</SoftSkill_C> und <SoftSkill>zuverlässig</SoftSkill>., Ihre <SoftSkill>Arbeitsweise ist genau</SoftSkill> und Ihre <SoftSkill>Haltung dienstleistungsorientiert</SoftSkill> und <SoftSkill>zuverlässig</SoftSkill>.,"['Arbeitsweise ist genau', 'Haltung dienstleistungsorientiert', 'zuverlässig']", Your <SoftSkill>work style is accurate</SoftSkill> and your <SoftSkill_C>attitude is service-oriented</SoftSkill_C> and <SoftSkill>reliable</SoftSkill>., Your <SoftSkill>work style is accurate</SoftSkill> and your <SoftSkill>attitude is service-oriented</SoftSkill> and <SoftSkill>reliable</SoftSkill>.
1743, Nebst <SoftSkill>stilsicherem Deutsch</SoftSkill> in Wort und Schrift können Sie mit unseren italienisch sprechenden Partnern ebenfalls mündlich und schriftlich <SoftSkill_C>kompetent</SoftSkill_C> und <SoftSkill>professionell kommunizieren</SoftSkill>., Nebst <SoftSkill>stilsicherem Deutsch</SoftSkill> in Wort und Schrift können Sie mit unseren italienisch sprechenden Partnern ebenfalls mündlich und schriftlich <SoftSkill>kompetent kommunizieren</SoftSkill> und <SoftSkill>professionell kommunizieren</SoftSkill>.,"['stilsicherem Deutsch', 'kompetent kommunizieren', 'professionell kommunizieren']"," In addition to <SoftSkill>stylistically confident spoken and written German</SoftSkill>, you can also communicate <SoftSkill_C>competently</SoftSkill_C> and <SoftSkill>professionally</SoftSkill> orally and in writing with our Italian-speaking partners."," In addition to <SoftSkill>stylistically confident spoken and written German</SoftSkill>, you will also be able to communicate <SoftSkill>competently</SoftSkill> and <SoftSkill>professionally</SoftSkill> with our Italian-speaking partners both orally and in writing."
1860," •  <SoftSkill>praxiserprobte Methodenkompetenz</SoftSkill> zu Problemlösung, kontinuierlicher Verbesserung und <SoftSkill_C>Veränderungsprozessen</SoftSkill_C"," • <SoftSkill>praxiserprobte Methodenkompetenz</SoftSkill> zu Problemlösung, kontinuierlicher Verbesserung und <SoftSkill>Veränderungsprozessen</SoftSkill>","['praxiserprobte Methodenkompetenz', 'Veränderungsprozessen']"," - <SoftSkill>proven methodological competence</SoftSkill> on problem solving, continuous improvement and <SoftSkill_C>change processes</SoftSkill_C"," - <SoftSkill>proven methodological competence</SoftSkill> on problem solving, continuous improvement and <SoftSkill>change processes</SoftSkill>."
394,dass Sie <SoftSkill_C>selbstständig</SoftSkill_C> und <SoftSkill>selbstverantwortlich arbeiten</SoftSkill,dass Sie <SoftSkill>selbstständig arbeiten</SoftSkill> und <SoftSkill>selbstverantwortlich arbeiten</SoftSkill>,"['selbstständig arbeiten', 'selbstverantwortlich arbeiten']",that you work <SoftSkill_C>self-dependently</SoftSkill_C> and <SoftSkill>self-responsibly</SoftSkill,that you <SoftSkill>work independently</SoftSkill> and <SoftSkill>work independently<//SoftSkill>.
1610," Sie <SoftSkill>arbeiten gerne in einem gemischten Team</SoftSkill>, besitzen ein <SoftSkill>Flair für modische Aufzüge</SoftSkill> und <SoftSkill_C>Logistik</SoftSkill_C>, verfügen über ein <SoftSkill>gutes Organisationstalent</SoftSkill> und sprechen fliessend Deutsch."," Sie <SoftSkill>arbeiten gerne in einem gemischten Team</SoftSkill>, besitzen ein <SoftSkill>Flair für modische Aufzüge</SoftSkill> und <SoftSkill>Flair für Logistik</SoftSkill>, verfügen über ein <SoftSkill>gutes Organisationstalent</SoftSkill> und sprechen fliessend Deutsch.","['arbeiten gerne in einem gemischten Team', 'Flair für modische Aufzüge', 'Flair für Logistik', 'gutes Organisationstalent']"," You <SoftSkill>like to work in a mixed team</SoftSkill>, have a <SoftSkill>flair for fashionable lifts</SoftSkill> and <SoftSkill_C>logistics</SoftSkill_C>, have <SoftSkill>good organisational skills</SoftSkill> and speak fluent German."," You <SoftSkill>like to work in a mixed team</SoftSkill>, have a <SoftSkill>flair for fashionable lifts</SoftSkill> and <SoftSkill>flair for logistics</SoftSkill>, have <SoftSkill>good organisational skills</SoftSkill> and speak fluent German."
670,<SoftSkill_C>Organisiert</SoftSkill_C> und <SoftSkill>methodisch arbeiten Sie gerne im Team</SoftSkill> und <SoftSkill>tragen durch Ihr Verhalten zur Aufrechterhaltung eines hervorragenden Arbeitsklimas bei</SoftSkill>.,<SoftSkill>Organisiert arbeiten Sie gerne im Team</SoftSkill> und <SoftSkill>methodisch arbeiten Sie gerne im Team</SoftSkill> und <SoftSkill>tragen durch Ihr Verhalten zur Aufrechterhaltung eines hervorragenden Arbeitsklimas bei</SoftSkill>.,"['Organisiert arbeiten Sie gerne im Team', 'methodisch arbeiten Sie gerne im Team', 'tragen durch Ihr Verhalten zur Aufrechterhaltung eines hervorragenden Arbeitsklimas bei']","<SoftSkill_C>Organised</SoftSkill_C> and <SoftSkill>methodical, you enjoy working in a team</SoftSkill> and <SoftSkill>contribute to maintaining an excellent working atmosphere</SoftSkill> through your behaviour.",<SoftSkill>Organised you like to work in a team</SoftSkill> and <SoftSkill>methodical you like to work in a team</SoftSkill> and <SoftSkill>contribute by your behaviour to maintaining an excellent working atmosphere</SoftSkill>.
1666," Architektin/Architekten als Projektleiter von grösseren Projekten
Sie verfügen über ein <SoftSkill>ausgeprägtes Architekturverständnis</SoftSkill> sowie Erfahrung in Ausführungs- planung, <SoftSkill_C>Umsetzung</SoftSkill_C> und Führung eines Teams."," Architektin/Architekten als Projektleiter von grösseren Projekten
Sie verfügen über ein <SoftSkill>ausgeprägtes Architekturverständnis</SoftSkill> sowie Erfahrung in Ausführungsplanung, <SoftSkill>Umsetzung</SoftSkill> und Führung eines Teams.","['ausgeprägtes Architekturverständnis', 'Umsetzung']"," Architect/architect as project manager for larger projects.
You have a <SoftSkill>strong understanding of architecture</SoftSkill> as well as experience in execution planning, <SoftSkill_C>implementation</SoftSkill_C> and leading a team."," Architect/architect as project manager of larger projects.
You have a <SoftSkill>strong understanding of architecture</SoftSkill> as well as experience in implementation planning, <SoftSkill>implementation</SoftSkill> and leading a team."
