,Unnamed: 0,input,output
7900,17922,"•  <SoftSkill>Gute analytische Fähigkeiten</SoftSkill> sowie <SoftSkill_C>konzeptionelle</SoftSkill_C> und <SoftSkill_C>ergebnisorientierte Denk-</SoftSkill_C> und <SoftSkill>Handlungsweise</SoftSkill>

	","•  <SoftSkill>Gute analytische Fähigkeiten</SoftSkill> sowie <SoftSkill_C>konzeptionelle</SoftSkill_C> und <SoftSkill_C>ergebnisorientierte Denk-</SoftSkill_C> und <SoftSkill>Handlungsweise</SoftSkill>

	"
21252,52207,"
	Du bist <SoftSkill>stark in Analysen</SoftSkill> und <SoftSkill>kannst unterschiedliche Themen zusammenführen</SoftSkill> und <SoftSkill_C>umsetzen</SoftSkill_C>.","
	Du bist <SoftSkill>stark in Analysen</SoftSkill> und <SoftSkill>kannst unterschiedliche Themen zusammenführen</SoftSkill> und <SoftSkill_C>umsetzen</SoftSkill_C>."
22030,54360,"Sie sind eine <SoftSkill_C>zuverlässige</SoftSkill_C>, <SoftSkill_C>selbständige</SoftSkill_C>, <SoftSkill_C>flexible</SoftSkill_C> und <SoftSkill>einsatzkräftige Person</SoftSkill>, die auch <SoftSkill>gerne Verantwortung übernimmt</SoftSkill>

","Sie sind eine <SoftSkill_C>zuverlässige</SoftSkill_C>, <SoftSkill_C>selbständige</SoftSkill_C>, <SoftSkill_C>flexible</SoftSkill_C> und <SoftSkill>einsatzkräftige Person</SoftSkill>, die auch <SoftSkill>gerne Verantwortung übernimmt</SoftSkill>

"
14518,34215,Als <SoftSkill_C>selbstsichere</SoftSkill_C> und <SoftSkill>belastbare Persönlichkeit</SoftSkill> <SoftSkill>bewahren Sie auch in hektischen Situationen den Überblick</SoftSkill>.,Als <SoftSkill_C>selbstsichere</SoftSkill_C> und <SoftSkill>belastbare Persönlichkeit</SoftSkill> <SoftSkill>bewahren Sie auch in hektischen Situationen den Überblick</SoftSkill>.
14874,35205,"Für unseren Geschäftsbereich Klärwerk Werdhölzli suchen wir eine <SoftSkill_C>zuverlässige</SoftSkill_C>, <SoftSkill_C>teamfähige</SoftSkill_C> und <SoftSkill>selbstständige Persönlichkeit</SoftSkill> als

","Für unseren Geschäftsbereich Klärwerk Werdhölzli suchen wir eine <SoftSkill_C>zuverlässige</SoftSkill_C>, <SoftSkill_C>teamfähige</SoftSkill_C> und <SoftSkill>selbstständige Persönlichkeit</SoftSkill> als

"
10936,25182,Als <SoftSkill_C>verantwortungsbewusste</SoftSkill_C> und <SoftSkill>zuverlässige Persönlichkeit</SoftSkill> begleiten Sie unsere Bewohnerinnen und Bewohner ab sofort oder nach Vereinbarung im Wohnalltag.,Als <SoftSkill_C>verantwortungsbewusste</SoftSkill_C> und <SoftSkill>zuverlässige Persönlichkeit</SoftSkill> begleiten Sie unsere Bewohnerinnen und Bewohner ab sofort oder nach Vereinbarung im Wohnalltag.
18500,45032,"<SoftSkill_C>Ausgeprägte</SoftSkill_C>, <SoftSkill_C>analytische</SoftSkill_C> und <SoftSkill>konzeptionelle Fähigkeiten</SoftSkill> und einen <SoftSkill>gepflegten Kommunikationsstil</SoftSkill> ergänzt Ihr Profil.","<SoftSkill_C>Ausgeprägte</SoftSkill_C>, <SoftSkill_C>analytische</SoftSkill_C> und <SoftSkill>konzeptionelle Fähigkeiten</SoftSkill> und einen <SoftSkill>gepflegten Kommunikationsstil</SoftSkill> ergänzt Ihr Profil."
20130,49286,"Sie sind <SoftSkill>kom</SoftSkill>
<SoftSkill>-
munikativ</SoftSkill> und verfügen über eine <SoftSkill_C>zuverlässige</SoftSkill_C> und <SoftSkill>selbstständige Arbeitsweise</SoftSkill>.","Sie sind <SoftSkill>kom</SoftSkill>
<SoftSkill>-
munikativ</SoftSkill> und verfügen über eine <SoftSkill_C>zuverlässige</SoftSkill_C> und <SoftSkill>selbstständige Arbeitsweise</SoftSkill>."
26307,66701,"Für unseren neuen Standort suchen wir Sie, die junge, <SoftSkill_C>dynamische</SoftSkill_C> und <SoftSkill>unternehmerisch denkende Persönlichkeit</SoftSkill> als
LeiterIn Standort Zürich Süd

","Für unseren neuen Standort suchen wir Sie, die junge, <SoftSkill_C>dynamische</SoftSkill_C> und <SoftSkill>unternehmerisch denkende Persönlichkeit</SoftSkill> als
LeiterIn Standort Zürich Süd

"
27893,71729,"Sie interessieren sich für das Umfeld von Pharmawirkstoffen, zeichnen sich durch eine <SoftSkill_C>selbstständige</SoftSkill_C>, <SoftSkill_C>exakte</SoftSkill_C> und <SoftSkill>zielstrebige Arbeitsweise</SoftSkill> aus und sind <SoftSkill>bereit Verantwortung zu übernehmen</SoftSkill>.","Sie interessieren sich für das Umfeld von Pharmawirkstoffen, zeichnen sich durch eine <SoftSkill_C>selbstständige</SoftSkill_C>, <SoftSkill_C>exakte</SoftSkill_C> und <SoftSkill>zielstrebige Arbeitsweise</SoftSkill> aus und sind <SoftSkill>bereit Verantwortung zu übernehmen</SoftSkill>."
8846,20214,"Sie <SoftSkill>arbeiten zuverlässig</SoftSkill> und <SoftSkill_C>exakt</SoftSkill_C>, verfügen über gute EDV-Kenntnisse sowie ein <SoftSkill>stilsicheres Deutsch</SoftSkill>.","Sie <SoftSkill>arbeiten zuverlässig</SoftSkill> und <SoftSkill_C>exakt</SoftSkill_C>, verfügen über gute EDV-Kenntnisse sowie ein <SoftSkill>stilsicheres Deutsch</SoftSkill>."
22080,54485,"Wenn Sie dazu noch <SoftSkill_C>ziel-</SoftSkill_C> und <SoftSkill>lösungsorientiert</SoftSkill> sind, sollten wir uns kennen lernen.","Wenn Sie dazu noch <SoftSkill_C>ziel-</SoftSkill_C> und <SoftSkill>lösungsorientiert</SoftSkill> sind, sollten wir uns kennen lernen."
28217,73507,"Bedingt durch das breite und abwechslungsreiche Aufgabengebiet, sind eine <SoftSkill_C>speditive</SoftSkill_C> und <SoftSkill>rationelle Arbeitsweise</SoftSkill>, <SoftSkill>hohes Durchsetzungsvermögen</SoftSkill> sowie <SoftSkill>Organisations talent</SoftSkill> weitere wichtige Voraussetzungen.","Bedingt durch das breite und abwechslungsreiche Aufgabengebiet, sind eine <SoftSkill_C>speditive</SoftSkill_C> und <SoftSkill>rationelle Arbeitsweise</SoftSkill>, <SoftSkill>hohes Durchsetzungsvermögen</SoftSkill> sowie <SoftSkill>Organisations talent</SoftSkill> weitere wichtige Voraussetzungen."
4580,10370,"•  Sie zeichnen sich aus durch ein <SoftSkill_C>kommunikationsstarkes</SoftSkill_C>, <SoftSkill_C>überzeugendes</SoftSkill_C> und <SoftSkill>freundliches Wesen</SoftSkill>

	","•  Sie zeichnen sich aus durch ein <SoftSkill_C>kommunikationsstarkes</SoftSkill_C>, <SoftSkill_C>überzeugendes</SoftSkill_C> und <SoftSkill>freundliches Wesen</SoftSkill>

	"
8416,19179,"
	<SoftSkill>Hohe Leistungsbereitschaft</SoftSkill>, <SoftSkill_C>starke Kunden-</SoftSkill_C> und <SoftSkill>Verkaufsorientierung</SoftSkill> sowie eine <SoftSkill_C>offene</SoftSkill_C> und <SoftSkill>freundliche Kommunikation</SoftSkill> gehört zu Ihren Stärken.","
	<SoftSkill>Hohe Leistungsbereitschaft</SoftSkill>, <SoftSkill_C>starke Kunden-</SoftSkill_C> und <SoftSkill>Verkaufsorientierung</SoftSkill> sowie eine <SoftSkill_C>offene</SoftSkill_C> und <SoftSkill>freundliche Kommunikation</SoftSkill> gehört zu Ihren Stärken."
22468,55558,"Sie wissen um Ihre Verantwortung gegenüber Kunden, Mitarbeitern und Arbeitgeber und treten <SoftSkill_C>kompetent</SoftSkill_C>, <SoftSkill_C>verhandlungssicher</SoftSkill_C>, <SoftSkill>freundlich</SoftSkill> und <SoftSkill>vertrauenswürdig auf</SoftSkill>.","Sie wissen um Ihre Verantwortung gegenüber Kunden, Mitarbeitern und Arbeitgeber und treten <SoftSkill_C>kompetent</SoftSkill_C>, <SoftSkill_C>verhandlungssicher</SoftSkill_C>, <SoftSkill>freundlich</SoftSkill> und <SoftSkill>vertrauenswürdig auf</SoftSkill>."
14461,34066,"Und es bereitet Ihnen <SoftSkill>Freude, Pflanzen zu säen</SoftSkill>, sie aufzuziehen, zu <SoftSkill_C>hegen</SoftSkill_C> und zu <SoftSkill_C>pflegen</SoftSkill_C>.","Und es bereitet Ihnen <SoftSkill>Freude, Pflanzen zu säen</SoftSkill>, sie aufzuziehen, zu <SoftSkill_C>hegen</SoftSkill_C> und zu <SoftSkill_C>pflegen</SoftSkill_C>."
10090,23177,"Für diese abwechslungsreiche Position suchen wir eine <SoftSkill_C>dienstleistungs-und</SoftSkill_C> <SoftSkill>lösungsorientierte Persönlichkeit</SoftSkill>, welche <SoftSkill>gerne im Team arbeitet</SoftSkill>.","Für diese abwechslungsreiche Position suchen wir eine <SoftSkill_C>dienstleistungs-und</SoftSkill_C> <SoftSkill>lösungsorientierte Persönlichkeit</SoftSkill>, welche <SoftSkill>gerne im Team arbeitet</SoftSkill>."
150,336,"•  Sie sind eine <SoftSkill>motivierte Persönlichkeit</SoftSkill> mit <SoftSkill_C>lösungs-</SoftSkill_C> und <SoftSkill>zielorientierter Vorgehensweise</SoftSkill> sowie <SoftSkill>ausgeprägter Umsetzungsfähigkeit</SoftSkill>

	","•  Sie sind eine <SoftSkill>motivierte Persönlichkeit</SoftSkill> mit <SoftSkill_C>lösungs-</SoftSkill_C> und <SoftSkill>zielorientierter Vorgehensweise</SoftSkill> sowie <SoftSkill>ausgeprägter Umsetzungsfähigkeit</SoftSkill>

	"
10512,24178,"Wir wünschen uns eine <SoftSkill_C>aufgestellte</SoftSkill_C>, <SoftSkill_C>freundliche</SoftSkill_C> und <SoftSkill>teamorientierte Person</SoftSkill>, für die <SoftSkill_C>zuverlässiges</SoftSkill_C> und <SoftSkill>exaktes Arbeiten selbstverständlich</SoftSkill> sind.","Wir wünschen uns eine <SoftSkill_C>aufgestellte</SoftSkill_C>, <SoftSkill_C>freundliche</SoftSkill_C> und <SoftSkill>teamorientierte Person</SoftSkill>, für die <SoftSkill_C>zuverlässiges</SoftSkill_C> und <SoftSkill>exaktes Arbeiten selbstverständlich</SoftSkill> sind."
24183,60344,<SoftSkill>Unter Zeitdruck bewahrst du einen kühlen Kopf</SoftSkill> und <SoftSkill>schreibst stets sorgfältig</SoftSkill> und <SoftSkill_C>auf den Punkt</SoftSkill_C>.,<SoftSkill>Unter Zeitdruck bewahrst du einen kühlen Kopf</SoftSkill> und <SoftSkill>schreibst stets sorgfältig</SoftSkill> und <SoftSkill_C>auf den Punkt</SoftSkill_C>.
27160,69306,"Sie sind eine <SoftSkill_C>flexible</SoftSkill_C> und <SoftSkill>gewissenhafte Person</SoftSkill>, welche <SoftSkill>gerne eigenverantwortlich arbeitet</SoftSkill> und der <SoftSkill>Patient im Mittelpunkt steht</SoftSkill>.","Sie sind eine <SoftSkill_C>flexible</SoftSkill_C> und <SoftSkill>gewissenhafte Person</SoftSkill>, welche <SoftSkill>gerne eigenverantwortlich arbeitet</SoftSkill> und der <SoftSkill>Patient im Mittelpunkt steht</SoftSkill>."
13624,31789,"Für unseren Geschäftsbereich Kehrichtheizkraftwerk suchen wir eine <SoftSkill_C>selbstständige</SoftSkill_C> und <SoftSkill>engagierte Persönlichkeit</SoftSkill> als

","Für unseren Geschäftsbereich Kehrichtheizkraftwerk suchen wir eine <SoftSkill_C>selbstständige</SoftSkill_C> und <SoftSkill>engagierte Persönlichkeit</SoftSkill> als

"
5437,12254,"Sie sind <SoftSkill>in der Lage, interdisziplinär zusammen zu arbeiten</SoftSkill> und überzeugen neben Ihrer <SoftSkill>fachli-chen Kompetenz</SoftSkill> durch ein <SoftSkill_C>hohes Mass an Kommunikations-</SoftSkill_C> und <SoftSkill>Durchsetzungsstärke</SoftSkill> sowie <SoftSkill>Teamorientiertheit</SoftSkill>.","Sie sind <SoftSkill>in der Lage, interdisziplinär zusammen zu arbeiten</SoftSkill> und überzeugen neben Ihrer <SoftSkill>fachli-chen Kompetenz</SoftSkill> durch ein <SoftSkill_C>hohes Mass an Kommunikations-</SoftSkill_C> und <SoftSkill>Durchsetzungsstärke</SoftSkill> sowie <SoftSkill>Teamorientiertheit</SoftSkill>."
9464,21676,"Fähigkeitszeugnis als Fachfrau/-mann Gesundheit
	Berufserfahrung und Erfahrung in einem Akutspital von Vorteil
	<SoftSkill_C>Belastbare</SoftSkill_C>, <SoftSkill_C>flexible</SoftSkill_C> und <SoftSkill>kommunikative Persönlichkeit</SoftSkill>
	<SoftSkill_C>Teamorientierte</SoftSkill_C> und <SoftSkill>zuverlässige Arbeitsweise</SoftSkill>

	","Fähigkeitszeugnis als Fachfrau/-mann Gesundheit
	Berufserfahrung und Erfahrung in einem Akutspital von Vorteil
	<SoftSkill_C>Belastbare</SoftSkill_C>, <SoftSkill_C>flexible</SoftSkill_C> und <SoftSkill>kommunikative Persönlichkeit</SoftSkill>
	<SoftSkill_C>Teamorientierte</SoftSkill_C> und <SoftSkill>zuverlässige Arbeitsweise</SoftSkill>

	"
27792,71361,<SoftSkill_C>Effektive Organisations-</SoftSkill_C> und <SoftSkill>Planungskompetenz</SoftSkill> mit <SoftSkill>viel Liebe zum Detail</SoftSkill> und <SoftSkill_C>Durchsetzung</SoftSkill_C> zeichnen Sie aus.,<SoftSkill_C>Effektive Organisations-</SoftSkill_C> und <SoftSkill>Planungskompetenz</SoftSkill> mit <SoftSkill>viel Liebe zum Detail</SoftSkill> und <SoftSkill_C>Durchsetzung</SoftSkill_C> zeichnen Sie aus.
20551,50406,Sie <SoftSkill>schätzen die Zusammenarbeit im Team</SoftSkill> und den <SoftSkill_C>Kontakt zu den Mietern und Kunden</SoftSkill_C>.,Sie <SoftSkill>schätzen die Zusammenarbeit im Team</SoftSkill> und den <SoftSkill_C>Kontakt zu den Mietern und Kunden</SoftSkill_C>.
8622,19688,"Gemeinsam mit einem Team von HortleiterInnen, Fachpersonen Betreuung und Betreuungsassistenzen betreuen Sie die Kinder engagiert, <SoftSkill>empathisch</SoftSkill> und <SoftSkill_C>professionell</SoftSkill_C>.","Gemeinsam mit einem Team von HortleiterInnen, Fachpersonen Betreuung und Betreuungsassistenzen betreuen Sie die Kinder engagiert, <SoftSkill>empathisch</SoftSkill> und <SoftSkill_C>professionell</SoftSkill_C>."
1690,3870,"Sie haben <SoftSkill>Freude an kaufmännischen Arbeiten</SoftSkill> und <SoftSkill_C>Kundenkontakten</SoftSkill_C>, bringen <SoftSkill>Interesse für Computerarbeit</SoftSkill> mit, sind <SoftSkill>mündlich und schriftlich sprachgewandt</SoftSkill> und bringen eine <SoftSkill>hohe Lernbereitschaft</SoftSkill> mit.","Sie haben <SoftSkill>Freude an kaufmännischen Arbeiten</SoftSkill> und <SoftSkill_C>Kundenkontakten</SoftSkill_C>, bringen <SoftSkill>Interesse für Computerarbeit</SoftSkill> mit, sind <SoftSkill>mündlich und schriftlich sprachgewandt</SoftSkill> und bringen eine <SoftSkill>hohe Lernbereitschaft</SoftSkill> mit."
27541,70543,"
Sie sind sich <SoftSkill>gewohnt Verantwortung zu übernehmen</SoftSkill> und <SoftSkill_C>mitzudenken</SoftSkill_C>, wenn Handlungsoptionen gefragt sind.","
Sie sind sich <SoftSkill>gewohnt Verantwortung zu übernehmen</SoftSkill> und <SoftSkill_C>mitzudenken</SoftSkill_C>, wenn Handlungsoptionen gefragt sind."
20970,51459,"
	<SoftSkill_C>Versiert</SoftSkill_C> und <SoftSkill>stilsicher setzen Sie Ihre sehr guten Deutsch- und Englischkenntnisse</SoftSkill> ein.","
	<SoftSkill_C>Versiert</SoftSkill_C> und <SoftSkill>stilsicher setzen Sie Ihre sehr guten Deutsch- und Englischkenntnisse</SoftSkill> ein."
28341,73883,"Sie <SoftSkill_C>denken</SoftSkill_C> und
<SoftSkill>handeln mit hoher Eigenverantwortung</SoftSkill>, sind <SoftSkill>belastbar</SoftSkill>, <SoftSkill>engagiert</SoftSkill>, <SoftSkill>teamfähig</SoftSkill> und zeichnen sich
durch <SoftSkill>ausgeprägte kommunikative Fähigkeiten</SoftSkill> aus.","Sie <SoftSkill_C>denken</SoftSkill_C> und
<SoftSkill>handeln mit hoher Eigenverantwortung</SoftSkill>, sind <SoftSkill>belastbar</SoftSkill>, <SoftSkill>engagiert</SoftSkill>, <SoftSkill>teamfähig</SoftSkill> und zeichnen sich
durch <SoftSkill>ausgeprägte kommunikative Fähigkeiten</SoftSkill> aus."
3697,8383,"<SoftSkill>Authentizität</SoftSkill>
, einen <SoftSkill_C>kooperativen</SoftSkill_C>,
	<SoftSkill>situationsgerechten Führungsstil</SoftSkill>
und ein <SoftSkill>gesundes Durchsetzung
s
ve
r
mögen</SoftSkill> runden ihr
Profil ab.","<SoftSkill>Authentizität</SoftSkill>
, einen <SoftSkill_C>kooperativen</SoftSkill_C>,
	<SoftSkill>situationsgerechten Führungsstil</SoftSkill>
und ein <SoftSkill>gesundes Durchsetzung
s
ve
r
mögen</SoftSkill> runden ihr
Profil ab."
10628,24493,"
	Sie können <SoftSkill>eigenständig denken</SoftSkill> und <SoftSkill_C>handeln</SoftSkill_C> und sich gleichzeitig <SoftSkill>in ein Team integrieren</SoftSkill>.","
	Sie können <SoftSkill>eigenständig denken</SoftSkill> und <SoftSkill_C>handeln</SoftSkill_C> und sich gleichzeitig <SoftSkill>in ein Team integrieren</SoftSkill>."
27604,70740,"Wenn Sie sich <SoftSkill>in einem jungen und lebendigen Umfeld wohl fühlen</SoftSkill> und <SoftSkill_C>gerne strukturiert</SoftSkill_C> und <SoftSkill>selbständig arbeiten</SoftSkill>, dann freuen wir uns auf Ihre Bewerbung.","Wenn Sie sich <SoftSkill>in einem jungen und lebendigen Umfeld wohl fühlen</SoftSkill> und <SoftSkill_C>gerne strukturiert</SoftSkill_C> und <SoftSkill>selbständig arbeiten</SoftSkill>, dann freuen wir uns auf Ihre Bewerbung."
7042,15967,"<SoftSkill>Selbstständiges Arbeiten</SoftSkill>, eine <SoftSkill_C>hohe Sozial-</SoftSkill_C> und <SoftSkill>Führungskompetenz</SoftSkill>, ein <SoftSkill>gutes Durchsetzungsvermögen</SoftSkill> sowie eine <SoftSkill_C>hohe Team-</SoftSkill_C> und <SoftSkill>Kundenorientierung</SoftSkill> sind Voraussetzung für diese interessante Aufgabe.","<SoftSkill>Selbstständiges Arbeiten</SoftSkill>, eine <SoftSkill_C>hohe Sozial-</SoftSkill_C> und <SoftSkill>Führungskompetenz</SoftSkill>, ein <SoftSkill>gutes Durchsetzungsvermögen</SoftSkill> sowie eine <SoftSkill_C>hohe Team-</SoftSkill_C> und <SoftSkill>Kundenorientierung</SoftSkill> sind Voraussetzung für diese interessante Aufgabe."
19519,47601,"
Für unseren Geschäftsbereich Produkte & Service suchen wir eine <SoftSkill_C>erfahrene</SoftSkill_C> und <SoftSkill>umsetzungsstarke Persönlichkeit</SoftSkill> als
Business Analyst (m/w)
Ihre Aufgaben

	","
Für unseren Geschäftsbereich Produkte & Service suchen wir eine <SoftSkill_C>erfahrene</SoftSkill_C> und <SoftSkill>umsetzungsstarke Persönlichkeit</SoftSkill> als
Business Analyst (m/w)
Ihre Aufgaben

	"
13581,31707,"Sind Sie eine <SoftSkill_C>flexible</SoftSkill_C> und <SoftSkill>motivierte Persönlichkeit</SoftSkill>, die <SoftSkill>Freude an einem vielseitigen, abwechslungsreichen Betrieb hat</SoftSkill>?","Sind Sie eine <SoftSkill_C>flexible</SoftSkill_C> und <SoftSkill>motivierte Persönlichkeit</SoftSkill>, die <SoftSkill>Freude an einem vielseitigen, abwechslungsreichen Betrieb hat</SoftSkill>?"
13554,31634,"Neben Ihren beruflichen Erfahrungen legen wir grossen Wert auf <SoftSkill>Engagement</SoftSkill>, <SoftSkill>didaktisches Flair</SoftSkill> und Ihre <SoftSkill_C>Team-</SoftSkill_C> und <SoftSkill>Kommunikationsfähigkeit</SoftSkill>.","Neben Ihren beruflichen Erfahrungen legen wir grossen Wert auf <SoftSkill>Engagement</SoftSkill>, <SoftSkill>didaktisches Flair</SoftSkill> und Ihre <SoftSkill_C>Team-</SoftSkill_C> und <SoftSkill>Kommunikationsfähigkeit</SoftSkill>."
12113,28102,"Weiter besitzen Sie eine <SoftSkill_C>präzise</SoftSkill_C> und <SoftSkill>korrekte Arbeitsweise</SoftSkill>, sind <SoftSkill>motiviert</SoftSkill>, <SoftSkill>kommunikativ</SoftSkill> und <SoftSkill>arbeiten gerne im Team</SoftSkill>.","Weiter besitzen Sie eine <SoftSkill_C>präzise</SoftSkill_C> und <SoftSkill>korrekte Arbeitsweise</SoftSkill>, sind <SoftSkill>motiviert</SoftSkill>, <SoftSkill>kommunikativ</SoftSkill> und <SoftSkill>arbeiten gerne im Team</SoftSkill>."
9655,22113,"•  Sie <SoftSkill>arbeiten gerne mit Menschen</SoftSkill> und zeichnen sich durch eine <SoftSkill_C>eigenständige</SoftSkill_C> und <SoftSkill>zuverlässige Arbeitsweise</SoftSkill> aus

	","•  Sie <SoftSkill>arbeiten gerne mit Menschen</SoftSkill> und zeichnen sich durch eine <SoftSkill_C>eigenständige</SoftSkill_C> und <SoftSkill>zuverlässige Arbeitsweise</SoftSkill> aus

	"
18701,45517,"Abgeschlossene Ausbildung als Lokführer/in Kategorie B
	<SoftSkill>Verantwortungsbewusste Persönlichkeit</SoftSkill>
	<SoftSkill>Interesse an Technik und Bahnsystemen</SoftSkill>
	<SoftSkill_C>Hohe Leistungs-</SoftSkill_C> und <SoftSkill>Einsatzbereitschaft</SoftSkill>
	<SoftSkill>Kundenorientiertes Verhalten</SoftSkill> 

","Abgeschlossene Ausbildung als Lokführer/in Kategorie B
	<SoftSkill>Verantwortungsbewusste Persönlichkeit</SoftSkill>
	<SoftSkill>Interesse an Technik und Bahnsystemen</SoftSkill>
	<SoftSkill_C>Hohe Leistungs-</SoftSkill_C> und <SoftSkill>Einsatzbereitschaft</SoftSkill>
	<SoftSkill>Kundenorientiertes Verhalten</SoftSkill> 

"
11611,26834,"<SoftSkill_C>Offene</SoftSkill_C> und <SoftSkill>kontaktfreudige Persönlichkeit</SoftSkill>
	<SoftSkill>Einsatz</SoftSkill> und <SoftSkill>Lust etwas Lernen zu wollen</SoftSkill>
	<SoftSkill_C>Korrektes</SoftSkill_C> und <SoftSkill>sauberes Arbeiten</SoftSkill>

	","<SoftSkill_C>Offene</SoftSkill_C> und <SoftSkill>kontaktfreudige Persönlichkeit</SoftSkill>
	<SoftSkill>Einsatz</SoftSkill> und <SoftSkill>Lust etwas Lernen zu wollen</SoftSkill>
	<SoftSkill_C>Korrektes</SoftSkill_C> und <SoftSkill>sauberes Arbeiten</SoftSkill>

	"
12969,30185,"Sie verfügen über ausgezeichnete Verkaufserfahrung, sind ein <SoftSkill>ausgesprochenes Kommunikationstalent</SoftSkill> und haben <SoftSkill>Spass daran, Ihre Kunden kompetent zu schminken</SoftSkill> und <SoftSkill_C>auf deren individuellen Bedürfnisse einzugehen</SoftSkill_C>.","Sie verfügen über ausgezeichnete Verkaufserfahrung, sind ein <SoftSkill>ausgesprochenes Kommunikationstalent</SoftSkill> und haben <SoftSkill>Spass daran, Ihre Kunden kompetent zu schminken</SoftSkill> und <SoftSkill_C>auf deren individuellen Bedürfnisse einzugehen</SoftSkill_C>."
3711,8427,"Wir wenden uns an qualifizierte, <SoftSkill_C>durchsetzungsfähige</SoftSkill_C> sowie <SoftSkill>motivierte Personen</SoftSkill>, die in einem innovativen und international tätigen Unternehmen etwas bewegen und nachhaltig zum Erfolg beitragen wollen.","Wir wenden uns an qualifizierte, <SoftSkill_C>durchsetzungsfähige</SoftSkill_C> sowie <SoftSkill>motivierte Personen</SoftSkill>, die in einem innovativen und international tätigen Unternehmen etwas bewegen und nachhaltig zum Erfolg beitragen wollen."
6948,15717,Ihr <SoftSkill>Organisationstalent</SoftSkill> sowie Ihre <SoftSkill_C>ausgeprägte Kommunikations-</SoftSkill_C> und <SoftSkill>Teamfähigkeit</SoftSkill> zeichnen Sie aus.,Ihr <SoftSkill>Organisationstalent</SoftSkill> sowie Ihre <SoftSkill_C>ausgeprägte Kommunikations-</SoftSkill_C> und <SoftSkill>Teamfähigkeit</SoftSkill> zeichnen Sie aus.
15105,35779,"Weiter wünschen wir uns eine <SoftSkill_C>diskrete</SoftSkill_C> und <SoftSkill>vertrauenswürdige Persönlichkeit</SoftSkill>, die einen <SoftSkill>hohen Qualitätsanspruch hat</SoftSkill>.","Weiter wünschen wir uns eine <SoftSkill_C>diskrete</SoftSkill_C> und <SoftSkill>vertrauenswürdige Persönlichkeit</SoftSkill>, die einen <SoftSkill>hohen Qualitätsanspruch hat</SoftSkill>."
26498,67251,Zählen Sie eine <SoftSkill_C>exakte</SoftSkill_C> und <SoftSkill>sorgfältige Arbeitsweise</SoftSkill> ebenso zu Ihren Stärken wie <SoftSkill>Zuverlässigkeit</SoftSkill> und <SoftSkill>Belastbarkeit</SoftSkill>?,Zählen Sie eine <SoftSkill_C>exakte</SoftSkill_C> und <SoftSkill>sorgfältige Arbeitsweise</SoftSkill> ebenso zu Ihren Stärken wie <SoftSkill>Zuverlässigkeit</SoftSkill> und <SoftSkill>Belastbarkeit</SoftSkill>?
6529,14739,"Sie sind eine <SoftSkill_C>engagierte</SoftSkill_C>, <SoftSkill_C>selbständige</SoftSkill_C> und <SoftSkill>verantwortungsbewusste Persönlichkeit</SoftSkill>, zeichnen sich durch <SoftSkill>Teamfähigkeit</SoftSkill> und <SoftSkill>Flexibilität</SoftSkill> aus und sind bereit bei Abwesenheit anderer Arbeitskolleginnen 100% einzuspringen.","Sie sind eine <SoftSkill_C>engagierte</SoftSkill_C>, <SoftSkill_C>selbständige</SoftSkill_C> und <SoftSkill>verantwortungsbewusste Persönlichkeit</SoftSkill>, zeichnen sich durch <SoftSkill>Teamfähigkeit</SoftSkill> und <SoftSkill>Flexibilität</SoftSkill> aus und sind bereit bei Abwesenheit anderer Arbeitskolleginnen 100% einzuspringen."
10134,23265,"•  <SoftSkill_C>Ausgeprägte Kunden-</SoftSkill_C> und <SoftSkill>Dienstleistungsorientierung</SoftSkill> und <SoftSkill>Hilfsbereitschaft</SoftSkill>
Die WAGNER AG bietet dir
Eine abwechslungsreiche Tätigkeit in einem dynamischen Dienstleistungsunternehmen im KMUUmfeld.","•  <SoftSkill_C>Ausgeprägte Kunden-</SoftSkill_C> und <SoftSkill>Dienstleistungsorientierung</SoftSkill> und <SoftSkill>Hilfsbereitschaft</SoftSkill>
Die WAGNER AG bietet dir
Eine abwechslungsreiche Tätigkeit in einem dynamischen Dienstleistungsunternehmen im KMUUmfeld."
19671,48010,Zur Ergänzung des Teams in Zürich und Winterthur suchen wir eine <SoftSkill_C>kompetente</SoftSkill_C> und <SoftSkill>initiative Persönlichkeit</SoftSkill> als dipl.,Zur Ergänzung des Teams in Zürich und Winterthur suchen wir eine <SoftSkill_C>kompetente</SoftSkill_C> und <SoftSkill>initiative Persönlichkeit</SoftSkill> als dipl.
13483,31465,Zeichnen Sie sich durch eine <SoftSkill_C>zuverlässige</SoftSkill_C> und <SoftSkill>qualitätsbewusste Arbeitsweise</SoftSkill> aus und <SoftSkill>arbeiten Sie gerne selbstständig</SoftSkill> und <SoftSkill_C>zielorientiert</SoftSkill_C>?,Zeichnen Sie sich durch eine <SoftSkill_C>zuverlässige</SoftSkill_C> und <SoftSkill>qualitätsbewusste Arbeitsweise</SoftSkill> aus und <SoftSkill>arbeiten Sie gerne selbstständig</SoftSkill> und <SoftSkill_C>zielorientiert</SoftSkill_C>?
