,Index,input,output,Problem type,valids
,480," Abgeschlossene Berufslehre als Elektromonteur / Elektroinstallateur
<SoftSkill_C>Exaktes</SoftSkill_C>, <SoftSkill_C>selbständiges</SoftSkill_C> und <SoftSkill>verantwortungsbewusstes Arbeiten</SoftSkill>
<SoftSkill>Freude an Kundenkontakt</SoftSkill> (Firmen)
Führerausweis Kat. ->"," Abgeschlossene Berufslehre als Elektromonteur / Elektroinstallateur
<SoftSkill>Exaktes Arbeiten</SoftSkill>, <SoftSkill>selbständiges Arbeiten</SoftSkill> und <SoftSkill>verantwortungsbewusstes Arbeiten</SoftSkill>
<SoftSkill>Freude an Kundenkontakt</SoftSkill> (Firmen)
Führerausweis Kat.",MC,0
,481," Wir richten uns
an Personen mit einer <SoftSkill_C>gewinnenden</SoftSkill_C>, <SoftSkill_C>freundlichen</SoftSkill_C> und <SoftSkill>motivierten Art</SoftSkill> und einem
<SoftSkill>sicheren Auftreten</SoftSkill>. ->"," Wir richten uns an Personen mit einer <SoftSkill>gewinnenden Art</SoftSkill>, <SoftSkill>freundlichen Art</SoftSkill> und <SoftSkill>motivierten Art</SoftSkill> und einem <SoftSkill>sicheren Auftreten</SoftSkill>.",MC,0
,482," <SoftSkill>offen</SoftSkill>, <SoftSkill_C>lösungs-</SoftSkill_C> und <SoftSkill>resultatorientiert</SoftSkill>, <SoftSkill>enthusiastisch</SoftSkill> und haben einen <SoftSkill>flexiblen Ansatz, die Arbeit anzugehen</SoftSkill>? ->"," <SoftSkill>offen</SoftSkill>, <SoftSkill>lösungsorientiert</SoftSkill> und <SoftSkill>resultatorientiert</SoftSkill>, <SoftSkill>enthusiastisch</SoftSkill> und haben einen <SoftSkill>flexiblen Ansatz, die Arbeit anzugehen</SoftSkill>?",HOWA,0
,483,<SoftSkill_C>Offen</SoftSkill_C> und <SoftSkill>integrierend gehen Sie auf Menschen aus verschiedenen Kulturen zu</SoftSkill>. ->,<SoftSkill>Offen gehen Sie auf Menschen aus verschiedenen Kulturen zu</SoftSkill> und <SoftSkill>integrierend gehen Sie auf Menschen aus verschiedenen Kulturen zu</SoftSkill>.,MWA,0
,484," <SoftSkill_C>Gutes Planungs-</SoftSkill_C>, <SoftSkill_C>Koordinations-</SoftSkill_C> und <SoftSkill>Organisationsvermögen</SoftSkill>, <SoftSkill>kommunikativ</SoftSkill>, <SoftSkill>kundenorientiert</SoftSkill> und <SoftSkill>sozialkompetent</SoftSkill>. ->"," <SoftSkill>Gutes Planungsvermögen</SoftSkill>, <SoftSkill>gutes Koordinationsvermögen</SoftSkill> und <SoftSkill>Organisationsvermögen</SoftSkill>, <SoftSkill>kommunikativ</SoftSkill>, <SoftSkill>kundenorientiert</SoftSkill> und <SoftSkill>sozialkompetent</SoftSkill>.",HMC,0
,485," •  <SoftSkill_C>Freude</SoftSkill_C>, <SoftSkill>Begabung</SoftSkill> und <SoftSkill>Kompetenz in der Arbeit mit Patientinnen und Patienten und ein Team
zu leiten</SoftSkill> ->"," • <SoftSkill>Freude in der Arbeit mit Patientinnen und Patienten und ein Team zu leiten</SoftSkill>, <SoftSkill>Begabung in der Arbeit mit Patientinnen und Patienten und ein Team zu leiten</SoftSkill> und <SoftSkill>Kompetenz in der Arbeit mit Patientinnen und Patienten und ein Team zu leiten</SoftSkill>",MC,0
,486," <SoftSkill>Kommunizierst prägnant</SoftSkill>, <SoftSkill_C>verständlich</SoftSkill_C> und <SoftSkill_C>verbindlich</SoftSkill_C> in Wort und <SoftSkill_C>Schrift</SoftSkill_C> und <SoftSkill>triffst den richtigen Ton, um Standards durchzusetzen</SoftSkill> oder <SoftSkill>Ziele teamübergreifend zu erreichen</SoftSkill> ->"," <SoftSkill>Kommunizierst prägnant</SoftSkill>, <SoftSkill>kommunizierst verständlich</SoftSkill> und <SoftSkill>kommunizierst verbindlich</SoftSkill> in Wort und <SoftSkill>kommunizierst prägnant</SoftSkill> und <SoftSkill>kommunizierst verständlich</SoftSkill> und <SoftSkill>kommunizierst verbindlich</SoftSkill> und <SoftSkill>triffst den richtigen Ton, um Standards durchzusetzen</SoftSkill> oder <SoftSkill>triffst den richtigen Ton, um Ziele teamübergreifend zu erreichen</SoftSkill>",,1
,487," Naturwissenschaftliche Ausbildung (Master Degree)
Profunder Leistungsausweis im internationalen Produktmanagement
Praktische Marketingerfahrung von Vorteil
<SoftSkill_C>Kommunikations-</SoftSkill_C> und <SoftSkill>Präsentationsflair</SoftSkill> (e/d) sowie Projektmanagementerfahrung
<SoftSkill_C>Zielfokussierte</SoftSkill_C>, <SoftSkill_C>analytische Denk-</SoftSkill_C> und <SoftSkill>Handlungsweise</SoftSkill> ->"," Naturwissenschaftliche Ausbildung (Master Degree)
Profunder Leistungsausweis im internationalen Produktmanagement
Praktische Marketingerfahrung von Vorteil
<SoftSkill>Kommunikationsflair</SoftSkill> und <SoftSkill>Präsentationsflair</SoftSkill> (e/d) sowie Projektmanagementerfahrung
<SoftSkill>Zielfokussierte Denkweise</SoftSkill>, <SoftSkill>analytische Denkweise</SoftSkill> und <SoftSkill>handlungsweise</SoftSkill>",HMDC,0
,488,•  <SoftSkill_C>Freude</SoftSkill_C> und <SoftSkill>Geschick im Umgang mit kranken Menschen</SoftSkill> ->,<SoftSkill>Freude im Umgang mit kranken Menschen</SoftSkill> und <SoftSkill>Geschick im Umgang mit kranken Menschen</SoftSkill>,MWA,0
,489,•  <SoftSkill_C>verständlich sprechen</SoftSkill_C> und <SoftSkill>gerne singen</SoftSkill> ->,<SoftSkill>verständlich sprechen</SoftSkill> und <SoftSkill>gerne singen</SoftSkill>,OWA,1
,490," •  Ihr <SoftSkill_C>äusserst ergebnis-</SoftSkill_C>, <SoftSkill_C>service-</SoftSkill_C> sowie <SoftSkill>teamorientierter Arbeitsstil</SoftSkill> wird ergänzt durch <SoftSkill>ausgezeichnete analytische Fähigkeiten</SoftSkill> ->"," • Ihr <SoftSkill>äusserst ergebnisorientierter Arbeitsstil</SoftSkill>, <SoftSkill>serviceorientierter Arbeitsstil</SoftSkill> sowie <SoftSkill>teamorientierter Arbeitsstil</SoftSkill> wird ergänzt durch <SoftSkill>ausgezeichnete analytische Fähigkeiten</SoftSkill>",HMC,0
,491,Ihre <SoftSkill>Rolle leben Sie mit viel Engagement</SoftSkill> und <SoftSkill>schätzen sowohl den Umgang mit Menschen</SoftSkill> als auch die <SoftSkill_C>Zusammenarbeit in einem grösseren Team</SoftSkill_C>. ->,Ihre <SoftSkill>Rolle leben Sie mit viel Engagement</SoftSkill> und <SoftSkill>schätzen sowohl den Umgang mit Menschen</SoftSkill> als auch die <SoftSkill>schätzen Zusammenarbeit in einem grösseren Team</SoftSkill>.,OWA,1
,492," Eine <SoftSkill_C>gut organisierte</SoftSkill_C>, <SoftSkill_C>strukturierte</SoftSkill_C> und <SoftSkill>saubere Arbeitsweise</SoftSkill> setzen wir voraus. ->"," Eine <SoftSkill>gut organisierte Arbeitsweise</SoftSkill>, <SoftSkill>strukturierte Arbeitsweise</SoftSkill> und <SoftSkill>saubere Arbeitsweise</SoftSkill> setzen wir voraus.",MC,0
,493," •  <SoftSkill_C>Selbständige</SoftSkill_C>, <SoftSkill_C>zuverlässige</SoftSkill_C> und <SoftSkill>kostenbewusste Arbeitsweise</SoftSkill> ->"," • <SoftSkill>Selbständige Arbeitsweise</SoftSkill>, <SoftSkill>zuverlässige Arbeitsweise</SoftSkill> und <SoftSkill>kostenbewusste Arbeitsweise</SoftSkill>",MC,0
,494,•  <SoftSkill_C>Analytische</SoftSkill_C> und <SoftSkill>strategisch-konzeptionelle Fähigkeiten</SoftSkill> ->,<SoftSkill>Analytische Fähigkeiten</SoftSkill> und <SoftSkill>strategisch-konzeptionelle Fähigkeiten</SoftSkill>,OWA,0
,495," •  sind <SoftSkill>feinmotorisch begabt</SoftSkill> und <SoftSkill>arbeiten gründlich</SoftSkill>, <SoftSkill_C>exakt</SoftSkill_C> und <SoftSkill_C>sorgfältig</SoftSkill_C> ->"," • sind <SoftSkill>feinmotorisch begabt</SoftSkill> und <SoftSkill>arbeiten gründlich</SoftSkill>, <SoftSkill>arbeiten exakt</SoftSkill> und <SoftSkill>arbeiten sorgfältig</SoftSkill>.",MC,0
,496," •  eine <SoftSkill_C>Resultat-orientierte</SoftSkill_C>, <SoftSkill_C>engagierte</SoftSkill_C>, <SoftSkill_C>selbständige</SoftSkill_C> aber auch <SoftSkill>vermittelnde Persönlichkeit</SoftSkill> mit einer <SoftSkill>gesunden Balance zwischen Hartnäckigkeit</SoftSkill> und <SoftSkill>Pragmatismus</SoftSkill> ->"," • eine <SoftSkill>Resultat-orientierte Persönlichkeit</SoftSkill>, <SoftSkill>engagierte Persönlichkeit</SoftSkill>, <SoftSkill>selbständige Persönlichkeit</SoftSkill> aber auch <SoftSkill>vermittelnde Persönlichkeit</SoftSkill> mit einer <SoftSkill>gesunden Balance zwischen Hartnäckigkeit</SoftSkill> und <SoftSkill>Pragmatismus</SoftSkill>",MC,0
,497," Sie zeichnen sich durch eine <SoftSkill_C>flexible</SoftSkill_C> sowie <SoftSkill>verantwortungsbewusste Art</SoftSkill> aus, <SoftSkill>gehen offen auf Neues zu</SoftSkill> und sind <SoftSkill>bereit, die Verbesserung der Qualität mitzugestalten</SoftSkill>. ->"," Sie zeichnen sich durch eine <SoftSkill>flexible Art</SoftSkill> sowie <SoftSkill>verantwortungsbewusste Art</SoftSkill> aus, <SoftSkill>gehen offen auf Neues zu</SoftSkill> und sind <SoftSkill>bereit, die Verbesserung der Qualität mitzugestalten</SoftSkill>.",OWA,0
,498," Mit <SoftSkill>Eigeninitiative</SoftSkill>, <SoftSkill>Leidenschaft</SoftSkill> und <SoftSkill>Freude</SoftSkill> <SoftSkill>betreuen Sie die langjährige Kundschaft kompetent</SoftSkill> und <SoftSkill_C>zuverlässig</SoftSkill_C>. ->"," Mit <SoftSkill>Eigeninitiative</SoftSkill>, <SoftSkill>Leidenschaft</SoftSkill> und <SoftSkill>Freude</SoftSkill> <SoftSkill>betreuen Sie die langjährige Kundschaft kompetent</SoftSkill> und <SoftSkill>betreuen Sie die langjährige Kundschaft zuverlässig</SoftSkill>.",MWA,0
,499," Mitarbeiter/-in Bar, im Stundenlohn (ca. 50%)
Ihre Aufgaben
Sie sind der/die <SoftSkill_C>charmante</SoftSkill_C> und <SoftSkill>sympathische Gastgeber/in unserer Casinobar</SoftSkill>. ->"," Mitarbeiter/-in Bar, im Stundenlohn (ca. 50%)
Ihre Aufgaben
Sie sind der/die <SoftSkill>charmante Gastgeber/in unserer Casinobar</SoftSkill> und <SoftSkill>sympathische Gastgeber/in unserer Casinobar</SoftSkill>.",MWA,0
,500," 2 Jahre Berufserfahrung
<SoftSkill_C>Gutes technisches</SoftSkill_C> und <SoftSkill>planerisches Verständnis</SoftSkill> sowie eine <SoftSkill>zuverlässige Arbeitsweise</SoftSkill>
Gute CAD Kenntnisse (Plancal Nova / Autodesc MEP)
<SoftSkill>Engagement</SoftSkill> und <SoftSkill>Einsatzbereitschaft</SoftSkill> ->"," 2 Jahre Berufserfahrung
<SoftSkill>Gutes technisches Verständnis</SoftSkill> und <SoftSkill>planerisches Verständnis</SoftSkill> sowie eine <SoftSkill>zuverlässige Arbeitsweise</SoftSkill>
Gute CAD Kenntnisse (Plancal Nova / Autodesc MEP)
<SoftSkill>Engagement</SoftSkill> und <SoftSkill>Einsatzbereitschaft</SoftSkill>",OWA,0
,501," Sind Sie eine <SoftSkill_C>aufgestellte</SoftSkill_C>, <SoftSkill_C>motivierte</SoftSkill_C> und <SoftSkill>fröhliche Persönlichkeit</SoftSkill>, <SoftSkill>erledigen Ihre Aufgaben gerne effizient</SoftSkill> und <SoftSkill_C>zuverlässig</SoftSkill_C>? ->"," Sind Sie eine <SoftSkill>aufgestellte Persönlichkeit</SoftSkill>, <SoftSkill>motivierte Persönlichkeit</SoftSkill> und <SoftSkill>fröhliche Persönlichkeit</SoftSkill>, <SoftSkill>erledigen Ihre Aufgaben gerne effizient</SoftSkill> und <SoftSkill>erledigen Ihre Aufgaben zuverlässig</SoftSkill>?",MC,0
,502," Sie  haben  sich  in  den  Bereichen  Organisati
on,	EDV-Kenntnissen
und  im  Prozessmanagement  weitergebildet
und
<SoftSkill>erledigen Arbeiten kompetent</SoftSkill> und
<SoftSkill_C>speditiv</SoftSkill_C>. ->"," Sie  haben  sich  in  den  Bereichen  Organisation, EDV-Kenntnissen und im Prozessmanagement weitergebildet und <SoftSkill>erledigen Arbeiten kompetent</SoftSkill> und <SoftSkill>erledigen Arbeiten speditiv</SoftSkill>.",MWA,0
,503," Sie <SoftSkill>denken vernetzt</SoftSkill>, <SoftSkill>arbeiten sowohl exakt</SoftSkill> wie auch <SoftSkill_C>effizient</SoftSkill_C> und verständigen sich sicher in Deutsch und Englisch. ->"," Sie <SoftSkill>denken vernetzt</SoftSkill>, <SoftSkill>arbeiten sowohl exakt</SoftSkill> wie auch <SoftSkill>arbeiten effizient</SoftSkill> und verständigen sich sicher in Deutsch und Englisch.",OWA,0
,504," •  <SoftSkill>Stilsicheres Deutsch</SoftSkill>
Als <SoftSkill_C>teamfähige</SoftSkill_C> und <SoftSkill>mental bewegliche Persönlichkeit</SoftSkill>
zeichnen Sie sich durch eine <SoftSkill_C>dienstleistungsorientierte</SoftSkill_C>
und <SoftSkill>loyale Verhaltensweise</SoftSkill> aus. ->"," • <SoftSkill>Stilsicheres Deutsch</SoftSkill>
Als <SoftSkill>teamfähige Persönlichkeit</SoftSkill> und <SoftSkill>mental bewegliche Persönlichkeit</SoftSkill>
zeichnen Sie sich durch eine <SoftSkill>dienstleistungsorientierte Verhaltensweise</SoftSkill>
und <SoftSkill>loyale Verhaltensweise</SoftSkill> aus.",MDC,0
,505," Sie verfügen über eine <SoftSkill>hohe Sozialkompetenz</SoftSkill>, <SoftSkill>engagieren sich sehr dienstleistungs- und kundenorientiert</SoftSkill> und <SoftSkill>arbeiten selbstständig</SoftSkill>, <SoftSkill_C>strukturiert</SoftSkill_C> und <SoftSkill_C>lösungsorientiert</SoftSkill_C>. ->","  Sie verfügen über eine <SoftSkill>hohe Sozialkompetenz</SoftSkill>, <SoftSkill>engagieren sich sehr dienstleistungs- und kundenorientiert</SoftSkill> und <SoftSkill>arbeiten selbstständig</SoftSkill>, <SoftSkill>arbeiten strukturiert</SoftSkill> und <SoftSkill>arbeiten lösungsorientiert</SoftSkill>.",MC,0
,506," Sie sind <SoftSkill>in der Lage, komplexe Themen weitgehend selbstständig zu analysieren</SoftSkill> und zu <SoftSkill_C>beurteilen</SoftSkill_C> sowie dazu <SoftSkill>Lösungen zu erarbeiten</SoftSkill>. ->"," Sie sind <SoftSkill>in der Lage, komplexe Themen weitgehend selbstständig zu analysieren</SoftSkill> und <SoftSkill>in der Lage, komplexe Themen weitgehend selbstständig zu beurteilen</SoftSkill> sowie dazu <SoftSkill>in der Lage, Lösungen zu erarbeiten</SoftSkill>.",MWA,0
,507,•  <SoftSkill_C>Verkauf</SoftSkill_C> und <SoftSkill>Beratung ist Ihre Leidenschaft und Stärke</SoftSkill> ->,<SoftSkill>Verkauf ist Ihre Leidenschaft und Stärke</SoftSkill> und <SoftSkill>Beratung ist Ihre Leidenschaft und Stärke</SoftSkill>,MWA,0
,508," •  <SoftSkill_C>Belastbare</SoftSkill_C>, <SoftSkill_C>initiative</SoftSkill_C>, <SoftSkill_C>selbstständige</SoftSkill_C>, <SoftSkill_C>sozialkompetente</SoftSkill_C> und <SoftSkill>integre Persönlichkeit</SoftSkill> ->"," • <SoftSkill>Belastbare Persönlichkeit</SoftSkill>, <SoftSkill>initiative Persönlichkeit</SoftSkill>, <SoftSkill>selbstständige Persönlichkeit</SoftSkill>, <SoftSkill>sozialkompetente Persönlichkeit</SoftSkill> und <SoftSkill>integre Persönlichkeit</SoftSkill>",MC,0
,509," Diplomabschluss als Biomedizinische/-r Analytiker/-in HF
Fachlich fundierte Kenntnisse
<SoftSkill_C>Engagierte</SoftSkill_C> und <SoftSkill>selbständige Mitarbeit im Laborteam</SoftSkill>
<SoftSkill>Bereitschaft, im Turnus Nacht-/Wochenenddienst zu leisten</SoftSkill> ->"," Diplomabschluss als Biomedizinische/-r Analytiker/-in HF
Fachlich fundierte Kenntnisse
<SoftSkill>Engagierte Mitarbeit im Laborteam</SoftSkill> und <SoftSkill>selbständige Mitarbeit im Laborteam</SoftSkill>
<SoftSkill>Bereitschaft, im Turnus Nacht-/Wochenenddienst zu leisten</SoftSkill>",MWA,0
,510,<SoftSkill_C>Ausgeprägtes Motivations-</SoftSkill_C> und <SoftSkill>Coachingtalent</SoftSkill> ->,<SoftSkill>Ausgeprägtes Motivationstalent</SoftSkill> und <SoftSkill>Coachingtalent</SoftSkill>,HOWA,0
,511," •  <SoftSkill_C>Sehr selbständiger</SoftSkill_C>, <SoftSkill_C>lösungsorientierter</SoftSkill_C>, <SoftSkill>kommunikativer Teamplayer</SoftSkill> mit <SoftSkill>Eigeninitiative</SoftSkill> ->"," • <SoftSkill>Sehr selbständiger Teamplayer</SoftSkill>, <SoftSkill>lösungsorientierter Teamplayer</SoftSkill>, <SoftSkill>kommunikativer Teamplayer</SoftSkill> mit <SoftSkill>Eigeninitiative</SoftSkill>",MC,0
,512,•  <SoftSkill_C>Selbständige</SoftSkill_C> und <SoftSkill>verantwortungsbewusste Arbeitsweise</SoftSkill> ->,<SoftSkill>Selbständige Arbeitsweise</SoftSkill> und <SoftSkill>verantwortungsbewusste Arbeitsweise</SoftSkill>,OWA,0
,513,Sie <SoftSkill_C>denken</SoftSkill_C> und <SoftSkill>handeln kunden-</SoftSkill> und <SoftSkill_C>qualitätsorientiert</SoftSkill_C>. ->,Sie <SoftSkill>denken kundenorientiert</SoftSkill> und <SoftSkill>handeln kundenorientiert</SoftSkill> und <SoftSkill>denken qualitätsorientiert</SoftSkill> und <SoftSkill>handeln qualitätsorientiert</SoftSkill>.,HMDC,0
,514," Sie <SoftSkill_C>denken</SoftSkill_C> und <SoftSkill>handeln flexibel</SoftSkill>, <SoftSkill>arbeiten selbständig</SoftSkill> und sind <SoftSkill>belastbar</SoftSkill> Sie <SoftSkill>kommunizieren stilsicher</SoftSkill> in Deutsch (mündlich und schriftlich). ->","  Sie <SoftSkill>denken flexibel</SoftSkill> und <SoftSkill>handeln flexibel</SoftSkill>, <SoftSkill>arbeiten selbständig</SoftSkill> und sind <SoftSkill>belastbar</SoftSkill> Sie <SoftSkill>kommunizieren stilsicher</SoftSkill> in Deutsch (mündlich und schriftlich).",OWA,0
,515," Sie verfügen über ein <SoftSkill>gutes Organisationsgeschick</SoftSkill>, <SoftSkill_C>arbeiten</SoftSkill_C> und <SoftSkill>bringen sich gerne im Team ein</SoftSkill>. ->"," Sie verfügen über ein <SoftSkill>gutes Organisationsgeschick</SoftSkill>, <SoftSkill>arbeiten</SoftSkill> und <SoftSkill>bringen sich gerne im Team ein</SoftSkill>.",,1
,516,<SoftSkill_C>Speditives</SoftSkill_C> und <SoftSkill>ordentliches Arbeiten sind Sie sich gewohnt</SoftSkill> und Sie sind auch <SoftSkill>bereit Verantwortung zu übernehmen</SoftSkill> ->,<SoftSkill>Speditives Arbeiten sind Sie sich gewohnt</SoftSkill> und <SoftSkill>ordentliches Arbeiten sind Sie sich gewohnt</SoftSkill> und Sie sind auch <SoftSkill>bereit Verantwortung zu übernehmen</SoftSkill>,MWA,0
,517," Dipl. Pflegefachmann / Pflegefachfrau HF/FH
Mindestens ein Jahr Berufserfahrung im Akutbereich
<SoftSkill>Starkes Engagement für den 2-Jährigen Studiengang</SoftSkill>
<SoftSkill_C>Grosse physische</SoftSkill_C> und <SoftSkill>psychische Belastbarkeit</SoftSkill> ->"," Dipl. Pflegefachmann / Pflegefachfrau HF/FH
Mindestens ein Jahr Berufserfahrung im Akutbereich
<SoftSkill>Starkes Engagement für den 2-Jährigen Studiengang</SoftSkill>
<SoftSkill>Grosse physische Belastbarkeit</SoftSkill> und <SoftSkill>psychische Belastbarkeit</SoftSkill>",OWA,0
,518,Haben wir Deine <SoftSkill_C>Faszination</SoftSkill_C> sowie Dein <SoftSkill>Interesse an der IT geweckt</SoftSkill>? ->,Haben wir Deine <SoftSkill>Faszination an der IT</SoftSkill> sowie Dein <SoftSkill>Interesse an der IT geweckt</SoftSkill>?,MWA,0
,519," Sie <SoftSkill>schätzen es, in einem sehr dynamischen Umfeld zu arbeiten</SoftSkill> und sind in der Lage, durch Ihre <SoftSkill_C>Sozial-</SoftSkill_C> und <SoftSkill>Führungskompetenzen</SoftSkill> interdisziplinäre Projektteams zu führen. ->"," Sie <SoftSkill>schätzen es, in einem sehr dynamischen Umfeld zu arbeiten</SoftSkill> und sind in der Lage, durch Ihre <SoftSkill>Sozialkompetenzen</SoftSkill> und <SoftSkill>Führungskompetenzen</SoftSkill> interdisziplinäre Projektteams zu führen.",HOWA,0
,520," •  Sie <SoftSkill>begegnen Menschen mit Wertschätzung</SoftSkill>, <SoftSkill>Achtsamkeit</SoftSkill> und <SoftSkill_C>Ehrlichkeit</SoftSkill_C> ->"," • Sie <SoftSkill>begegnen Menschen mit Wertschätzung</SoftSkill>, <SoftSkill>begegnen Menschen mit Achtsamkeit</SoftSkill> und <SoftSkill>begegnen Menschen mit Ehrlichkeit</SoftSkill>.",MC,0
,521," Wir erwarten <SoftSkill_C>hohe Fach-</SoftSkill_C>, <SoftSkill_C>Sozial-</SoftSkill_C> und <SoftSkill>Dienstleistungskompetenz</SoftSkill>. ->"," Wir erwarten <SoftSkill>hohe Fachkompetenz</SoftSkill>, <SoftSkill>Sozialkompetenz</SoftSkill> und <SoftSkill>Dienstleistungskompetenz</SoftSkill>.",HMC,0
,522,Ihre <SoftSkill_C>kommunikative</SoftSkill_C> und <SoftSkill>dienstleistungsorientierte Art</SoftSkill> zeichnet Sie aus. ->,Ihre <SoftSkill>kommunikative Art</SoftSkill> und <SoftSkill>dienstleistungsorientierte Art</SoftSkill> zeichnet Sie aus.,OWA,0
,523," <SoftSkill>Hohe Motivation</SoftSkill> und <SoftSkill>Eigeninitiative</SoftSkill>
<SoftSkill_C>Selbstständiges</SoftSkill_C>, <SoftSkill>ergebnisorientiertes Arbeiten</SoftSkill>
<SoftSkill>Teamfähigkeit</SoftSkill>
Gute Programmierkenntnisse in C#.Net (oder Java) ->"," <SoftSkill>Hohe Motivation</SoftSkill> und <SoftSkill>Eigeninitiative</SoftSkill>
<SoftSkill>Selbstständiges Arbeiten</SoftSkill>, <SoftSkill>ergebnisorientiertes Arbeiten</SoftSkill>
<SoftSkill>Teamfähigkeit</SoftSkill>
Gute Programmierkenntnisse in C#.Net (oder Java)",OWA,0
,524,Du bist <SoftSkill>äusserst motiviert</SoftSkill> und deine Persönlichkeit zeichnet sich durch deine <SoftSkill_C>aufgestellte</SoftSkill_C> und <SoftSkill>kontaktfreudige Art</SoftSkill> aus. ->,Du bist <SoftSkill>äusserst motiviert</SoftSkill> und deine Persönlichkeit zeichnet sich durch deine <SoftSkill>aufgestellte Art</SoftSkill> und <SoftSkill>kontaktfreudige Art</SoftSkill> aus.,OWA,0
,525," Wenn Sie zudem <SoftSkill>belastbar</SoftSkill> sind, <SoftSkill_C>selbstständig</SoftSkill_C>, <SoftSkill_C>effizient</SoftSkill_C> und <SoftSkill>sorgfältig arbeiten</SoftSkill> sowie zwei Amtssprachen beherrschen, freuen wir uns auf Ihre Bewerbung. ->"," Wenn Sie zudem <SoftSkill>belastbar</SoftSkill> sind, <SoftSkill>selbstständig arbeiten</SoftSkill>, <SoftSkill>effizient arbeiten</SoftSkill> und <SoftSkill>sorgfältig arbeiten</SoftSkill> sowie zwei Amtssprachen beherrschen, freuen wir uns auf Ihre Bewerbung.",MC,0
,526," Sie sind es <SoftSkill>gewohnt, selbstständig Kundentermine zu vereinbaren</SoftSkill> und verfügen über eine <SoftSkill_C>strukturierte</SoftSkill_C> und <SoftSkill>analytische Arbeitweise</SoftSkill>. ->"," Sie sind es <SoftSkill>gewohnt, selbstständig Kundentermine zu vereinbaren</SoftSkill> und verfügen über eine <SoftSkill>strukturierte Arbeitweise</SoftSkill> und <SoftSkill>analytische Arbeitweise</SoftSkill>.",OWA,0
,527,<SoftSkill>Analytische Vorgehensweise in der Lösungsfindung</SoftSkill> und die <SoftSkill>Fähigkeit effektiv zu priorisieren</SoftSkill> und <SoftSkill_C>sich ändernden Prioritäten Anfragen und Zeitplänen fortlaufend anzupassen</SoftSkill_C> ->,<SoftSkill>Analytische Vorgehensweise in der Lösungsfindung</SoftSkill> und die <SoftSkill>Fähigkeit effektiv zu priorisieren</SoftSkill> und <SoftSkill>Fähigkeit sich ändernden Prioritäten Anfragen und Zeitplänen fortlaufend anzupassen</SoftSkill>,OWA,0
,528,Sie beherrschen die deutsche Sprache <SoftSkill_C>stil-</SoftSkill_C> und <SoftSkill>verhandlungssicher</SoftSkill> und sind mit MS-Office und der PC Welt allgemein gut vertraut. ->,Sie beherrschen die deutsche Sprache <SoftSkill>stilsicher</SoftSkill> und <SoftSkill>verhandlungssicher</SoftSkill> und sind mit MS-Office und der PC Welt allgemein gut vertraut.,HOWA,0
,529," Abgeschlossene Berufslehre als Telematiker, Informatiker oder Elektroinstallateur
Stilsichere Deutschkenntnisse sowie <SoftSkill>organisatorisches Geschick</SoftSkill>
<SoftSkill_C>Flexible</SoftSkill_C>, <SoftSkill_C>belastbare</SoftSkill_C> und <SoftSkill>kommunikationsgewandte Persönlichkeit</SoftSkill>
<SoftSkill_C>Selbstständige</SoftSkill_C> und <SoftSkill>teamfähige Arbeitsweise</SoftSkill>
Führerausweis Kat. ->"," Abgeschlossene Berufslehre als Telematiker, Informatiker oder Elektroinstallateur
Stilsichere Deutschkenntnisse sowie <SoftSkill>organisatorisches Geschick</SoftSkill>
<SoftSkill> Flexible Persönlichkeit</SoftSkill>, <SoftSkill>belastbare Persönlichkeit</SoftSkill> und <SoftSkill>kommunikationsgewandte Persönlichkeit</SoftSkill>
<SoftSkill> Selbstständige Arbeitsweise</SoftSkill> und <SoftSkill>teamfähige Arbeitsweise</SoftSkill>
Führerausweis Kat.",MDC,0
,530,Das Aufspüren von Störungen und Störungsquellen erfordert von den Berufsleuten <SoftSkill_C>logisches</SoftSkill_C> und <SoftSkill>selbstständiges Denken</SoftSkill>. ->,Das Aufspüren von Störungen und Störungsquellen erfordert von den Berufsleuten <SoftSkill>logisches Denken</SoftSkill> und <SoftSkill>selbstständiges Denken</SoftSkill>.,OWA,0
,531," •  Rechnungskontrolle
Wir wenden uns an einen <SoftSkill>motivierten Teamplayer</SoftSkill>, der
ein internationales <SoftSkill>Umfeld
</SoftSkill>versteht und <SoftSkill_C>schätzt</SoftSkill_C>. ->","  • Rechnungskontrolle
Wir wenden uns an einen <SoftSkill>motivierten Teamplayer</SoftSkill>, der
ein internationales <SoftSkill>Umfeld
</SoftSkill>versteht und <SoftSkill>schätzt</SoftSkill>.",NONE,0
,532," Sie sind eine <SoftSkill_C>motivierte</SoftSkill_C>, <SoftSkill_C>berufs-</SoftSkill_C> und <SoftSkill>führungserfahrene Persönlichkeit</SoftSkill> und suchen eine neue Herausforderung, bei der Sie sich für die zukunftsorientierte Entwicklung der Abteilung engagieren können. ->","  Sie sind eine <SoftSkill>motivierte Persönlichkeit</SoftSkill>, <SoftSkill>berufs- und führungserfahrene Persönlichkeit</SoftSkill> und suchen eine neue Herausforderung, bei der Sie sich für die zukunftsorientierte Entwicklung der Abteilung engagieren können.",HMDC,1
