prompt,predicted_text
" Sie
verfügen über stilsichere Deutschkenntnisse sowie <SoftSkill_C>organisatorisches</SoftSkill_C> und <SoftSkill>kommunikatives Geschick</SoftSkill>
und zeichnen sich durch <SoftSkill>Zuverlässigkeit</SoftSkill> aus. ->", Sie verfügen über stilsichere Deutschkenntnisse sowie <SoftSkill>organisatorisches Geschick</SoftSkill> und <SoftSkill>kommunikatives Geschick</SoftSkill> und zeichnen sich durch <SoftSkill>Zuverlässigkeit</SoftSkill> aus.
 Als <SoftSkill_C>engagierter</SoftSkill_C> und <SoftSkill>verantwortungsbewusster Teamplayer</SoftSkill> punkten Sie bei uns mit <SoftSkill>Organisationstalent</SoftSkill> und <SoftSkill>Sorgfalt</SoftSkill>. ->, Als <SoftSkill>engagierter Teamplayer</SoftSkill> und <SoftSkill>verantwortungsbewusster Teamplayer</SoftSkill> punkten Sie bei uns mit <SoftSkill>Organisationstalent</SoftSkill> und <SoftSkill>Sorgfalt</SoftSkill>.
" Die Ausbildung verlangt <SoftSkill>Spass an Mathematik</SoftSkill>, am <SoftSkill_C>Experimentieren</SoftSkill_C> und <SoftSkill_C>Tüfteln</SoftSkill_C>, <SoftSkill>Interesse am Arbeiten mit dem Computer</SoftSkill>, <SoftSkill>technisches Verständnis</SoftSkill>, <SoftSkill>analytisches Denkvermögen</SoftSkill>, <SoftSkill>exakte Arbeitsweise</SoftSkill>, <SoftSkill>Zuverlässigkeit</SoftSkill> und <SoftSkill>Verantwortungsbewusstsein</SoftSkill>. ->"," Die Ausbildung verlangt <SoftSkill>Spass an Mathematik</SoftSkill>, <SoftSkill>Spass an Experimentieren</SoftSkill> und <SoftSkill>Spass an Tüfteln</SoftSkill>, <SoftSkill>Interesse am Arbeiten mit dem Computer</SoftSkill>, <SoftSkill>technisches Verständnis</SoftSkill>, <SoftSkill>analytisches Denkvermögen</SoftSkill>, <SoftSkill>exakte Arbeitsweise</SoftSkill>, <SoftSkill>Zuverlässigkeit</SoftSkill> und <SoftSkill>Verantwortungsbewusstsein</SoftSkill>."
" <SoftSkill>Gutes Zahlenverständnis</SoftSkill> und <SoftSkill>rechnerische Begabung</SoftSkill>
<SoftSkill_C>Exakte</SoftSkill_C>, <SoftSkill_C>speditive</SoftSkill_C> und <SoftSkill>selbständige Arbeitsweise</SoftSkill>
Gute Deutschkenntnisse in Wort und Schrift
<SoftSkill>Technisches Verständnis</SoftSkill>
<SoftSkill>Zuverlässig</SoftSkill ->"," <SoftSkill>Gutes Zahlenverständnis</SoftSkill> und <SoftSkill>rechnerische Begabung</SoftSkill>
<SoftSkill>Exakte Arbeitsweise</SoftSkill>, <SoftSkill>speditive Arbeitsweise</SoftSkill> und <SoftSkill>selbständige Arbeitsweise</SoftSkill>
Gute Deutschkenntnisse in Wort und Schrift
<SoftSkill>Technisches Verständnis</SoftSkill>
<SoftSkill>Zuverlässig</SoftSkill>"
 In dieser verantwortungsvollen Position sind Sie als <SoftSkill_C>unternehmerisch denkende</SoftSkill_C> und <SoftSkill>handelnde Schlüsselperson</SoftSkill> für den Aufbau und die Weiterentwicklung der Produktion der ebeam-Lampen verantwortlich. ->, In dieser verantwortungsvollen Position sind Sie als <SoftSkill>unternehmerisch denkende Schlüsselperson</SoftSkill> und <SoftSkill>handelnde Schlüsselperson</SoftSkill> für den Aufbau und die Weiterentwicklung der Produktion der ebeam-Lampen verantwortlich.
" Restaurationsfachfrau/-mann mit abgeschlossener Ausbildung
<SoftSkill>Gastgeber aus Leidenschaft</SoftSkill> mit <SoftSkill>Verkaufsflair</SoftSkill>
Deutschsprachig, Englisch von Vorteil
<SoftSkill>teamorientiert</SoftSkill>, <SoftSkill>selbstständig</SoftSkill>, <SoftSkill>flexibel</SoftSkill> und <SoftSkill>belastbar</SoftSkill>
<SoftSkill_C>Freude</SoftSkill_C> und Kenntnisse im Umgang mit Weinen ->"," Restaurationsfachfrau/-mann mit abgeschlossener Ausbildung
<SoftSkill>Gastgeber aus Leidenschaft</SoftSkill> mit <SoftSkill>Verkaufsflair</SoftSkill>
Deutschsprachig, Englisch von Vorteil
<SoftSkill>teamorientiert</SoftSkill>, <SoftSkill>selbstständig</SoftSkill>, <SoftSkill>flexibel</SoftSkill> und <SoftSkill>belastbar</SoftSkill>
<SoftSkill>Freude im Umgang mit Weinen</SoftSkill> und Kenntnisse im Umgang mit Weinen"
" Sie sind...
...ein <SoftSkill>absoluter Morgenmensch</SoftSkill> und eine <SoftSkill_C>herzliche</SoftSkill_C>, <SoftSkill_C>offene</SoftSkill_C> und <SoftSkill>begeisterungsfähige Person</SoftSkill> die <SoftSkill>mit viel Freude</SoftSkill> und <SoftSkill>Liebe zum Detail</SoftSkill> eine top Dienstleistung erbringt. ->"," Sie sind ein <SoftSkill>absoluter Morgenmensch</SoftSkill> und eine <SoftSkill>herzliche Person</SoftSkill>, <SoftSkill>offene Person</SoftSkill> und <SoftSkill>begeisterungsfähige Person</SoftSkill> die <SoftSkill>mit viel Freude</SoftSkill> und <SoftSkill>Liebe zum Detail</SoftSkill> eine top Dienstleistung erbringt."
" Wenn Sie sowohl Ihr <SoftSkill_C>Team</SoftSkill_C> als auch Ihre <SoftSkill>Kunden durch Engagement</SoftSkill> und einen <SoftSkill>top Service verblüffen wollen</SoftSkill>, dann bewerben Sie sich auf diese Stelle. ->"," Wenn Sie sowohl Ihr <SoftSkill>Team durch Engagement verblüffen wollen</SoftSkill> als auch Ihre <SoftSkill>Kunden durch Engagement verblüffen wollen</SoftSkill> und einen <SoftSkill>top Service verblüffen wollen</SoftSkill>, dann bewerben Sie sich auf diese Stelle."
 •  <SoftSkill_C>Interesse</SoftSkill_C> und <SoftSkill>Freude an Betonvorfabrikation</SoftSkill ->, <SoftSkill>Interesse an Betonvorfabrikation</SoftSkill> und <SoftSkill>Freude an Betonvorfabrikation</SoftSkill>
" Ein fundiertes Know-how in der PC-Anwendung (Microsoft Office), sehr gute Deutsch- und Englischkenntnisse sowie eine <SoftSkill_C>effiziente</SoftSkill_C>, <SoftSkill_C>exakte</SoftSkill_C> und <SoftSkill>pro-aktive Arbeitsweise</SoftSkill> runden Ihr Profil ab. ->"," Ein fundiertes Know-how in der PC-Anwendung (Microsoft Office), sehr gute Deutsch- und Englischkenntnisse sowie eine <SoftSkill>effiziente Arbeitsweise</SoftSkill>, <SoftSkill>exakte Arbeitsweise</SoftSkill> und <SoftSkill>pro-aktive Arbeitsweise</SoftSkill> runden Ihr Profil ab."
" Wir suchen eine Persönlichkeit mit <SoftSkill>viel Elan</SoftSkill> und <SoftSkill>Motivation</SoftSkill>,
welche <SoftSkill_C>strukturiert</SoftSkill_C> und <SoftSkill>lösungsorientiert neue Aufgaben annimmt</SoftSkill>. ->"," Wir suchen eine Persönlichkeit mit <SoftSkill>viel Elan</SoftSkill> und <SoftSkill>Motivation</SoftSkill>,
welche <SoftSkill>strukturiert neue Aufgaben annimmt</SoftSkill> und <SoftSkill>lösungsorientiert neue Aufgaben annimmt</SoftSkill>."
" Sie verstehen es ausgezeichnet, in einem vielseitigen Aufgabengebiet <SoftSkill>Prioritäten richtig zu setzen</SoftSkill>, <SoftSkill_C>aktiv mit-</SoftSkill_C> sowie <SoftSkill_C>vorauszudenken</SoftSkill_C> und den <SoftSkill>Überblick zu behalten</SoftSkill>. ->"," Sie verstehen es ausgezeichnet, in einem vielseitigen Aufgabengebiet <SoftSkill>Prioritäten richtig zu setzen</SoftSkill>, <SoftSkill>aktiv mitdenken</SoftSkill> sowie <SoftSkill>vorauszudenken</SoftSkill> und den <SoftSkill>Überblick zu behalten</SoftSkill>."
" Du bist <SoftSkill>innovativ</SoftSkill>, <SoftSkill>motiviert</SoftSkill>, eine <SoftSkill_C>team-</SoftSkill_C> sowie <SoftSkill>kundenorientierte Persönlichkeit</SoftSkill> mit <SoftSkill>hoher Lernbereitschaft</SoftSkill> und hast ein <SoftSkill>Flair für Zahlen</SoftSkill> sowie <SoftSkill_C>betriebswirtschaftliche Zusammenhänge</SoftSkill_C>. ->"," Du bist <SoftSkill>innovativ</SoftSkill>, <SoftSkill>motiviert</SoftSkill>, eine <SoftSkill>teamorientierte Persönlichkeit</SoftSkill> sowie <SoftSkill>kundenorientierte Persönlichkeit</SoftSkill> mit <SoftSkill>hoher Lernbereitschaft</SoftSkill> und hast ein <SoftSkill>Flair für Zahlen</SoftSkill> sowie <SoftSkill>Flair für betriebswirtschaftliche Zusammenhänge</SoftSkill>."
" Ausbildung als Kältemonteur oder als Elektromechaniker/ <SoftSkill>Elektromonteurmit</SoftSkill> <SoftSkill_C>Interesse</SoftSkill_C> und <SoftSkill>Bereitschaft, die Kältetechnik zu erlernen</SoftSkill>. ->"," Ausbildung als Kältemonteur oder als Elektromechaniker/ <SoftSkill>Elektromonteurmit</SoftSkill> <SoftSkill>Interesse, die Kältetechnik zu erlernen</SoftSkill> und <SoftSkill>Bereitschaft, die Kältetechnik zu erlernen</SoftSkill>."
 Ihre <SoftSkill>Leidenschaft für stilvolles und modernes Wohnen</SoftSkill> kombinieren Sie mit <SoftSkill>unternehmerischem Denken</SoftSkill> und <SoftSkill_C>Handeln</SoftSkill_C>. ->, Ihre <SoftSkill>Leidenschaft für stilvolles und modernes Wohnen</SoftSkill> kombinieren Sie mit <SoftSkill>unternehmerischem Denken</SoftSkill> und <SoftSkill>unternehmerischem Handeln</SoftSkill>.
" Weiter sind auch Mitarbeiter, welche eine <SoftSkill>empathische Beziehung zu den ihnen anvertrauten Patienten pflegen</SoftSkill>, sowie <SoftSkill_C>gerne kooperativ</SoftSkill_C> und <SoftSkill>zielorientiert im interdisziplinären Team zusammenarbeiten</SoftSkill> wünschenswert. ->"," Weiter sind auch Mitarbeiter, welche eine <SoftSkill>empathische Beziehung zu den ihnen anvertrauten Patienten pflegen</SoftSkill>, sowie <SoftSkill>gerne kooperativ im interdisziplinären Team zusammenarbeiten</SoftSkill> und <SoftSkill>zielorientiert im interdisziplinären Team zusammenarbeiten</SoftSkill> wünschenswert."
" Als eine <SoftSkill_C>offene</SoftSkill_C>, wie auch <SoftSkill_C>team-</SoftSkill_C> und <SoftSkill>marktorientierte Person</SoftSkill>, <SoftSkill>ergreifen Sie die Initiative</SoftSkill>, <SoftSkill>denken selbstständig</SoftSkill> und <SoftSkill>handeln verantwortungsbewusst</SoftSkill>. ->"," Als eine <SoftSkill>offene Person</SoftSkill>, wie auch <SoftSkill>teamorientierte Person</SoftSkill> und <SoftSkill>marktorientierte Person</SoftSkill>, <SoftSkill>ergreifen Sie die Initiative</SoftSkill>, <SoftSkill>denken selbstständig</SoftSkill> und <SoftSkill>handeln verantwortungsbewusst</SoftSkill>."
" •  Sie bedienen und <SoftSkill>beraten die Kunden freundlich</SoftSkill>, <SoftSkill_C>kompetent</SoftSkill_C> und <SoftSkill_C>professionell</SoftSkill_C>. ->"," • Sie bedienen und <SoftSkill>beraten die Kunden freundlich</SoftSkill>, <SoftSkill>beraten die Kunden kompetent</SoftSkill> und <SoftSkill>beraten die Kunden professionell</SoftSkill>."
" Ein <SoftSkill>überzeugendes Auftreten</SoftSkill> und eine <SoftSkill_C>gute</SoftSkill_C>, <SoftSkill>offene Kommunikation</SoftSkill> ist uns wichtig. ->"," Ein <SoftSkill>überzeugendes Auftreten</SoftSkill> und eine <SoftSkill>gute Kommunikation</SoftSkill>, <SoftSkill>offene Kommunikation</SoftSkill> ist uns wichtig."
" <SoftSkill>Freude an der Mechanik</SoftSkill>, am <SoftSkill_C>Drehen</SoftSkill_C> und am Fräsen? ->"," <SoftSkill>Freude an der Mechanik</SoftSkill>, <SoftSkill>Freude an dem Drehen</SoftSkill> und <SoftSkill>Freude an dem Fräsen</SoftSkill>?"
" Dein Profil
Du <SoftSkill>arbeitest strukturiert</SoftSkill> und <SoftSkill_C>lösungsorientiert</SoftSkill_C>, und beherrschst Deutsch, Schweizerdeutsch und Englisch. ->"," Dein Profil
Du <SoftSkill>arbeitest strukturiert</SoftSkill> und <SoftSkill>arbeitest lösungsorientiert</SoftSkill>, und beherrschst Deutsch, Schweizerdeutsch und Englisch."
" •  <SoftSkill_C>Konzeptionelle</SoftSkill_C> und <SoftSkill>strategische Fähigkeiten</SoftSkill>, <SoftSkill>umsetzungsstark</SoftSkill ->"," <SoftSkill>Konzeptionelle Fähigkeiten</SoftSkill> und <SoftSkill>strategische Fähigkeiten</SoftSkill>, <SoftSkill>umsetzungsstark</SoftSkill>"
 Ihr <SoftSkill>Vorgehen ist zielgerichtet</SoftSkill> und <SoftSkill_C>strukturiert</SoftSkill_C>. ->, Ihr <SoftSkill>Vorgehen ist zielgerichtet</SoftSkill> und <SoftSkill>Ihr Vorgehen ist strukturiert</SoftSkill>.
 Als <SoftSkill_C><SoftSkill_C>kommunikative</SoftSkill_C>r</SoftSkill_C> und <SoftSkill>engagierter Teamplayer</SoftSkill>/<SoftSkill_C>kommunikative</SoftSkill_C> und <SoftSkill>engagierteTeamplayerin</SoftSkill> werden Sie rasch zu einer beliebten Anlaufstelle unserer internen und externen Kundinnen und Kunden. ->, Als <SoftSkill>kommunikative Teamplayerin</SoftSkill> und <SoftSkill>engagierte Teamplayerin</SoftSkill>/<SoftSkill>kommunikative Teamplayerin</SoftSkill> und <SoftSkill>engagierte Teamplayerin</SoftSkill> werden Sie rasch zu einer beliebten Anlaufstelle unserer internen und externen Kundinnen und Kunden.
" •  <SoftSkill_C>Akquisitions-</SoftSkill_C> und <SoftSkill>Verkaufspersönlichkeit</SoftSkill> aus dem Versicherungs- und Vorsorgebereich, vorzugsweise mit Führungserfahrung ->"," • <SoftSkill>Akquisitionspersönlichkeit</SoftSkill> und <SoftSkill>Verkaufspersönlichkeit</SoftSkill> aus dem Versicherungs- und Vorsorgebereich, vorzugsweise mit Führungserfahrung"
" <SoftSkill>Ausgeprägte Fähigkeiten in Konzeption, Analyse</SoftSkill>, <SoftSkill_C>Planung</SoftSkill_C> und <SoftSkill_C>Organisation</SoftSkill_C>; <SoftSkill>vernetztes Denken</SoftSkill> und <SoftSkill>kritisches Hinterfragen</SoftSkill ->"," <SoftSkill>Ausgeprägte Fähigkeiten in Konzeption, Analyse</SoftSkill>, <SoftSkill>Ausgeprägte Fähigkeiten in Planung</SoftSkill> und <SoftSkill>Ausgeprägte Fähigkeiten in Organisation</SoftSkill>; <SoftSkill>vernetztes Denken</SoftSkill> und <SoftSkill>kritisches Hinterfragen</SoftSkill>"
 Beherrscht Methoden des <SoftSkill>abstrakten Denkens</SoftSkill> und <SoftSkill>kommuniziert klar</SoftSkill> und «<SoftSkill_C>Adressat-gerecht</SoftSkill_C>». ->, Beherrscht Methoden des <SoftSkill>abstrakten Denkens</SoftSkill> und <SoftSkill>kommuniziert klar</SoftSkill> und «<SoftSkill>Adressat-gerecht</SoftSkill>».
" Die <SoftSkill>Bereitschaft im Team zusammenzuarbeiten</SoftSkill> und <SoftSkill_C>sich im Lehrerberuf weiterzubilden</SoftSkill_C>, setzen wir voraus. ->"," Die <SoftSkill>Bereitschaft im Team zusammenzuarbeiten</SoftSkill> und <SoftSkill>Bereitschaft im Lehrerberuf weiterzubilden</SoftSkill>, setzen wir voraus."
" Sie <SoftSkill_C>arbeiten</SoftSkill_C>, <SoftSkill_C>fördern</SoftSkill_C> und <SoftSkill>begleiten gerne Menschen</SoftSkill>, sind <SoftSkill>einfühlsam</SoftSkill>, <SoftSkill>flexibel</SoftSkill> und <SoftSkill>belastbar</SoftSkill>. ->"," Sie <SoftSkill>arbeiten gerne mit Menschen</SoftSkill>, <SoftSkill>fördern gerne Menschen</SoftSkill> und <SoftSkill>begleiten gerne Menschen</SoftSkill>, sind <SoftSkill>einfühlsam</SoftSkill>, <SoftSkill>flexibel</SoftSkill> und <SoftSkill>belastbar</SoftSkill>."
" Wir suchen, <SoftSkill_C>führungsstarke</SoftSkill_C>, <SoftSkill>kundenaffine</SoftSkill>, <SoftSkill>Leader</SoftSkill>, <SoftSkill>Teamplayer</SoftSkill> und <SoftSkill>Macher</SoftSkill>, die mit uns Gelb bewegen. ->"," Wir suchen, <SoftSkill>führungsstarke Leader</SoftSkill>, <SoftSkill>kundenaffine Leader</SoftSkill>, <SoftSkill>Leader</SoftSkill>, <SoftSkill>Teamplayer</SoftSkill> und <SoftSkill>Macher</SoftSkill>, die mit uns Gelb bewegen."
" <SoftSkill_C>sauberes</SoftSkill_C> und <SoftSkill>gepflegtes Erscheinen</SoftSkill>, <SoftSkill>sehr gute Umgangsformen</SoftSkill ->"," <SoftSkill>sauberes Erscheinen</SoftSkill> und <SoftSkill>gepflegtes Erscheinen</SoftSkill>, <SoftSkill>sehr gute Umgangsformen</SoftSkill>"
 Sie <SoftSkill>schätzen den persönlichen Kundenkontakt</SoftSkill> und den <SoftSkill_C>Umgang mit Menschen</SoftSkill_C>. ->, Sie <SoftSkill>schätzen den persönlichen Kundenkontakt</SoftSkill> und <SoftSkill>schätzen den Umgang mit Menschen</SoftSkill>.
" Abgeschlossene Berufslehre in der Elektro- oder Baubranche und mehrjährige Erfahrung im Fahrleitungsbau inkl. Schaltberechtigung
<SoftSkill_C>Hohes Verantwortungs-</SoftSkill_C> und <SoftSkill>Sicherheitsbewusstsein</SoftSkill>
Führerausweis Kat. ->"," Abgeschlossene Berufslehre in der Elektro- oder Baubranche und mehrjährige Erfahrung im Fahrleitungsbau inkl. Schaltberechtigung
<SoftSkill>Hohes Verantwortungsbewusstsein</SoftSkill> und <SoftSkill>Sicherheitsbewusstsein</SoftSkill>
Führerausweis Kat."
" Wir suchen eine <SoftSkill_C>dynamische</SoftSkill_C> und <SoftSkill>initiative Führungspersönlichkeit</SoftSkill>, welche in einem agilen Umfeld mit flachen Hierarchiestrukturen spannende Projekte umsetzt. ->"," Wir suchen eine <SoftSkill>dynamische Führungspersönlichkeit</SoftSkill> und <SoftSkill>initiative Führungspersönlichkeit</SoftSkill>, welche in einem agilen Umfeld mit flachen Hierarchiestrukturen spannende Projekte umsetzt."
" Sie sind eine <SoftSkill_C>pflichtbewusste</SoftSkill_C> und <SoftSkill>äusserst vertrauenswürdige
Persönlichkeit</SoftSkill>, die <SoftSkill>gerne selbständig arbeitet</SoftSkill>. ->"," Sie sind eine <SoftSkill>pflichtbewusste Persönlichkeit</SoftSkill> und <SoftSkill>äusserst vertrauenswürdige Persönlichkeit</SoftSkill>, die <SoftSkill>gerne selbständig arbeitet</SoftSkill>."
 Im Weiteren <SoftSkill>arbeiten Sie gerne in einem multikulturellen Umfeld</SoftSkill> und <SoftSkill>tragen durch</SoftSkill> Ihre <SoftSkill_C>professionelle</SoftSkill_C> und <SoftSkill>zuvorkommende Art</SoftSkill> zu einer angenehmen Atmosphäre bei. ->, Im Weiteren <SoftSkill>arbeiten Sie gerne in einem multikulturellen Umfeld</SoftSkill> und <SoftSkill>tragen durch</SoftSkill> Ihre <SoftSkill>professionelle Art</SoftSkill> und <SoftSkill>zuvorkommende Art</SoftSkill> zu einer angenehmen Atmosphäre bei.
" •  <SoftSkill_C>Junges</SoftSkill_C>, <SoftSkill>dynamisches Auftreten</SoftSkill ->"," <SoftSkill>Junges Auftreten</SoftSkill>, <SoftSkill>dynamisches Auftreten</SoftSkill>"
 Du hast ein <SoftSkill>Flair für übersichtliche User-Interfaces</SoftSkill> und <SoftSkill_C>intuitive Benutzerführung</SoftSkill_C>. ->, Du hast ein <SoftSkill>Flair für übersichtliche User-Interfaces</SoftSkill> und <SoftSkill>Flair für intuitive Benutzerführung</SoftSkill>.
 Zudem ist für Sie ein <SoftSkill>respektvoller Umgang mit unseren Bewohnern selbstverständlich</SoftSkill> und Sie <SoftSkill>begegnen Ihnen</SoftSkill> mit einer <SoftSkill_C>offenen</SoftSkill_C> und <SoftSkill>fröhlichen Art</SoftSkill>. ->, Zudem ist für Sie ein <SoftSkill>respektvoller Umgang mit unseren Bewohnern selbstverständlich</SoftSkill> und Sie <SoftSkill>begegnen Ihnen</SoftSkill> mit einer <SoftSkill>offenen Art</SoftSkill> und <SoftSkill>fröhlichen Art</SoftSkill>.
" Sie <SoftSkill>arbeiten schnell</SoftSkill>, <SoftSkill_C>sauber</SoftSkill_C> und <SoftSkill_C>korrekt</SoftSkill_C>. ->"," Sie <SoftSkill>arbeiten schnell</SoftSkill>, <SoftSkill>arbeiten sauber</SoftSkill> und <SoftSkill>arbeiten korrekt</SoftSkill>."
" Sie <SoftSkill>agieren selbständig</SoftSkill>, <SoftSkill_C>zielorientiert</SoftSkill_C> <SoftSkill>undschätzen ein erfolgsorientiertes, internationales Umfeld</SoftSkill>. ->"," Sie <SoftSkill>agieren selbständig</SoftSkill>, <SoftSkill>agieren zielorientiert</SoftSkill> <SoftSkill>undschätzen ein erfolgsorientiertes, internationales Umfeld</SoftSkill>."
" •  Sie <SoftSkill>arbeiten strukturiert</SoftSkill> und <SoftSkill_C>selbständig</SoftSkill_C>
Zusatzinformationen:
ABB bietet Ihnen interessante Aufgaben in einem hoch motivierten Team und einen offenen Kommunikationsstil. ->"," • Sie <SoftSkill>arbeiten strukturiert</SoftSkill> und <SoftSkill>arbeiten selbständig</SoftSkill>
Zusatzinformationen:
ABB bietet Ihnen interessante Aufgaben in einem hoch motivierten Team und einen offenen Kommunikationsstil."
 Gehen Sie neue Anforderungen <SoftSkill>gerne mit Freude</SoftSkill> und <SoftSkill_C>Elan an</SoftSkill_C>? ->, Gehen Sie neue Anforderungen <SoftSkill>gerne mit Freude</SoftSkill> und <SoftSkill>gerne mit Elan an</SoftSkill>?
" Dienstleistung ist für Sie kein leeres Wort, Sie <SoftSkill_C>beraten</SoftSkill_C> und <SoftSkill>betreuen unsere Kunden mit dem nötigen Feingefühl</SoftSkill> und stellen Ihre Fachkompetenz professionell unter Beweis. ->"," Dienstleistung ist für Sie kein leeres Wort, Sie <SoftSkill>beraten unsere Kunden mit dem nötigen Feingefühl</SoftSkill> und <SoftSkill>betreuen unsere Kunden mit dem nötigen Feingefühl</SoftSkill> und stellen Ihre Fachkompetenz professionell unter Beweis."
 •  <SoftSkill_C>Interesse</SoftSkill_C> und <SoftSkill>Freude am Umgang mit älteren und betagten Menschen</SoftSkill ->, <SoftSkill>Interesse am Umgang mit älteren und betagten Menschen</SoftSkill> und <SoftSkill>Freude am Umgang mit älteren und betagten Menschen</SoftSkill>
 •  <SoftSkill_C>Freude</SoftSkill_C> und <SoftSkill>Erfahrung im Umgang mit Kindern</SoftSkill ->, <SoftSkill>Freude im Umgang mit Kindern</SoftSkill> und <SoftSkill>Erfahrung im Umgang mit Kindern</SoftSkill>
 <SoftSkill>Anspruchsvolle und komplexe Planungsaufgaben</SoftSkill> und der <SoftSkill_C>Umgang mit vernetzten Daten bereiten Ihnen Freude</SoftSkill_C>. ->, <SoftSkill>Anspruchsvolle und komplexe Planungsaufgaben</SoftSkill> und der <SoftSkill>Umgang mit vernetzten Daten bereiten Ihnen Freude</SoftSkill>.
" Sie sind eine <SoftSkill_C>bestandene</SoftSkill_C>, <SoftSkill>robuste Persönlichkeit</SoftSkill>, die <SoftSkill>schwierige Situationen mit Charme meistert</SoftSkill>. ->"," Sie sind eine <SoftSkill>bestandene Persönlichkeit</SoftSkill>, <SoftSkill>robuste Persönlichkeit</SoftSkill>, die <SoftSkill>schwierige Situationen mit Charme meistert</SoftSkill>."
" Sind Sie eine <SoftSkill_C>in dieser Region gut verankerte</SoftSkill_C>, <SoftSkill_C>aufgestellte</SoftSkill_C> und <SoftSkill>unternehmerisch denkende Person</SoftSkill>, die <SoftSkill>Freude am Umgang mit Menschen hat</SoftSkill>? ->"," Sind Sie eine <SoftSkill>in dieser Region gut verankerte Person</SoftSkill>, <SoftSkill>aufgestellte Person</SoftSkill> und <SoftSkill>unternehmerisch denkende Person</SoftSkill>, die <SoftSkill>Freude am Umgang mit Menschen hat</SoftSkill>?"
 <SoftSkill_C>Kunden-</SoftSkill_C> und <SoftSkill>serviceorientiertes Verhalten</SoftSkill ->, <SoftSkill>Kundenorientiertes Verhalten</SoftSkill> und <SoftSkill>serviceorientiertes Verhalten</SoftSkill>
 Sie <SoftSkill>arbeiten ziel-</SoftSkill> und <SoftSkill_C>umsatzorientiert</SoftSkill_C>? ->, Sie <SoftSkill>arbeiten zielorientiert</SoftSkill> und <SoftSkill>arbeiten umsatzorientiert</SoftSkill>?
" Sie verfügen über eine <SoftSkill_C>strukturierte</SoftSkill_C>, <SoftSkill>prozessorientierte Arbeitsweise</SoftSkill> mit <SoftSkill>hoher Dienstleistungsbereitschaft</SoftSkill> und <SoftSkill>Sozialkompetenz</SoftSkill>. ->"," Sie verfügen über eine <SoftSkill>strukturierte Arbeitsweise</SoftSkill>, <SoftSkill>prozessorientierte Arbeitsweise</SoftSkill> mit <SoftSkill>hoher Dienstleistungsbereitschaft</SoftSkill> und <SoftSkill>Sozialkompetenz</SoftSkill>."
 Durch Ihr <SoftSkill_C>organisatorisches</SoftSkill_C> und <SoftSkill>manuelles Geschick</SoftSkill> können Sie mehrere Aufgaben parallel bearbeiten. ->, Durch Ihr <SoftSkill>organisatorisches Geschick</SoftSkill> und <SoftSkill>manuelles Geschick</SoftSkill> können Sie mehrere Aufgaben parallel bearbeiten.
" •  Eine <SoftSkill>positive</SoftSkill>, <SoftSkill>unterstützende Einstellung</SoftSkill> sowie den <SoftSkill>Willen, Neues zu lernen</SoftSkill> und dich <SoftSkill_C>ständig zu verbessern</SoftSkill_C ->"," • Eine <SoftSkill>positive Einstellung</SoftSkill>, <SoftSkill>unterstützende Einstellung</SoftSkill> sowie den <SoftSkill>Willen, Neues zu lernen</SoftSkill> und dich <SoftSkill>Willen, ständig zu verbessern</SoftSkill>."
" Sie <SoftSkill_C>denken</SoftSkill_C> und <SoftSkill>handeln selbstständig</SoftSkill> und <SoftSkill_C>proaktiv</SoftSkill_C>, <SoftSkill>integrieren sich schnell</SoftSkill>, <SoftSkill>arbeiten gerne im Team</SoftSkill> und <SoftSkill>richten Ihre Tätigkeit auf die Zufriedenheit unserer Kunden aus</SoftSkill>. ->"," Sie <SoftSkill>denken selbstständig</SoftSkill> und <SoftSkill>handeln selbstständig</SoftSkill> und <SoftSkill>denken proaktiv</SoftSkill> und <SoftSkill>handeln proaktiv</SoftSkill>, <SoftSkill>integrieren sich schnell</SoftSkill>, <SoftSkill>arbeiten gerne im Team</SoftSkill> und <SoftSkill>richten Ihre Tätigkeit auf die Zufriedenheit unserer Kunden aus</SoftSkill>."
 Sie sind <SoftSkill_C>Abschluss-</SoftSkill_C> und <SoftSkill>Akquise stark</SoftSkill>? ->, Sie sind <SoftSkill>Abschluss stark</SoftSkill> und <SoftSkill>Akquise stark</SoftSkill>?
" B
<SoftSkill>Freude an der Arbeit im Freien</SoftSkill> und <SoftSkill_C>im Team</SoftSkill_C>
<SoftSkill>Freude an abwechslungsreicher Arbeit</SoftSkill> und <SoftSkill_C>vielfältigen Materialien</SoftSkill_C ->"," B
<SoftSkill>Freude an der Arbeit im Freien</SoftSkill> und <SoftSkill>Freude an der Arbeit im Team</SoftSkill>
<SoftSkill>Freude an abwechslungsreicher Arbeit</SoftSkill> und <SoftSkill>Freude an vielfältigen Materialien</SoftSkill>"
" Facharzt für Psychiatrie und Psychotherapie
Interesse an suchtpsychiatrischer komorbider Behandlung und an qualitätssichernden und versorgungsbezogenen Fragestellungen
<SoftSkill>Freude am interdisziplinären und vernetzten Arbeiten</SoftSkill> und <SoftSkill_C>Denken</SoftSkill_C ->"," Facharzt für Psychiatrie und Psychotherapie
Interesse an suchtpsychiatrischer komorbider Behandlung und an qualitätssichernden und versorgungsbezogenen Fragestellungen
<SoftSkill>Freude am interdisziplinären und vernetzten Arbeiten</SoftSkill> und <SoftSkill>Freude am vernetzten Denken</SoftSkill>"
